"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
664	682	"Derput"	57.03333	124.11667	30	"AWI"	30	171	804	427	0	8.45588235294118	0	0.735294117647059	1.83823529411765	0	30.1470588235294	0	0	0	4.41176470588235	4.41176470588235	6.98529411764706	2.20588235294118	0	1.83823529411765	36.7647058823529	1.47058823529412	0	0	0	0	0.735294117647059	0	0
664	682	"Derput"	57.03333	124.11667	40	"AWI"	40	300	993	597	0	11.1111111111111	0	2.64550264550265	1.58730158730159	0	33.3333333333333	0	0	0	6.87830687830688	1.85185185185185	4.23280423280423	1.85185185185185	0	2.11640211640212	29.1005291005291	2.91005291005291	0	0.264550264550265	0	0	1.58730158730159	0.264550264550265	0.264550264550265
664	682	"Derput"	57.03333	124.11667	50	"AWI"	50	435	1178	759	0	3.67231638418079	0	0	1.12994350282486	0	11.2994350282486	0	0	0	34.4632768361582	0	1.69491525423729	12.1468926553672	0	2.54237288135593	27.4011299435028	5.08474576271187	0	0	0	0	0.564971751412429	0	0
664	682	"Derput"	57.03333	124.11667	60	"AWI"	60	573	1366	933	0.284900284900285	6.26780626780627	0	2.56410256410256	1.13960113960114	0	39.8860398860399	0	0	0	6.26780626780627	1.42450142450142	4.55840455840456	4.84330484330484	0.284900284900285	1.70940170940171	24.5014245014245	3.7037037037037	0	0.284900284900285	0	0	1.99430199430199	0	0.284900284900285
664	682	"Derput"	57.03333	124.11667	70	"AWI"	70	712	1528	1099	0	9.21501706484642	0	0	1.36518771331058	0	26.2798634812287	0	0	0	8.87372013651877	0.68259385665529	5.11945392491468	5.11945392491468	0	2.38907849829352	40.2730375426621	0.68259385665529	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	80	"AWI"	80	872	1704	1263	0	9.54063604240283	0.706713780918728	0	2.47349823321555	0	37.1024734982332	0	0	0	11.660777385159	0	4.59363957597173	2.82685512367491	0	4.59363957597173	25.4416961130742	0	0	0	0	0	0.706713780918728	0	0.353356890459364
664	682	"Derput"	57.03333	124.11667	90	"AWI"	90	1020	1865	1435	0	8.09859154929578	0	0	0.704225352112676	0	45.7746478873239	0	0	0	9.15492957746479	0.704225352112676	3.87323943661972	3.52112676056338	0	1.76056338028169	23.5915492957746	2.8169014084507	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	100	"AWI"	100	1186	2024	1605	0	13.7037037037037	0	0	1.48148148148148	0	24.8148148148148	0	0	0	9.25925925925926	1.85185185185185	3.7037037037037	7.03703703703704	0	2.59259259259259	34.4444444444444	0.37037037037037	0	0	0	0	0.740740740740741	0	0
664	682	"Derput"	57.03333	124.11667	110	"AWI"	110	1355	2175	1768	0	14.7849462365591	0	0.537634408602151	1.0752688172043	0	30.9139784946237	0	0	0	3.2258064516129	0.268817204301075	6.72043010752688	3.76344086021505	0	3.76344086021505	34.1397849462366	0.806451612903226	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	120	"AWI"	120	1529	2316	1941	0	10.0719424460432	0.359712230215827	0	2.87769784172662	0	35.2517985611511	0	0	0	13.3093525179856	0.359712230215827	2.87769784172662	2.51798561151079	0	3.9568345323741	25.8992805755396	2.15827338129496	0	0	0	0	0.359712230215827	0	0
664	682	"Derput"	57.03333	124.11667	130	"AWI"	130	1698	2481	2104	0	7.78688524590164	0.409836065573771	0	1.63934426229508	0	31.9672131147541	0	0	0	2.86885245901639	0.409836065573771	9.01639344262295	4.91803278688525	0	2.04918032786885	37.2950819672131	1.22950819672131	0	0	0	0	0	0	0.409836065573771
664	682	"Derput"	57.03333	124.11667	140	"AWI"	140	1894	2624	2272	0	7.78688524590164	0.819672131147541	0	1.63934426229508	0	40.5737704918033	0	0	0	3.27868852459016	0.409836065573771	9.01639344262295	0.409836065573771	0	2.45901639344262	32.3770491803279	0.819672131147541	0	0	0	0	0	0	0.409836065573771
664	682	"Derput"	57.03333	124.11667	150	"AWI"	150	2084	2765	2438	0	6.36704119850187	0.374531835205993	0	1.87265917602996	0	38.9513108614232	0	0	0	1.87265917602996	0	4.49438202247191	2.62172284644195	0	2.24719101123596	39.3258426966292	1.12359550561798	0	0	0	0	0	0	0.749063670411985
664	682	"Derput"	57.03333	124.11667	160	"AWI"	160	2297	2896	2607	0	12.0996441281139	0.355871886120996	0	2.13523131672598	0	40.2135231316726	0	0	0	9.9644128113879	0	6.40569395017794	3.91459074733096	0	4.27046263345196	19.9288256227758	0.711743772241993	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	170	"AWI"	170	2541	3041	2761	0	12.8491620111732	1.11731843575419	0	2.51396648044693	0	39.3854748603352	0	0	0	1.11731843575419	0	2.79329608938547	5.02793296089385	0	3.35195530726257	30.4469273743017	0.837988826815642	0	0	0	0.279329608938547	0	0	0.279329608938547
664	682	"Derput"	57.03333	124.11667	180	"AWI"	180	2791	3259	2938	0	12.3015873015873	0.396825396825397	0	3.57142857142857	0	38.0952380952381	0	0	0	1.58730158730159	0.793650793650794	9.92063492063492	6.34920634920635	0	4.36507936507936	20.6349206349206	0.793650793650794	0	0	0	0	1.19047619047619	0	0
664	682	"Derput"	57.03333	124.11667	190	"AWI"	190	2916	3569	3164	0	9.50920245398773	0.613496932515337	0	1.84049079754601	0	41.7177914110429	0	0	0	3.06748466257669	0	5.8282208588957	3.37423312883436	0	3.68098159509202	28.8343558282209	0.613496932515337	0	0	0	0	0.920245398773006	0	0
664	682	"Derput"	57.03333	124.11667	200	"AWI"	200	3071	3877	3402	0	12.2866894197952	0	0	2.73037542662116	0	36.8600682593857	0	0	0	4.43686006825939	0	5.46075085324232	4.09556313993174	0	3.07167235494881	30.0341296928328	0.341296928327645	0	0.341296928327645	0	0	0	0	0.341296928327645
664	682	"Derput"	57.03333	124.11667	210	"AWI"	210	3235	4167	3639	0	7.66208251473477	0	0	1.76817288801572	0	51.2770137524558	0	0	0	3.7328094302554	0	5.50098231827112	1.96463654223969	0	3.1434184675835	22.3968565815324	2.16110019646365	0	0	0	0	0.392927308447937	0	0
664	682	"Derput"	57.03333	124.11667	220	"AWI"	220	3420	4433	3875	0	0	0	0	2.12765957446809	0	50.4559270516717	0	0	0	5.47112462006079	0	2.12765957446809	3.3434650455927	0	4.25531914893617	29.7872340425532	2.43161094224924	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	230	"AWI"	230	3612	4693	4113	0	11.5384615384615	0	0	3.07692307692308	0	41.5384615384615	0	0	0	6.92307692307692	0	7.30769230769231	3.07692307692308	0	3.07692307692308	22.6923076923077	0.769230769230769	0	0	0	0	0	0	0
664	682	"Derput"	57.03333	124.11667	240	"AWI"	240	3812	4951	4352	0	10.3703703703704	0.37037037037037	0	2.59259259259259	0	43.3333333333333	0	0	0	10.3703703703704	0	9.25925925925926	1.85185185185185	0	1.48148148148148	20	0	0	0	0	0	0.37037037037037	0	0
664	682	"Derput"	57.03333	124.11667	250	"AWI"	250	4012	5178	4585	0	8.984375	1.5625	0	0.78125	0	41.40625	0	0	0	2.734375	0	8.59375	3.515625	0	3.515625	27.34375	1.171875	0	0	0	0	0.390625	0	0
