"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1698	1754	"Lac Mimi"	47.49694	-70.37583	510	"AWI"	510	11708	13839	12776	1	0	0	0	6	0	0	0	0	0	1	0	0	67	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	15	0	0	0	0	12	0	1	42	0	0	0	0	1	0	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	515	"AWI"	515	11846	14222	12982	0	0	5	0	12	0	0	0	0	0	3	0	0	160	0	0	5	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	43	11	0	0	0	2	0	8	13	0	0	0	0	0	0	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	520	"AWI"	520	11987	14584	13172	0	0	3	0	10	0	0	0	0	0	5	0	3	71	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	54	0	0	0	1	0	0	6	11	0	0	1	0	0	0	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	525	"AWI"	525	12081	15028	13357	0	0	3	0	2	0	0	0	1	0	4	0	0	72	0	0	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	6	19	0	0	1	0	1	0	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	530	"AWI"	530	12168	15556	13527	3	0	10	0	12	6	0	2	0	0	35	0	0	367	1	0	3	0	0	0	32	0	0	0	0	0	1	0	2	0	0	4	0	127	0	0	0	3	1	0	30	41	0	0	0	0	1	0	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	50	"AWI"	50	299	2109	991	20	0	24	0	1	0	0	0	0	0	0	0	4	1	0	1	0	2	0	0	21	0	0	0	2	0	2	0	0	0	0	13	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6	1	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	75	"AWI"	75	651	2860	1546	4	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	7	0	0	0	1	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	100	"AWI"	100	1024	3479	2100	7	0	10	0	0	0	0	0	0	0	0	1	2	2	0	0	0	7	4	0	5	0	0	0	0	0	1	0	0	0	15	6	0	3	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	125	"AWI"	125	1421	4139	2657	15	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	2	1	0	0	0	0	0	1	0	0	2	1	0
1698	1754	"Lac Mimi"	47.49694	-70.37583	150	"AWI"	150	1934	4712	3217	28	0	19	1	1	0	0	0	0	0	0	0	8	5	0	2	0	14	10	1	15	0	1	0	0	0	2	0	0	1	44	14	107	7	0	0	0	12	0	0	1	1	0	0	0	1	6	0	0
