"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Fraxinus"	"Indeterminable"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Ulmus"
481	493	"Clearwater Lake"	50.87361	-107.93333	0	"AWI"	0	-137	28	-53	0.404858299595142	2.83400809716599	28.3400809716599	28.3400809716599	0	4.04858299595142	0	0	2.83400809716599	0	0	0	1.21457489878543	0	2.02429149797571	18.6234817813765	0	6.07287449392713	0	1.21457489878543	0	0	0	2.83400809716599	0.404858299595142	0.809716599190283	0
481	493	"Clearwater Lake"	50.87361	-107.93333	10	"AWI"	10	-104	82	-15	0	1.66666666666667	22.2222222222222	31.9444444444444	1.66666666666667	0.555555555555556	0	0	3.33333333333333	0	0	0	1.66666666666667	0	1.66666666666667	20.5555555555556	0	11.9444444444444	0	0.833333333333333	0	0	0	1.38888888888889	0.555555555555556	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	20	"AWI"	20	-84	169	18	0	2.78551532033426	23.3983286908078	33.983286908078	0	2.22841225626741	0	0.278551532033426	5.2924791086351	0	0	0	0	0	0.835654596100279	15.3203342618384	0	10.0278551532033	0.278551532033426	0.835654596100279	0	0.278551532033426	0.278551532033426	3.89972144846797	0	0.278551532033426	0
481	493	"Clearwater Lake"	50.87361	-107.93333	30	"AWI"	30	-70	270	52	0	2.93333333333333	29.3333333333333	32.8	1.86666666666667	2.66666666666667	0	0	1.6	0	0	0	0.533333333333333	0	1.33333333333333	13.8666666666667	0	9.06666666666667	0	1.06666666666667	0	0.533333333333333	0	1.86666666666667	0.533333333333333	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	50	"AWI"	50	-22	420	133	0	0.735294117647059	39.7058823529412	30.5147058823529	0	1.47058823529412	0	0.367647058823529	2.20588235294118	0	0	0	0.367647058823529	0	1.10294117647059	11.7647058823529	0	7.35294117647059	0.367647058823529	0	0	0.735294117647059	0.367647058823529	2.94117647058824	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	60	"AWI"	60	5	468	188	0	3.4375	13.4375	42.5	0	1.875	0	0	5.625	0	0	0	1.875	0	0.625	13.125	0	13.75	0	0.3125	0	0.625	0	2.1875	0.625	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	70	"AWI"	70	24	545	237	0.327868852459016	2.29508196721311	1.9672131147541	57.0491803278689	0	2.62295081967213	0	0	2.29508196721311	0	0	0	0.983606557377049	0	0.327868852459016	15.7377049180328	0	13.7704918032787	0	0	0	0.327868852459016	0	1.63934426229508	0.655737704918033	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	110	"AWI"	110	126	937	448	0.325732899022801	2.93159609120521	4.88599348534202	48.5342019543974	0	3.25732899022801	0	0	3.25732899022801	0	0	0	0.977198697068404	0	3.25732899022801	20.1954397394137	0	10.0977198697068	0	0.977198697068404	0	0	0	0.651465798045603	0.651465798045603	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	190	"AWI"	190	391	1697	916	0	2.06489675516224	6.19469026548673	51.0324483775811	7.37463126843658	2.3598820058997	0	0	5.30973451327434	0	0	0	0.294985250737463	0	0.589970501474926	10.9144542772861	0	12.6843657817109	0	0	0	0	0	0.884955752212389	0	0.294985250737463	0
481	493	"Clearwater Lake"	50.87361	-107.93333	270	"AWI"	270	721	2340	1393	0	5.32786885245902	4.91803278688525	51.6393442622951	0	4.0983606557377	0	0	2.86885245901639	0	0	0	0.409836065573771	0	1.63934426229508	13.5245901639344	0	11.8852459016393	0	0	0	0	0	1.22950819672131	1.22950819672131	0.409836065573771	0.819672131147541
