"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Fraxinus"	"Indeterminable"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Ulmus"
481	493	"Clearwater Lake"	50.87361	-107.93333	350	"AWI"	350	1088	2911	1886	0	1.80722891566265	4.51807228915663	37.6506024096386	0	6.02409638554217	0.301204819277108	0	3.91566265060241	0	0.301204819277108	0	0	0	1.80722891566265	18.3734939759036	0	23.1927710843373	0	0	0	0	0	2.10843373493976	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	430	"AWI"	430	1469	3433	2371	0	2.99625468164794	5.99250936329588	44.9438202247191	0	2.62172284644195	0.374531835205993	0	8.61423220973783	0	0	0	0.749063670411985	0	1.49812734082397	12.7340823970037	0	12.3595505617978	0.749063670411985	0.374531835205993	0	0	0.749063670411985	4.49438202247191	0.749063670411985	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	510	"AWI"	510	1851	3951	2840	0	1.86170212765957	3.98936170212766	44.4148936170213	0	2.12765957446809	0.265957446808511	0	7.4468085106383	0	0	0	0.531914893617021	0	1.86170212765957	19.4148936170213	0	16.7553191489362	0	0	0	0.265957446808511	0	1.06382978723404	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	590	"AWI"	590	2270	4465	3342	0	5.59210526315789	6.25	39.8026315789474	0	8.22368421052632	0	0	0.986842105263158	0	0	0	0	0.328947368421053	0.657894736842105	19.0789473684211	0	16.7763157894737	0	0	0	0	0	2.30263157894737	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	670	"AWI"	670	2729	4943	3821	0	2.14477211796247	11.2600536193029	42.0911528150134	0	1.87667560321716	0.268096514745308	0	9.11528150134048	0	0	0	0	0	1.60857908847185	9.38337801608579	0	18.4986595174263	0	0.536193029490617	0	0.268096514745308	0	2.68096514745308	0	0	0.268096514745308
481	493	"Clearwater Lake"	50.87361	-107.93333	750	"AWI"	750	3202	5403	4308	0	4.40251572327044	4.40251572327044	40.5660377358491	0	3.14465408805031	0	0	11.0062893081761	0	0.314465408805031	0	0.943396226415094	0	2.20125786163522	15.0943396226415	0	16.3522012578616	0	0	0	0	0	1.25786163522013	0.314465408805031	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	790	"AWI"	790	3426	5623	4546	0	2.88461538461538	6.08974358974359	61.5384615384615	0	5.12820512820513	0	0	4.16666666666667	0	0	0	0.641025641025641	0	1.28205128205128	9.61538461538462	0	7.05128205128205	0	0	0	0	0	1.28205128205128	0	0.32051282051282	0
481	493	"Clearwater Lake"	50.87361	-107.93333	830	"AWI"	830	3704	5848	4791	0.294117647058824	2.94117647058824	5	44.4117647058823	4.11764705882353	3.23529411764706	0	0	7.64705882352941	0	0	0	1.17647058823529	0	1.17647058823529	18.8235294117647	0	8.82352941176471	0	0	0	0	0	1.17647058823529	0.882352941176471	0.294117647058824	0
481	493	"Clearwater Lake"	50.87361	-107.93333	870	"AWI"	870	3948	6060	5036	0	2.80373831775701	7.16510903426791	38.3177570093458	7.47663551401869	3.42679127725857	0	0	6.54205607476635	0	0	0.311526479750779	0.934579439252336	0	1.55763239875389	17.7570093457944	0	11.5264797507788	0	0	0	0	0	2.18068535825545	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	910	"AWI"	910	4191	6278	5274	0.381679389312977	8.01526717557252	16.030534351145	0	0	2.67175572519084	0	0	8.3969465648855	0	0	0	1.90839694656489	0	2.67175572519084	33.587786259542	0	24.0458015267176	0	0	0	0	0	1.52671755725191	0.763358778625954	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	950	"AWI"	950	4445	6479	5511	0	2.8125	10.3125	42.1875	0	7.1875	0	0	6.875	0	0	0	1.5625	0	1.25	13.125	0	9.6875	0	0	0	0.625	0	3.125	0.9375	0.3125	0
481	493	"Clearwater Lake"	50.87361	-107.93333	990	"AWI"	990	4707	6668	5747	0	3.83386581469649	6.38977635782748	36.1022364217252	0	3.83386581469649	0	0	6.38977635782748	0	0	0	0.638977635782748	0	1.2779552715655	34.8242811501597	0	4.47284345047923	0	0	0.319488817891374	0.319488817891374	0	0.958466453674121	0.638977635782748	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1030	"AWI"	1030	4961	6858	5989	0	5.76368876080692	13.5446685878963	36.5994236311239	0	2.30547550432277	0.288184438040346	0	8.35734870317003	0	0.576368876080692	0	0.864553314121038	0	1.44092219020173	15.2737752161383	0	12.6801152737752	0.576368876080692	0	0	0	0.576368876080692	0.864553314121038	0.288184438040346	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1070	"AWI"	1070	5238	7042	6228	0	4.38356164383562	10.6849315068493	47.1232876712329	0	4.10958904109589	0	0	4.65753424657534	0	0	0.273972602739726	0	0	2.46575342465753	17.2602739726027	0	6.57534246575342	0	0.273972602739726	0	0.273972602739726	0	0.821917808219178	1.0958904109589	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1120	"AWI"	1120	5591	7269	6532	0.285714285714286	3.42857142857143	8.28571428571428	45.7142857142857	0	1.14285714285714	0	0	7.14285714285714	0	0	0	0	0	1.42857142857143	12.5714285714286	0.285714285714286	16.8571428571429	0	0	0	0	0	2	0.857142857142857	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1160	"AWI"	1160	5894	7452	6764	0	5.10204081632653	17.3469387755102	50.6802721088435	0	4.08163265306122	0	0	3.40136054421769	0	0	0	0.680272108843537	0	2.72108843537415	10.8843537414966	0	4.42176870748299	0	0	0	0	0	0.680272108843537	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1200	"AWI"	1200	6240	7637	6998	0	4.46096654275093	14.8698884758364	36.0594795539033	0	2.97397769516729	0	0	9.66542750929368	0.743494423791822	0	0	0.371747211895911	0	1.85873605947955	12.639405204461	0	14.1263940520446	0.743494423791822	0	0.371747211895911	0	0.743494423791822	0	0.371747211895911	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1210	"AWI"	1210	6314	7685	7058	0.293255131964809	3.51906158357771	16.4222873900293	29.0322580645161	0	3.81231671554252	0.293255131964809	0	10.8504398826979	0	0	0	1.75953079178886	0	6.158357771261	17.0087976539589	0	8.50439882697947	0	0	0	0.293255131964809	0	1.75953079178886	0	0.293255131964809	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1220	"AWI"	1220	6375	7740	7117	0	5.57620817843866	24.5353159851301	21.1895910780669	0	2.60223048327138	0	0	7.80669144981413	0	0	0	1.11524163568773	0	3.71747211895911	19.7026022304833	0	10.7806691449814	0.743494423791822	0	0.371747211895911	0	0.743494423791822	0.743494423791822	0.371747211895911	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1230	"AWI"	1230	6477	7788	7174	0	4.67625899280576	19.0647482014388	31.6546762589928	0	0.719424460431655	0	0	7.9136690647482	0	0	0	0.719424460431655	0	2.87769784172662	16.9064748201439	0	15.1079136690647	0	0	0	0	0	0.359712230215827	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1240	"AWI"	1240	6560	7831	7234	0	3.1700288184438	16.4265129682997	34.8703170028818	0	0.576368876080692	0	0	10.9510086455331	0.288184438040346	0	0	0.576368876080692	0	2.01729106628242	16.4265129682997	0	12.1037463976945	0.288184438040346	0	0	0	0.288184438040346	1.15273775216138	0.864553314121038	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1250	"AWI"	1250	6635	7880	7293	0.280898876404494	2.80898876404494	15.7303370786517	21.6292134831461	18.2584269662921	0.561797752808989	0	0	10.6741573033708	0.842696629213483	0	0	0.561797752808989	0	2.80898876404494	12.9213483146067	0	10.1123595505618	0	1.12359550561798	0	0	0	0.280898876404494	1.12359550561798	0.280898876404494	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1258	"AWI"	1258	6673	7923	7342	0	4.40771349862259	24.2424242424242	25.3443526170799	0	3.03030303030303	0	0	7.98898071625344	0	0	0	0.275482093663912	0	6.06060606060606	14.8760330578512	0	13.2231404958678	0	0	0	0	0	0.550964187327824	0	0	0
481	493	"Clearwater Lake"	50.87361	-107.93333	1262	"AWI"	1262	6694	7952	7368	0	3.36391437308868	20.7951070336391	27.217125382263	0	1.52905198776758	0	0	8.86850152905199	0.305810397553517	0	0	1.22324159021407	0	4.58715596330275	14.0672782874618	0	17.1253822629969	0	0.611620795107034	0	0	0	0.305810397553517	0	0	0
