"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Isoëtes"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
658	675	"Delorme 1"	54.41889	-69.91889	180	"AWI"	180	5827	6527	6180	0	0	64.6677471636953	0.162074554294976	0.162074554294976	0	27.0664505672609	0	0	0.486223662884927	0.810372771474878	0	0	0.162074554294976	0	0.162074554294976	0.324149108589951	0	0	4.21393841166937	0.648298217179903	0	0	0	0	0.162074554294976	0.162074554294976	0	0	0.810372771474878	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	190	"AWI"	190	6116	6994	6524	0	0	55.7491289198606	0.174216027874564	1.04529616724739	0.522648083623693	24.9128919860627	0	0	0.871080139372822	0.522648083623693	0	0	0.174216027874564	0	0.174216027874564	0.696864111498258	0	0.174216027874564	12.3693379790941	0	0	1.74216027874564	0	0	0	0	0	0	0.871080139372822	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	10	"AWI"	10	74	541	282	0.195694716242661	0	24.0704500978474	0	1.17416829745597	0	22.8962818003914	0	0	2.73972602739726	0.978473581213307	0	0	6.65362035225049	0	0.587084148727984	1.36986301369863	0.195694716242661	0	33.6594911937378	3.52250489236791	0	0.782778864970646	0.195694716242661	0	0.587084148727984	0	0	0.195694716242661	0.195694716242661	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	20	"AWI"	20	371	938	645	0.200400801603206	0	25.0501002004008	0.200400801603206	0.601202404809619	0	20.4408817635271	0	0	1.20240480961924	2.00400801603206	0	0	6.2124248496994	0	1.00200400801603	0.601202404809619	0	0	31.4629258517034	9.61923847695391	0.200400801603206	0.601202404809619	0	0	0.200400801603206	0	0	0	0.400801603206413	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	30	"AWI"	30	666	1395	1005	0.448430493273543	0	27.8026905829596	0	0	0	23.7668161434978	0	0	0.672645739910314	2.01793721973094	0.448430493273543	0	4.48430493273543	0	0.224215246636771	0.896860986547085	0	0	28.0269058295964	10.0896860986547	0	0.224215246636771	0	0	0.224215246636771	0	0	0	0.672645739910314	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	40	"AWI"	40	985	1809	1373	0	0	27.5862068965517	0	0.21551724137931	0	21.9827586206897	0.21551724137931	0.862068965517241	1.50862068965517	1.50862068965517	0	0	4.31034482758621	0	1.07758620689655	1.07758620689655	0	0	30.3879310344828	6.89655172413793	0	0.21551724137931	0	0	1.07758620689655	0	0.21551724137931	0	0.862068965517241	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	50	"AWI"	50	1322	2167	1747	0.209205020920502	0	25.7322175732218	0	0.209205020920502	0	15.8995815899582	0	0	1.46443514644351	1.46443514644351	0	0	6.69456066945607	0	1.46443514644351	3.13807531380753	0	0	35.9832635983264	5.23012552301255	0	1.25523012552301	0	0	0.627615062761506	0	0	0.209205020920502	0.418410041841004	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	60	"AWI"	60	1681	2520	2125	0.174520069808028	0	33.5078534031414	0	0.349040139616056	0	16.0558464223386	0	0	1.2216404886562	0.698080279232112	0	0.523560209424084	8.37696335078534	0	0.174520069808028	2.09424083769634	0	0	32.1116928446771	3.49040139616056	0	0	0	0	0.174520069808028	0	0	0.174520069808028	0.698080279232112	0.174520069808028	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	70	"AWI"	70	2072	2842	2498	0.215982721382289	0	40.3887688984881	0	0.215982721382289	0	12.5269978401728	0	0	1.29589632829374	1.29589632829374	0	0.431965442764579	3.02375809935205	0	0.431965442764579	4.31965442764579	0	0	30.2375809935205	3.88768898488121	0	0.863930885529158	0	0	0	0	0	0.215982721382289	0.647948164146868	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	80	"AWI"	80	2456	3181	2861	0.25062656641604	0	41.1027568922306	0	0	0.50125313283208	16.7919799498747	0	0.25062656641604	1.75438596491228	2.25563909774436	0	0	7.26817042606516	0	0.25062656641604	1.2531328320802	0	0	22.0551378446115	3.50877192982456	0	1.50375939849624	0	0	0	0	0	0	1.00250626566416	0	0	0.25062656641604	0	0
