"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Isoëtes"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
658	675	"Delorme 1"	54.41889	-69.91889	90	"AWI"	90	2749	3557	3172	0.241545893719807	0	54.5893719806763	0	0.241545893719807	0	17.1497584541063	0	0	0.966183574879227	0.966183574879227	0	0	1.69082125603865	0	0	2.65700483091787	0	0	17.8743961352657	1.20772946859903	0	1.93236714975845	0	0	0	0	0	0	0.483091787439614	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	100	"AWI"	100	3064	3901	3494	0.430416068866571	0	45.9110473457676	0	0.143472022955524	0	17.6470588235294	0	0	1.43472022955524	1.43472022955524	0.143472022955524	0	3.15638450502152	0	0.286944045911047	1.86513629842181	0	0	23.6728837876614	1.57819225251076	0	1.14777618364419	0	0	0.286944045911047	0	0	0	0.860832137733142	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	110	"AWI"	110	3408	4237	3818	0.761421319796954	0	35.7868020304569	0	0	0	18.0203045685279	0	0	1.52284263959391	0.253807106598985	0	0	2.79187817258883	0	0.50761421319797	3.55329949238579	0	0	33.502538071066	0	0	1.52284263959391	0	0	0.761421319796954	0	0	0	1.01522842639594	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	120	"AWI"	120	3729	4547	4133	1.05421686746988	0	36.4457831325301	0	0.451807228915663	0	23.4939759036145	0	0	0.903614457831325	2.40963855421687	0.150602409638554	0	2.40963855421687	0	0.602409638554217	1.20481927710843	0	0	26.0542168674699	3.31325301204819	0	0.451807228915663	0	0	0.150602409638554	0	0	0	0.602409638554217	0	0.150602409638554	0	0.150602409638554	0
658	675	"Delorme 1"	54.41889	-69.91889	130	"AWI"	130	4075	4859	4454	0.663129973474801	0	42.0424403183024	0.13262599469496	0	0.530503978779841	28.6472148541114	0.13262599469496	0	1.06100795755968	2.38726790450928	0	0	2.25464190981432	0	0.26525198938992	1.45888594164456	0.13262599469496	0	15.2519893899204	1.06100795755968	0	2.78514588859416	0	0	0	0	0	0	1.19363395225464	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	140	"AWI"	140	4400	5213	4804	0.143266475644699	0	45.5587392550143	0	0	0.286532951289398	24.2120343839542	0	0	0.716332378223496	1.28939828080229	0.286532951289398	0	3.43839541547278	0	0.716332378223496	3.43839541547278	0	0	17.0487106017192	0	0	1.43266475644699	0	0	0.429799426934097	0	0	0	0.716332378223496	0	0.143266475644699	0	0	0.143266475644699
658	675	"Delorme 1"	54.41889	-69.91889	150	"AWI"	150	4736	5548	5149	0.132802124833997	0	41.4342629482072	0.132802124833997	0.398406374501992	0.265604249667995	27.8884462151394	0	0	1.99203187250996	0.265604249667995	0.132802124833997	0	3.45285524568393	0	0.265604249667995	1.32802124833997	0	0	18.9907038512616	1.19521912350598	0	0.796812749003984	0	0	0.132802124833997	0	0	0.265604249667995	0.929614873837981	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	160	"AWI"	160	5083	5875	5494	0	0	42.7631578947368	0.164473684210526	0.328947368421053	0.657894736842105	32.8947368421053	0	0	2.13815789473684	0.164473684210526	0	0	0.493421052631579	0	0.493421052631579	1.64473684210526	0	0	14.9671052631579	0	0	0.986842105263158	0	0	0	0	0	0	2.30263157894737	0	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	170	"AWI"	170	5464	6178	5842	0	0	38.6904761904762	0.148809523809524	0.148809523809524	0	46.875	0	0	1.33928571428571	0.446428571428571	0	0	0.148809523809524	0	0.446428571428571	0.446428571428571	0	0	8.7797619047619	0.595238095238095	0	0.595238095238095	0	0	0	0	0	0	1.19047619047619	0.148809523809524	0	0	0	0
658	675	"Delorme 1"	54.41889	-69.91889	175	"AWI"	175	5666	6319	6011	0	0	55.2631578947368	0	0	0	37.8542510121458	0	0	1.417004048583	0.607287449392713	0	0	0	0	0.607287449392713	0	0	0	2.63157894736842	0	0	0.607287449392713	0	0	0.202429149797571	0.202429149797571	0	0	0.404858299595142	0	0	0	0.202429149797571	0
