"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Celtis"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Salix"	"Sarcobataceae"	"Tsuga"	"Ulmus"
242	245	"Bear Bog"	47.18	-80.16	350	"AWI"	350	6949	8393	7608	1.93236714975845	0	0.483091787439614	0.483091787439614	0	1.93236714975845	0	5.79710144927536	0	0	0	0	0	0	0	0	0	0.483091787439614	0	2.89855072463768	0	0.483091787439614	4.83091787439614	77.2946859903382	0.483091787439614	0	0	0.966183574879227	0	0	0	1.93236714975845
242	245	"Bear Bog"	47.18	-80.16	360	"AWI"	360	7176	8717	7906	16.6666666666667	0	15.1515151515152	1.51515151515152	1.51515151515152	1.51515151515152	0	37.8787878787879	0	0	0	0	0	0	0	0	0	0	0	3.03030303030303	0	4.54545454545455	15.1515151515152	0	0	0	0	1.51515151515152	0	0	0	1.51515151515152
242	245	"Bear Bog"	47.18	-80.16	370	"AWI"	370	7456	8981	8203	0.975609756097561	0.48780487804878	0.975609756097561	0.48780487804878	0	0.48780487804878	0	5.85365853658537	0	0	0	0.48780487804878	0	0	0	0	0	0	0	0.975609756097561	0	0.975609756097561	4.39024390243902	80.9756097560976	0	0	0	2.92682926829268	0	0	0	0
242	245	"Bear Bog"	47.18	-80.16	380	"AWI"	380	7728	9273	8498	0	0	7.69230769230769	0	0	0	0	19.2307692307692	3.84615384615385	0	0	3.84615384615385	0	0	0	0	0	0	0	0	0	11.5384615384615	46.1538461538462	0	0	0	0	7.69230769230769	0	0	0	0
242	245	"Bear Bog"	47.18	-80.16	390	"AWI"	390	8014	9556	8800	0	0	0	0.48780487804878	0	0.975609756097561	0	13.6585365853659	0	0	0	0	0	0	0	0	0	0.48780487804878	0	0.48780487804878	0.48780487804878	0.975609756097561	24.390243902439	57.5609756097561	0	0	0	0.48780487804878	0	0	0	0
242	245	"Bear Bog"	47.18	-80.16	400	"AWI"	400	8349	9806	9095	0	0	0	0	0	1.45631067961165	0	10.6796116504854	0	0	1.45631067961165	0.970873786407767	0	0	0	0	0	0	0	2.9126213592233	0.485436893203883	1.45631067961165	33.495145631068	39.8058252427184	0	0	0.485436893203883	5.33980582524272	0	0	0	1.45631067961165
242	245	"Bear Bog"	47.18	-80.16	410	"AWI"	410	8707	10064	9393	0	0	0.72463768115942	0.72463768115942	0	2.17391304347826	0	15.9420289855072	0	0	1.44927536231884	1.44927536231884	0	0	0.72463768115942	0	0	2.17391304347826	0	1.44927536231884	0.72463768115942	2.17391304347826	59.4202898550725	0	0	0	0	7.97101449275362	0.72463768115942	0	0	2.17391304347826
242	245	"Bear Bog"	47.18	-80.16	420	"AWI"	420	9096	10314	9681	0.485436893203883	0	0	0.485436893203883	0	0.970873786407767	0	6.31067961165049	0	0	1.45631067961165	0	0	0	0	0	0	0.485436893203883	0	0.970873786407767	0.485436893203883	0.485436893203883	61.6504854368932	19.4174757281553	0	0	1.94174757281553	1.94174757281553	0.485436893203883	0	0	2.42718446601942
242	245	"Bear Bog"	47.18	-80.16	430	"AWI"	430	9496	10619	9989	0	0.480769230769231	0.961538461538462	0	0	0.961538461538462	0	4.32692307692308	0	0	0.961538461538462	0.480769230769231	0	0	0	0.480769230769231	0	0.480769230769231	0	0	0.480769230769231	0	56.25	24.0384615384615	0.480769230769231	0	0	6.73076923076923	0.480769230769231	0	0	2.40384615384615
242	245	"Bear Bog"	47.18	-80.16	440	"AWI"	440	9769	11132	10346	0	0.458715596330275	0	0	0	2.29357798165138	0	5.04587155963303	0	0	2.75229357798165	3.6697247706422	0.458715596330275	0	0	0	0	0.458715596330275	0	0	0.458715596330275	0	47.7064220183486	27.9816513761468	0	0	0.917431192660551	5.5045871559633	0.917431192660551	0.458715596330275	0	0.917431192660551
242	245	"Bear Bog"	47.18	-80.16	450	"AWI"	450	10047	11637	10724	0	0.425531914893617	0.851063829787234	1.27659574468085	0	2.5531914893617	3.40425531914894	7.65957446808511	1.27659574468085	0	2.12765957446809	0.425531914893617	0.425531914893617	0.425531914893617	0	0	0	2.12765957446809	0.425531914893617	0	0.425531914893617	2.12765957446809	11.063829787234	33.6170212765957	0	0.425531914893617	4.68085106382979	15.7446808510638	2.97872340425532	0	0	5.53191489361702
242	245	"Bear Bog"	47.18	-80.16	460	"AWI"	460	10308	12158	11111	0.833333333333333	0.416666666666667	0	1.25	0	2.08333333333333	1.25	7.5	0	0.416666666666667	2.08333333333333	2.5	0	0	0	0	0	5.41666666666667	0	0.416666666666667	0.416666666666667	0	10	52.0833333333333	0	1.66666666666667	0	2.08333333333333	1.66666666666667	0.416666666666667	0	7.5
