"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Celtis"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Salix"	"Sarcobataceae"	"Tsuga"	"Ulmus"
242	245	"Bear Bog"	47.18	-80.16	200	"AWI"	200	3307	4942	4137	0	0.465116279069767	1.3953488372093	0	0	0	0	7.90697674418605	0	0	0	3.25581395348837	0	0	1.3953488372093	0.465116279069767	0	0.930232558139535	0	0.465116279069767	0	0	1.3953488372093	81.3953488372093	0	0	0	0.465116279069767	0.465116279069767	0	0	0
242	245	"Bear Bog"	47.18	-80.16	210	"AWI"	210	3527	5131	4352	1.4018691588785	0	0.467289719626168	0	0	0.467289719626168	0	7.00934579439252	0	0	0	3.73831775700935	0	0	0	0.467289719626168	0	0.934579439252336	0.467289719626168	0	0.467289719626168	0	7.94392523364486	73.8317757009346	0	0.467289719626168	0	0.934579439252336	0	0	0.467289719626168	0.934579439252336
242	245	"Bear Bog"	47.18	-80.16	220	"AWI"	220	3747	5323	4558	0.980392156862745	0.490196078431373	0	0.490196078431373	0	0	0	0.980392156862745	0	0	0	1.96078431372549	0	0	0	0	0	0	0	0	0	0.490196078431373	0.980392156862745	92.6470588235294	0	0	0	0	0	0	0	0.980392156862745
242	245	"Bear Bog"	47.18	-80.16	230	"AWI"	230	3940	5508	4771	0.966183574879227	0	0.483091787439614	0	0	0	0	4.34782608695652	0	0	0	2.89855072463768	0	0	0	0	0	0	0	2.89855072463768	0	0	1.93236714975845	84.0579710144928	0.483091787439614	0	0	1.44927536231884	0	0	0	0.483091787439614
242	245	"Bear Bog"	47.18	-80.16	240	"AWI"	240	4183	5686	4985	2.88461538461538	0	1.92307692307692	0.480769230769231	0	0	0	1.44230769230769	0	0	0.480769230769231	1.92307692307692	0	0	0	0.480769230769231	0	0	0	0	0	0	2.40384615384615	85.5769230769231	0	0	0	1.92307692307692	0	0	0	0.480769230769231
242	245	"Bear Bog"	47.18	-80.16	250	"AWI"	250	4436	5867	5191	1.92307692307692	0	1.92307692307692	0	0	0	0	4.32692307692308	0	0	0	1.44230769230769	0	0	0	0	0	0	0	1.44230769230769	0	0	0.961538461538462	84.1346153846154	0	0.480769230769231	0	1.92307692307692	0.480769230769231	0	0.480769230769231	0.480769230769231
242	245	"Bear Bog"	47.18	-80.16	260	"AWI"	260	4658	6054	5397	0.497512437810945	0	0.497512437810945	0	0	0	0	0.497512437810945	0	0	0	0.497512437810945	0	0	0	0.497512437810945	0	0	0	0	0	0.497512437810945	0.497512437810945	96.0199004975124	0	0	0	0	0	0	0.497512437810945	0
242	245	"Bear Bog"	47.18	-80.16	270	"AWI"	270	4931	6234	5609	0.48780487804878	0	0.975609756097561	0.48780487804878	0	0	0	2.4390243902439	0	0	0	1.46341463414634	0	0	0	0	0	0	0	0.48780487804878	0	0.48780487804878	2.92682926829268	88.2926829268293	0	0	0.48780487804878	0.48780487804878	0	0	0.48780487804878	0.48780487804878
242	245	"Bear Bog"	47.18	-80.16	280	"AWI"	280	5182	6403	5813	1.85185185185185	0.462962962962963	2.31481481481481	0.925925925925926	0	0	0	3.24074074074074	0	0	0.925925925925926	3.7037037037037	0	0	0	0	0	0.462962962962963	0	0	0	0	1.85185185185185	83.3333333333333	0	0	0	0.925925925925926	0	0	0	0
242	245	"Bear Bog"	47.18	-80.16	290	"AWI"	290	5474	6578	6021	0.495049504950495	0	0.495049504950495	0	0	0	0	0.495049504950495	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0	0	0	2.47524752475248	94.059405940594	0	0	0	0.495049504950495	0	0	0	0.99009900990099
242	245	"Bear Bog"	47.18	-80.16	300	"AWI"	300	5777	6750	6221	0.485436893203883	0	0.970873786407767	0	0	0	0	2.9126213592233	0	0	0.485436893203883	1.45631067961165	0	0	0	0	0	0	0	0.970873786407767	0	0	0.970873786407767	89.3203883495146	0	0.485436893203883	0.970873786407767	0.485436893203883	0	0	0	0.485436893203883
242	245	"Bear Bog"	47.18	-80.16	310	"AWI"	310	6073	6965	6435	0.5	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	94.5	0	0	0	2	0	0	0	0
242	245	"Bear Bog"	47.18	-80.16	320	"AWI"	320	6273	7350	6716	0.495049504950495	0	0.495049504950495	0	0	0.495049504950495	0	3.46534653465347	0	0	0.495049504950495	0	0	0	0	0	0	0	0.495049504950495	0	0	0	0.99009900990099	92.0792079207921	0	0	0	0.495049504950495	0	0	0	0.495049504950495
242	245	"Bear Bog"	47.18	-80.16	330	"AWI"	330	6479	7736	7005	0	0	0.490196078431373	0	0	0	0	2.45098039215686	0	0	0	0.490196078431373	0	0	0	0.490196078431373	0	0.490196078431373	0	2.94117647058824	0	0.490196078431373	0.490196078431373	90.1960784313726	0	0.490196078431373	0	0.490196078431373	0	0	0	0.490196078431373
242	245	"Bear Bog"	47.18	-80.16	340	"AWI"	340	6712	8053	7304	0.985221674876847	0	0	0	0	0	0	4.92610837438424	0	0	0.492610837438424	0	0	0	0	0	0	0.985221674876847	0	0.985221674876847	0	0.492610837438424	1.97044334975369	86.6995073891626	0	0	0	1.47783251231527	0	0	0	0.985221674876847
