"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Ulmus"
758	777	"Eagle Lake"	53.23333	-58.55	840	"AWI"	840	-136	35	-52	1.41242937853107	0	6.49717514124294	0	0	0	5.08474576271187	0	0	0	0	1.69491525423729	0	0	0	0	0.282485875706215	24.5762711864407	0	0.282485875706215	0	58.7570621468927	0	0.564971751412429	0.847457627118644	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	860	"AWI"	860	109	1332	634	1.8970189701897	0	2.9810298102981	0	0	0	5.42005420054201	0	0	0	0.2710027100271	0.2710027100271	0	0	0	0	0	16.8021680216802	0	0	0	69.3766937669377	2.710027100271	0.2710027100271	0	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	870	"AWI"	870	381	1592	1038	0.560224089635854	0	0	0	0	0	7.00280112044818	0	0	0.280112044817927	0	0.280112044817927	0	0	0	0.280112044817927	0	19.6078431372549	0.280112044817927	0	0	70.8683473389356	0	0.280112044817927	0	0.560224089635854	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	880	"AWI"	880	789	1775	1438	3.98009950248756	0	0	0	0	0	7.46268656716418	0.497512437810945	0	0	0	1.49253731343284	0	0	0	0	0	25.3731343283582	0	0	0	60.6965174129353	0	0.248756218905473	0.248756218905473	0	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	890	"AWI"	890	1591	1923	1762	0.857142857142857	0	0	0	0	0	6.85714285714286	0	0	0	0	0.285714285714286	0	0	0	0	0.285714285714286	16	0.285714285714286	0	0	74.5714285714286	0	0	0	0.285714285714286	0	0	0	0.285714285714286	0.285714285714286	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	900	"AWI"	900	1698	2445	1970	2.58215962441315	0	3.28638497652582	0	0	0	8.21596244131455	0	0	0	0	2.34741784037559	0	0	0	0	0.469483568075117	22.0657276995305	0	0	0	60.5633802816901	0	0	0.234741784037559	0	0	0	0	0	0.234741784037559	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	910	"AWI"	910	1838	2762	2212	3.42857142857143	0	0	0	0	0	6.28571428571429	0	0	0	0	0	0	0	0	0	0	12.8571428571429	1.42857142857143	0	0	75.1428571428571	0	0.285714285714286	0	0.571428571428571	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	920	"AWI"	920	2000	3049	2459	3.38266384778013	0	4.0169133192389	0	0.211416490486258	0	7.82241014799154	0	0	0	0	0	0	0	0	0	0	17.5475687103594	0	0	0	66.384778012685	0	0.211416490486258	0	0.211416490486258	0	0	0	0	0.211416490486258	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	940	"AWI"	940	2427	3490	2989	1.07238605898123	0	2.14477211796247	0.268096514745308	0.268096514745308	0	6.70241286863271	0	0	0	0	1.60857908847185	0	0	0	0	0.804289544235925	15.8176943699732	0	0	0	70.7774798927614	0	0	0.268096514745308	0.268096514745308	0	0	0	0	0	0	0	0	0
758	777	"Eagle Lake"	53.23333	-58.55	950	"AWI"	950	2666	3669	3234	2.38805970149254	0	0	0	0	0	3.58208955223881	0	0	0	0	0	0	0	0	0	0.298507462686567	4.47761194029851	0.895522388059702	0	0	88.3582089552239	0	0	0	0	0	0	0	0	0	0	0	0	0
