"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Ceanothus"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Maclura"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1586	1633	"Lily Lake"	45.047734	-92.824634	1295	"AWI"	1295	-122	35	-38	0	0	2	7	0	3	0	18	0	4	0	2	0	0	3	1	0	0	0	0	9	0	0	0	0	1	0	14	0	28	0	9	95	0	0	1	0	2	12	0	1	0	0	23	1
1586	1633	"Lily Lake"	45.047734	-92.824634	1305	"AWI"	1305	-67	200	38	0	0	2	6	0	3	0	5	0	1	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	2	0	0	0	26	0	6	62	0	0	0	0	0	3	0	0	0	0	6	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1315	"AWI"	1315	6	272	119	0	0	7	2	0	8	0	15	0	0	0	0	0	3	1	7	0	0	0	0	16	3	0	0	1	7	1	41	0	19	0	0	90	0	0	0	0	1	4	0	0	0	2	7	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1325	"AWI"	1325	58	492	226	0	9	11	1	1	13	0	18	0	1	2	0	0	4	3	18	0	0	0	3	28	0	0	2	0	6	4	76	1	25	0	3	81	0	0	0	0	1	6	0	0	2	0	10	2
1586	1633	"Lily Lake"	45.047734	-92.824634	1345	"AWI"	1345	191	754	432	0	0	12	3	0	13	0	40	0	2	1	2	0	5	2	14	0	0	0	0	20	0	0	0	0	9	2	60	1	12	0	1	120	0	0	0	0	0	4	0	0	0	3	3	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1365	"AWI"	1365	348	990	641	0	0	7	1	0	2	0	18	0	1	0	0	0	2	0	8	0	0	1	0	8	1	0	0	0	3	0	22	0	12	0	2	114	0	0	0	0	0	2	0	0	0	1	4	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1400	"AWI"	1400	671	1360	1012	0	0	5	1	0	10	0	17	0	0	0	0	0	2	0	11	0	0	0	0	3	1	0	0	0	4	0	0	1	21	1	0	90	0	0	0	0	0	2	0	0	0	0	7	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1440	"AWI"	1440	1112	1731	1433	1	0	7	0	0	10	0	13	0	0	0	0	0	2	3	8	0	0	0	0	11	0	0	0	0	4	1	33	1	28	1	0	101	0	0	0	0	0	2	0	1	1	0	3	0
1586	1633	"Lily Lake"	45.047734	-92.824634	1500	"AWI"	1500	1816	2371	2060	0	0	10	3	0	11	0	17	0	2	0	0	0	3	1	12	0	0	0	5	4	0	0	0	0	8	0	32	1	34	0	5	133	0	0	0	0	0	1	0	1	0	0	10	1
1586	1633	"Lily Lake"	45.047734	-92.824634	1538	"AWI"	1538	2162	2844	2493	0	0	13	3	0	13	0	22	0	1	0	1	0	2	5	7	0	0	0	3	12	0	2	0	0	7	0	44	1	21	0	2	127	0	0	0	1	0	3	0	0	2	1	10	1
