"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
1414	1451	"Lac Kénogami"	48.36583	-71.56694	700	"AWI"	700	8093	8898	8458	14	0	138	0	1	0	104	1	0	0	0	3	2	3	0	0	0	0	6	0	0	0	0	5	1	0	1	84	0	0	0	8	0	0	0	0	0	2	0	1	0	2	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	10	"AWI"	10	-84	387	60	11	0	26	0	2	10	78	0	0	0	0	8	3	0	14	0	0	0	3	0	0	0	0	0	0	0	0	34	23	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	30	"AWI"	30	59	827	342	35	0	23	0	1	0	135	1	0	0	0	8	1	0	9	2	0	0	3	0	0	0	2	0	0	0	0	185	0	0	0	3	0	0	0	0	1	1	0	0	0	1	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	50	"AWI"	50	227	1229	629	42	0	18	0	1	0	166	1	0	0	0	14	1	0	2	1	0	0	4	0	0	0	1	3	1	46	0	258	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	75	"AWI"	75	475	1640	985	32	0	8	0	1	0	126	0	0	0	0	19	2	0	1	1	0	0	1	0	0	0	4	1	1	0	0	112	0	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	100	"AWI"	100	760	2045	1343	16	0	9	0	1	0	129	0	0	0	0	17	5	0	1	3	0	0	1	0	0	0	1	1	1	0	1	263	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	125	"AWI"	125	1047	2462	1706	17	0	2	0	0	0	68	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	2	1	1	0	0	173	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	150	"AWI"	150	1352	2830	2057	23	0	8	1	0	0	208	0	0	0	0	20	2	0	2	1	0	0	1	0	0	0	1	4	0	0	0	228	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	175	"AWI"	175	1672	3193	2416	8	0	0	0	1	0	206	0	0	0	0	3	3	0	1	0	0	0	4	0	0	0	2	0	0	0	0	176	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
1414	1451	"Lac Kénogami"	48.36583	-71.56694	200	"AWI"	200	2027	3528	2780	13	0	0	0	0	0	171	1	0	0	0	11	1	0	1	2	0	0	1	0	0	0	0	2	2	0	2	255	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0
