"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Morus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
785	805	"Lake Erie"	41.92	-82.76	1	"AWI"	1	-71	134	20	0	0	4	4	0	0	0	9	0	4	0	0	0	0	10	7	0	0	0	14	16	45	2	0	0	0	0	7	2	110	2	6	70	0	2	117	0	0	4	4	1	0	1	13	16	0	3
785	805	"Lake Erie"	41.92	-82.76	10	"AWI"	10	2	1221	324	1	0	7	2	0	1	0	7	0	9	0	0	0	1	7	7	0	0	0	3	11	53	0	0	2	0	0	4	3	135	0	3	0	0	0	93	0	0	0	2	0	0	1	6	8	1	1
785	805	"Lake Erie"	41.92	-82.76	20	"AWI"	20	160	1828	739	0	0	1	0	0	1	0	9	0	9	0	0	0	0	6	7	0	0	0	4	22	29	0	0	0	0	0	5	0	113	0	3	0	0	0	137	0	0	0	1	0	0	0	14	14	0	0
785	805	"Lake Erie"	41.92	-82.76	40	"AWI"	40	640	2873	1590	0	14	1	1	0	1	0	4	0	15	0	0	0	0	5	6	0	0	0	8	28	35	2	0	0	0	0	7	1	83	0	6	0	0	0	120	0	0	0	1	0	0	0	11	13	0	0
785	805	"Lake Erie"	41.92	-82.76	60	"AWI"	60	1273	3788	2438	0	0	0	2	0	2	0	7	0	16	0	0	0	0	4	7	0	0	0	12	30	34	0	0	0	0	0	2	7	75	0	7	0	0	0	103	0	0	0	2	0	0	3	5	20	0	0
785	805	"Lake Erie"	41.92	-82.76	70	"AWI"	70	1641	4223	2882	0	12	2	3	0	0	0	4	0	11	0	0	1	0	4	6	0	0	0	30	33	45	6	0	1	0	0	7	8	84	0	7	0	0	0	100	0	0	0	2	0	0	3	3	32	0	0
785	805	"Lake Erie"	41.92	-82.76	80	"AWI"	80	2016	4606	3302	3	13	0	1	0	0	0	5	1	23	0	1	0	0	3	12	0	0	0	3	35	27	0	0	0	0	0	1	5	90	0	3	0	0	0	115	0	0	0	2	0	0	0	1	11	0	2
785	805	"Lake Erie"	41.92	-82.76	90	"AWI"	90	2408	5025	3731	2	0	0	0	0	0	0	7	0	18	0	0	0	0	1	11	0	0	0	13	0	33	2	0	1	0	0	7	16	109	0	4	0	0	0	111	0	0	0	3	0	0	0	4	34	0	9
785	805	"Lake Erie"	41.92	-82.76	100	"AWI"	100	2850	5358	4164	1	0	0	3	0	0	0	5	0	14	0	1	0	1	4	20	0	0	0	8	29	21	5	0	0	0	0	4	5	94	0	3	0	0	0	98	0	0	0	3	0	0	0	5	26	0	12
785	805	"Lake Erie"	41.92	-82.76	110	"AWI"	110	3235	5740	4576	1	0	1	3	0	2	0	7	0	16	0	0	1	2	4	21	0	0	0	11	32	28	0	1	1	0	0	10	9	96	0	4	0	0	0	134	0	0	0	7	0	0	2	4	22	0	29
785	805	"Lake Erie"	41.92	-82.76	120	"AWI"	120	3718	6048	5010	1	0	0	4	0	1	0	6	0	17	0	0	0	1	4	20	0	0	0	14	29	49	2	0	0	0	0	4	9	77	0	3	0	0	0	92	1	0	1	6	0	0	0	3	20	0	38
785	805	"Lake Erie"	41.92	-82.76	130	"AWI"	130	4229	6343	5434	0	0	0	9	0	2	0	4	0	19	0	0	0	0	2	18	0	0	0	11	43	62	4	1	0	0	0	6	1	62	0	18	0	0	0	120	0	0	0	10	0	0	2	3	27	0	72
785	805	"Lake Erie"	41.92	-82.76	140	"AWI"	140	4766	6622	5861	0	0	2	9	0	2	0	8	1	24	0	1	0	0	4	19	0	1	0	13	40	69	0	0	0	0	0	6	0	56	0	2	0	0	0	96	0	0	0	11	0	0	3	6	14	0	57
785	805	"Lake Erie"	41.92	-82.76	150	"AWI"	150	5435	6885	6261	0	11	0	10	0	0	0	0	0	18	0	0	0	1	3	3	0	0	0	7	40	53	0	0	0	0	0	4	0	48	0	5	0	0	0	140	0	0	0	3	0	0	0	3	19	0	18
785	805	"Lake Erie"	41.92	-82.76	160	"AWI"	160	6050	7216	6640	0	0	0	15	1	1	0	7	0	28	0	0	0	1	5	10	0	0	0	8	40	39	7	0	0	0	0	2	1	41	0	7	0	0	0	122	0	0	0	4	0	0	1	2	9	0	14
785	805	"Lake Erie"	41.92	-82.76	165	"AWI"	165	6179	7453	6821	0	0	1	6	0	1	0	3	0	2	0	0	0	0	6	9	0	0	0	0	57	49	0	0	0	0	0	3	0	85	0	1	0	0	0	156	0	0	0	5	1	0	1	0	9	0	0
785	805	"Lake Erie"	41.92	-82.76	170	"AWI"	170	6272	7906	6980	0	0	1	5	0	3	0	5	0	4	0	0	1	1	3	7	0	0	0	1	32	33	0	0	0	0	0	7	1	87	0	1	0	0	0	148	0	0	0	2	0	0	1	1	9	0	0
785	805	"Lake Erie"	41.92	-82.76	180	"AWI"	180	6551	8413	7333	0	0	0	2	0	0	0	3	1	9	0	0	0	2	3	3	0	0	0	0	39	49	0	0	0	0	0	2	0	73	0	0	0	1	3	173	0	0	0	4	0	0	1	0	8	0	0
785	805	"Lake Erie"	41.92	-82.76	190	"AWI"	190	6825	8898	7700	0	0	2	4	0	6	0	3	0	6	0	0	0	1	2	4	0	0	0	0	42	32	0	0	0	0	0	2	1	108	0	2	0	0	0	121	0	0	0	0	0	0	0	1	6	0	0
785	805	"Lake Erie"	41.92	-82.76	200	"AWI"	200	7107	9318	8080	0	0	1	1	0	4	0	4	0	7	0	0	0	0	7	4	0	1	0	1	0	42	0	0	0	0	0	0	1	77	0	1	0	0	0	155	0	0	0	5	0	0	0	0	11	0	0
785	805	"Lake Erie"	41.92	-82.76	210	"AWI"	210	7423	9716	8473	0	0	0	2	0	1	0	3	0	7	0	0	1	1	0	3	0	0	0	0	0	33	0	0	1	0	0	3	0	134	0	0	0	0	0	135	0	0	0	1	0	0	1	1	12	0	0
785	805	"Lake Erie"	41.92	-82.76	220	"AWI"	220	7698	10112	8843	0	0	0	2	1	3	0	0	0	16	0	0	0	2	0	4	0	0	0	0	7	48	0	0	2	0	0	5	1	135	0	4	0	0	1	141	0	0	0	1	0	0	1	0	6	0	1
785	805	"Lake Erie"	41.92	-82.76	230	"AWI"	230	8036	10512	9233	1	0	4	2	0	1	0	2	0	5	0	0	0	0	1	9	0	0	0	1	29	41	0	0	0	0	0	6	1	122	0	0	0	0	0	125	0	0	0	1	0	0	0	4	9	0	0
785	805	"Lake Erie"	41.92	-82.76	240	"AWI"	240	8373	10881	9601	0	0	0	0	0	2	0	3	0	14	0	0	0	1	2	7	0	0	0	1	11	34	0	0	0	0	0	9	4	122	0	11	0	0	0	133	0	0	0	1	0	0	4	3	11	0	0
785	805	"Lake Erie"	41.92	-82.76	250	"AWI"	250	8715	11198	9969	1	0	0	0	0	2	0	1	0	7	0	0	0	3	1	6	0	0	1	1	12	24	0	0	1	1	0	5	1	188	0	0	0	0	0	75	0	0	0	0	0	0	1	1	9	0	0
785	805	"Lake Erie"	41.92	-82.76	260	"AWI"	260	9044	11522	10345	1	12	0	2	0	2	0	5	0	7	0	0	1	0	1	11	0	0	0	0	22	32	0	0	0	0	0	8	2	143	0	1	0	0	1	103	0	0	0	4	0	0	3	1	14	0	0
785	805	"Lake Erie"	41.92	-82.76	270	"AWI"	270	9449	11845	10717	0	0	1	1	0	2	0	3	0	3	0	0	1	4	1	5	0	0	0	0	18	48	0	0	0	0	0	7	2	182	0	0	0	0	0	98	0	0	0	2	0	0	3	2	17	0	0
785	805	"Lake Erie"	41.92	-82.76	280	"AWI"	280	9841	12148	11094	0	0	0	1	0	0	0	8	0	9	0	0	0	0	1	13	0	0	0	0	18	38	0	0	0	0	0	10	2	192	0	2	0	0	0	113	0	0	0	5	0	0	2	2	12	0	0
785	805	"Lake Erie"	41.92	-82.76	290	"AWI"	290	10260	12444	11466	1	0	0	3	0	0	0	2	0	6	0	0	0	0	3	11	0	0	0	2	19	30	0	0	2	0	0	8	9	211	0	0	0	0	1	101	0	0	0	1	0	0	0	1	7	0	0
785	805	"Lake Erie"	41.92	-82.76	300	"AWI"	300	10668	12756	11845	2	0	1	2	0	1	0	9	1	6	0	0	0	0	5	9	0	0	0	1	16	32	0	0	2	0	0	5	5	175	0	1	0	0	1	101	0	0	0	2	0	0	1	1	14	0	0
785	805	"Lake Erie"	41.92	-82.76	310	"AWI"	310	11141	13014	12197	10	0	3	0	0	3	0	9	0	1	0	0	0	0	3	37	0	0	0	0	33	18	0	0	1	0	0	3	32	142	0	0	0	0	0	49	0	0	0	2	0	0	0	4	22	0	0
785	805	"Lake Erie"	41.92	-82.76	320	"AWI"	320	11644	13284	12559	16	0	2	0	0	1	0	6	0	2	0	0	0	2	3	16	0	0	0	0	6	23	0	0	11	0	0	4	73	159	0	0	0	0	3	29	0	0	0	1	0	0	0	4	12	0	0
785	805	"Lake Erie"	41.92	-82.76	330	"AWI"	330	12257	13545	12906	5	0	1	0	0	3	0	8	0	1	0	1	0	0	0	31	0	0	0	0	0	24	0	0	14	0	1	3	82	175	0	0	0	0	0	16	0	0	0	6	1	0	0	1	4	0	0
785	805	"Lake Erie"	41.92	-82.76	340	"AWI"	340	12939	14112	13406	0	0	0	0	1	2	0	13	0	0	0	0	0	0	1	55	1	0	0	0	0	11	0	0	39	0	0	2	160	59	0	0	0	0	2	17	0	0	0	5	0	0	0	2	5	0	0
785	805	"Lake Erie"	41.92	-82.76	350	"AWI"	350	13464	15045	14189	2	0	5	3	0	12	0	7	0	0	0	0	0	1	3	263	0	0	0	0	4	20	0	0	37	0	0	15	200	14	0	0	0	0	0	19	0	0	0	6	0	3	1	0	14	0	0
785	805	"Lake Erie"	41.92	-82.76	360	"AWI"	360	13966	15804	14747	0	0	0	0	1	7	0	10	0	2	0	0	0	0	7	451	0	0	0	0	5	36	0	0	1	0	0	9	205	17	0	0	0	0	7	43	0	0	0	3	1	3	0	0	9	0	0
785	805	"Lake Erie"	41.92	-82.76	380	"AWI"	380	14515	17151	15587	1	0	3	2	0	3	0	4	0	2	0	0	0	0	5	275	0	0	0	0	0	39	0	0	2	0	0	11	193	29	0	0	0	0	11	25	0	0	0	4	0	0	0	1	4	0	0
