"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Boraginaceae"	"Brassicaceae"	"Bromeliaceae"	"Cactaceae"	"Calceolariaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Celastraceae"	"Celtis"	"Combretaceae"	"Cyperaceae"	"Dacrydium"	"Dodonaea"	"Embothrium"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Ficus"	"Gentianaceae"	"Geraniaceae"	"Gunneraceae"	"Hedyosmum"	"Hieronyma"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes (<20 µm)"	"Isoëtes (>20 µm)"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Malvaceae"	"Melastomataceae"	"Meliaceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Nothofagus"	"Oxalidaceae"	"Papaveraceae"	"Piperaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Polylepis"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sapotaceae"	"Schinus"	"Sideroxylon"	"Solanaceae"	"Styloceras"	"Thalictrum"	"Trema"	"Urticaceae"	"Violaceae"	"Weinmannia"
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	900	"AWI"	900	1628	2065	1835	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	0	7	0	0	3	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	15	0	0	0	3	0	518	0	0	0	1	0	0	0	6	0	11	5	1	4	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	1	0	0	0	0	3	12	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	905	"AWI"	905	1709	2303	1950	1	1	0	0	2	0	0	0	0	0	0	0	0	1	1	1	7	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	3	0	3840	0	1	0	0	0	0	0	4	0	6	3	0	3	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	912	"AWI"	912	1803	2643	2135	1	5	0	0	2	0	0	0	0	0	0	0	0	4	0	1	4	0	0	1	0	7	0	2	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	13	0	624	0	0	0	0	0	0	0	10	0	2	4	1	11	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	932	"AWI"	932	2149	3401	2700	2	1	0	0	1	1	0	0	0	0	0	0	0	6	1	0	11	0	0	3	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	9	0	770	2	0	0	0	1	0	2	2	1	9	1	2	5	0	0	0	1	1	0	0	12	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	6
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	952	"AWI"	952	2596	4013	3286	0	3	0	0	5	0	0	0	0	0	0	0	0	6	0	0	1	0	0	3	0	12	1	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	13	0	742	0	0	0	0	0	0	0	5	0	4	5	1	3	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	1	0	0	3	4	3	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	972	"AWI"	972	3152	4502	3869	1	0	0	0	6	0	0	0	0	0	0	0	0	5	2	2	17	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	6	0	329	1	0	0	1	0	0	0	4	0	10	2	0	3	0	0	0	0	1	0	0	15	0	1	4	0	0	0	0	0	0	0	0	0	0	4	6	4	0	5
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	990	"AWI"	990	3827	4926	4373	3	1	0	0	8	0	0	0	0	0	1	0	0	2	0	0	8	0	0	3	0	12	0	0	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0	5	0	242	2	0	0	1	0	1	0	2	0	11	1	0	2	0	0	0	1	0	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	2	6	0	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	994	"AWI"	994	3948	5046	4491	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	12	0	0	2	0	8	0	0	1	0	0	0	0	0	1	0	0	0	1	9	0	0	0	11	0	376	1	0	0	0	0	0	1	4	0	4	2	0	4	0	0	0	0	1	0	0	15	0	2	0	1	0	0	0	0	1	1	0	0	1	5	3	3	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	998	"AWI"	998	4273	5151	4624	1	2	0	0	0	0	0	0	0	2	0	1	0	3	0	0	12	0	0	0	0	4	0	0	0	1	2	0	1	0	0	0	0	0	0	12	0	0	0	4	0	1045	0	0	0	0	0	0	0	3	0	11	1	1	4	0	0	0	0	1	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	17	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1000	"AWI"	1000	4372	5235	4700	5	3	0	0	1	0	0	0	0	0	0	0	0	5	3	0	7	0	0	6	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	290	0	0	0	0	0	0	3	5	0	7	0	0	2	0	0	0	2	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1002	"AWI"	1002	4437	5320	4775	3	6	5	0	2	0	0	0	0	0	0	0	0	5	3	0	14	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	15	0	426	0	0	0	0	0	0	0	7	0	13	1	1	1	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	3
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1004	"AWI"	1004	4473	5448	4840	3	1	0	0	0	0	0	0	0	0	0	1	0	4	3	2	6	1	0	1	1	6	0	2	0	0	1	0	0	0	1	0	0	0	0	8	0	0	0	13	0	507	0	0	1	0	0	0	0	4	0	12	1	0	1	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	1	0	2	11	7	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1010	"AWI"	1010	4682	6152	5215	6	3	0	1	2	0	0	0	0	0	0	0	0	10	0	1	12	0	0	1	0	10	0	0	0	1	3	0	0	0	0	0	0	0	0	10	0	0	0	14	0	565	1	0	0	0	0	0	0	5	0	10	3	1	1	1	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	4	6	15	0	4
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1030	"AWI"	1030	5374	8260	6547	3	3	0	0	1	0	0	0	0	0	0	0	0	2	1	1	30	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	1	0	424	1	0	0	0	0	0	1	6	0	5	0	0	2	0	0	0	1	1	0	0	25	0	1	3	1	0	0	0	0	0	0	0	0	0	4	2	0	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1050	"AWI"	1050	6338	9878	7939	2	11	0	0	2	0	0	0	1	0	0	0	0	19	2	2	30	1	1	0	0	7	1	0	0	0	1	0	0	0	0	1	0	0	0	19	1	0	0	12	0	525	1	0	0	0	0	0	0	6	0	18	3	4	5	0	0	0	0	1	0	0	19	0	0	1	0	0	1	1	0	0	1	1	2	0	11	5	9	0	3
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1062	"AWI"	1062	6969	10679	8770	4	2	0	0	2	0	0	0	0	0	0	0	0	6	0	2	23	0	0	8	0	5	0	0	0	0	1	0	0	0	0	0	2	0	0	7	0	0	0	6	0	512	0	0	0	0	0	0	0	7	0	19	3	0	2	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	11	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1072	"AWI"	1072	7605	11274	9493	3	3	0	0	4	0	0	0	1	0	0	0	0	15	1	0	22	1	0	0	0	5	0	0	0	0	2	0	0	0	0	1	0	0	0	16	0	0	0	17	0	320	0	0	0	0	0	0	0	8	0	6	0	1	1	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	7	0	3
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1082	"AWI"	1082	8223	11872	10208	3	1	0	0	2	0	0	0	0	0	0	0	0	3	1	0	20	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	1310	0	0	0	0	0	0	0	2	0	10	3	0	3	0	0	0	1	1	0	0	12	0	2	0	1	0	0	0	0	0	0	0	1	0	2	6	3	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1092	"AWI"	1092	8931	12404	10899	6	2	0	0	1	0	0	0	0	0	0	0	0	3	1	1	18	0	0	3	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	1	12	0	578	2	0	0	0	0	0	0	5	0	13	2	1	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1097	"AWI"	1097	9377	12654	11237	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	9	0	0	0	8	125	14	0	0	0	0	0	0	0	1	0	13	2	1	0	0	0	0	0	0	0	0	16	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	2
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1100	"AWI"	1100	9651	12786	11454	0	1	0	0	0	0	0	0	0	0	0	1	0	7	0	3	11	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	12	0	374	1	0	0	0	0	0	0	6	0	2	1	0	2	0	0	0	0	0	0	0	31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1102	"AWI"	1102	9792	12895	11594	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	19	162	65	0	0	0	0	0	0	0	6	0	7	0	1	1	0	0	0	1	0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1105	"AWI"	1105	10023	13088	11796	0	5	0	0	0	0	0	0	2	0	0	1	0	1	1	2	4	0	0	1	0	2	0	0	0	1	1	0	0	0	2	0	0	0	0	35	0	1	0	33	0	981	0	0	0	0	0	0	0	10	0	0	2	3	0	1	0	1	0	0	0	0	58	0	11	0	0	0	0	1	1	0	0	0	0	1	0	2	2	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1107	"AWI"	1107	10237	13165	11935	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	19	3	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	34	0	12	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1108	"AWI"	1108	10358	13206	12003	0	3	0	0	5	0	0	0	1	0	0	0	0	1	1	6	3	0	0	1	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	38	0	1	0	11	0	945	3	0	0	0	0	0	0	8	0	2	2	2	0	0	0	0	0	0	0	0	58	0	17	1	0	0	0	1	0	0	0	0	0	0	3	1	8	0	5
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1109	"AWI"	1109	10460	13255	12078	1	4	0	0	2	0	0	0	1	0	0	0	0	3	2	4	6	0	0	0	0	14	0	1	0	1	3	0	0	0	0	0	0	0	0	38	0	0	0	10	0	755	1	0	0	1	0	0	0	6	0	2	0	5	5	2	0	2	0	0	0	0	79	0	30	0	0	0	0	1	0	0	0	0	0	0	2	0	3	0	2
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1111	"AWI"	1111	10611	13355	12233	0	6	0	0	6	0	0	0	1	1	0	2	0	3	1	6	3	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	35	0	0	0	10	0	1090	0	0	0	0	0	0	0	1	0	2	1	2	4	1	0	1	0	0	0	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1112	"AWI"	1112	10677	13408	12311	0	12	0	0	4	0	0	0	2	0	0	0	0	3	0	6	3	0	0	0	0	10	0	1	0	0	1	0	1	0	3	1	0	0	0	35	0	1	0	23	17	269	1	0	0	0	0	0	0	5	0	3	3	4	5	0	0	1	1	0	0	0	60	0	28	1	1	0	0	1	0	0	0	0	0	0	0	1	5	0	3
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1117	"AWI"	1117	11010	13769	12653	0	2	0	0	2	0	0	0	1	0	0	0	0	3	0	2	3	0	0	0	0	3	0	0	0	0	2	0	1	0	1	0	0	0	0	22	0	0	0	15	7	238	0	0	0	0	0	0	0	7	0	4	2	3	7	0	0	0	0	0	0	0	35	0	22	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0
1595	1646	"Laguna Jeronimo"	-11.78333	-75.21667	1120	"AWI"	1120	11145	14042	12824	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	1	0	0	6	0	2	0	1	3	0	0	0	1	0	0	0	0	37	0	1	0	9	0	1325	0	0	0	0	0	1	0	12	0	1	2	6	4	1	0	0	0	0	0	0	29	0	22	0	0	0	0	1	0	0	0	0	0	0	2	2	4	0	0
