"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Apocynaceae"	"Aristotelia"	"Asteraceae"	"Austrocedrus"	"Azara"	"Berberidaceae"	"Brassicaceae"	"Buddleja"	"Calyceraceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cyperaceae"	"Drimys"	"Elaeocarpaceae"	"Embothrium"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eucryphia"	"Fabaceae"	"Geraniaceae"	"Gesneriaceae"	"Griselinia"	"Grossulariaceae"	"Gunneraceae"	"Hydrangea"	"Indeterminable"	"Lamiaceae"	"Laurelia"	"Liliaceae"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Nothofagus × alpina-type"	"Orchidaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Populus"	"Proteaceae"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Salix"	"Saxegothaea"	"Schinus"	"Scrophulariaceae"	"Solanaceae"	"Verbenaceae"	"Vitaceae"	"Weinmannia"
1639	1694	"Mallin Book"	-41.33333	-71.58333	34	"AWI"	34	5	853	283	0.558659217877095	0	0	0	0	2.79329608938547	0	0	0	0	0	0	0	0	0	76.8156424581006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279329608938547	1.39664804469274	0.279329608938547	0	0	0	1.39664804469274	0	0	0	0	0	11.4525139664804	0.558659217877095	3.35195530726257	0	0	0.279329608938547	0	0	0	0	0.279329608938547	0.279329608938547	0	0	0.279329608938547
1639	1694	"Mallin Book"	-41.33333	-71.58333	89	"AWI"	89	366	1628	887	0	0	0	0	0	50	0	0	0	4.16666666666667	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6666666666667	0	0	0	0	0	12.5	0	0	0	4.16666666666667	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	138	"AWI"	138	791	2207	1417	0	0	0	0	0	12.1212121212121	0	0	0	0	0	0	0	0	0	43.4343434343434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1111111111111	0	0	0	1.01010101010101	6.06060606060606	0	0	0	0	0	25.2525252525253	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	148	"AWI"	148	937	2311	1523	2.34375	0	0	0	0	18.75	0	0.78125	0	0	0	0	0	0	0	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.125	0	0	0	3.90625	1.5625	0	0	0	0	0	3.125	0.78125	0	0	0.78125	0	0	0	0	0.78125	0	0	0	0.78125	0.78125
1639	1694	"Mallin Book"	-41.33333	-71.58333	164	"AWI"	164	1109	2512	1697	0	0	0	0	0	0.188679245283019	0	0	0.188679245283019	0	0	0	0	0	0	79.4339622641509	0	0	0	0	2.26415094339623	0	0	0	0	0	0	0	0	0	0.188679245283019	0	0	0.188679245283019	0	0	0	0	0	0	0	17.3584905660377	0.188679245283019	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	169	"AWI"	169	1205	2550	1751	0	0	0	0	0	2.32558139534884	5.81395348837209	0	0	0	0	0	0	0	0	73.2558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16279069767442	0	0	0	0	0	0	6.97674418604651	2.32558139534884	0	0	3.48837209302326	0	0	0	0	1.16279069767442	3.48837209302326	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	179	"AWI"	179	1346	2643	1863	2.63157894736842	0	0	0	0	5.26315789473684	0	0	1.31578947368421	2.63157894736842	0	0	1.31578947368421	0	0	22.3684210526316	0	18.4210526315789	0	0	1.31578947368421	0	0	0	0	0	0	0	0	0	0	1.31578947368421	0	1.31578947368421	1.31578947368421	0	0	0	0	0	0	15.7894736842105	5.26315789473684	0	0	14.4736842105263	0	0	3.94736842105263	0	0	0	0	0	0	1.31578947368421
1639	1694	"Mallin Book"	-41.33333	-71.58333	200	"AWI"	200	1904	2945	2382	0.544959128065395	0	0	0	0	1.90735694822888	0	0	0	1.63487738419619	0	0	0	0	0	38.9645776566758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272479564032698	0.544959128065395	0	0	49.3188010899183	0	0	0	3.26975476839237	1.63487738419619	0	0	1.36239782016349	0.272479564032698	0	0	0	0	0	0	0	0	0.272479564032698
1639	1694	"Mallin Book"	-41.33333	-71.58333	209	"AWI"	209	2084	3226	2669	2.06896551724138	0	0	0	0	29.6551724137931	0	0	0.689655172413793	1.37931034482759	0	0	0	0	0	49.6551724137931	0	0	0	0.689655172413793	0	0	0	0	0	0	0	0	0	0	0.689655172413793	0	0	0.689655172413793	0.689655172413793	0.689655172413793	0	0	0	0	0	10.3448275862069	0	0	0	0.689655172413793	0	0	0	0	0	0	1.37931034482759	0	0	0.689655172413793
1639	1694	"Mallin Book"	-41.33333	-71.58333	218	"AWI"	218	2279	3461	2887	2.05479452054794	0	0	0	0	14.3835616438356	0.684931506849315	0	0	0.684931506849315	0	0	0	0	0	70.5479452054795	0	0	0	0	0.342465753424658	0	0	0	0	0	0	0	0	0	0.342465753424658	0.684931506849315	0	0	0	0.342465753424658	0.342465753424658	0	0	0	0	6.16438356164384	0.684931506849315	0	0	1.02739726027397	0	0	0.342465753424658	0	0	1.02739726027397	0	0	0	0.342465753424658
