"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Malvaceae"	"Moraceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	2	"AWI"	2	-80	306	59	12	0	0	0	0	0	26	1	0	1	0	0	0	5	0	2	0	0	1	0	0	38	0	1	0	0	0	0	0	206	25	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	6	"AWI"	6	14	883	320	24	0	7	0	2	0	39	0	0	0	0	0	0	0	0	1	0	0	0	0	3	47	0	6	0	0	0	0	0	435	42	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	10	"AWI"	10	122	1191	624	15	0	0	0	0	0	40	0	0	0	0	0	0	4	0	1	0	0	0	0	3	43	0	4	0	0	0	0	0	342	28	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	14	"AWI"	14	381	1354	938	20	0	0	0	1	0	29	0	0	0	0	0	0	1	0	1	1	0	0	0	6	53	0	2	0	0	0	0	0	498	45	10	0	2	0	0	1	1	0	2	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	18	"AWI"	18	846	1509	1205	16	0	0	0	0	0	30	0	0	0	0	0	0	0	0	3	0	0	0	0	2	52	0	7	0	0	1	0	1	595	37	11	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	22	"AWI"	22	1269	1677	1455	17	0	0	0	0	0	37	0	0	0	0	0	0	3	0	2	0	0	0	0	1	69	0	10	0	0	1	1	0	545	34	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	26	"AWI"	26	1422	2013	1673	36	0	0	0	1	0	27	0	0	0	0	0	0	0	0	2	0	0	0	0	2	37	0	5	0	0	0	0	0	600	40	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	30	"AWI"	30	1512	2305	1850	21	1	0	1	0	0	15	0	0	0	0	0	0	1	0	2	0	0	0	0	2	26	0	7	0	0	0	0	0	468	47	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	34	"AWI"	34	1655	2483	2048	22	1	0	0	1	0	30	0	0	0	0	0	0	2	0	0	0	1	0	0	3	42	0	6	0	0	1	0	0	790	52	16	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	38	"AWI"	38	1820	2660	2237	14	1	0	0	2	0	53	0	0	0	0	0	0	1	0	1	0	0	0	0	1	26	0	4	0	0	0	0	2	462	39	25	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	42	"AWI"	42	2030	2822	2418	17	0	0	0	0	0	29	0	0	0	0	0	0	1	0	0	0	0	0	0	5	17	0	2	0	0	0	0	0	338	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	46	"AWI"	46	2273	3005	2606	28	1	15	0	0	0	46	0	0	0	0	1	0	1	0	0	0	0	0	0	3	66	0	7	0	0	0	0	0	496	41	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	50	"AWI"	50	2436	3284	2813	30	1	0	0	0	0	56	0	0	0	0	2	0	0	0	0	0	0	0	0	2	36	0	7	0	0	0	0	1	618	40	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	54	"AWI"	54	2606	3548	3046	36	0	0	0	1	0	45	0	0	0	0	0	0	1	0	1	0	0	0	0	5	29	0	3	0	0	0	0	1	403	47	12	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	58	"AWI"	58	2789	3795	3284	15	1	0	0	1	0	50	0	0	0	0	0	0	2	0	0	0	0	0	0	5	48	0	1	0	0	0	0	0	332	63	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	62	"AWI"	62	3009	4002	3519	40	0	0	0	1	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	3	47	0	1	0	0	0	0	1	526	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	66	"AWI"	66	3236	4201	3749	20	0	0	0	2	0	83	0	0	0	0	1	0	1	0	0	0	0	0	0	7	47	0	4	0	0	0	0	0	406	23	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	70	"AWI"	70	3466	4368	3989	17	0	15	0	1	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	4	42	0	2	0	0	0	0	0	324	22	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	74	"AWI"	74	3876	4485	4191	15	0	0	0	0	0	91	0	0	0	0	0	1	8	0	0	0	0	1	0	0	80	0	2	0	0	0	0	0	427	17	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	78	"AWI"	78	4036	4776	4400	50	0	6	0	2	0	56	0	0	0	0	0	0	3	0	0	0	0	0	0	16	54	0	4	0	0	0	0	0	646	130	25	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	82	"AWI"	82	4184	5085	4592	34	2	20	0	0	0	72	0	0	0	0	0	0	2	0	0	0	0	0	0	8	92	0	2	0	0	0	0	2	597	33	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	86	"AWI"	86	4348	5335	4794	45	0	0	0	0	0	58	0	0	0	0	0	0	2	0	0	0	0	0	0	1	82	1	4	0	0	0	0	0	443	21	12	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	90	"AWI"	90	4488	5555	5003	46	0	26	0	1	0	131	0	0	0	0	1	0	5	0	1	0	0	1	0	3	140	0	2	0	0	4	0	2	605	50	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	94	"AWI"	94	4688	5691	5200	32	0	0	0	1	0	134	0	0	0	0	1	0	6	0	0	0	0	0	0	1	96	0	0	0	0	1	0	1	579	23	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	98	"AWI"	98	4900	5855	5399	26	1	13	0	0	0	71	0	0	0	0	0	0	1	0	1	0	0	0	0	1	73	0	1	0	0	0	0	1	375	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	102	"AWI"	102	5184	6014	5589	20	1	0	0	1	0	116	0	0	0	0	0	1	1	0	0	0	0	1	0	6	95	0	2	0	0	1	0	3	488	26	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	106	"AWI"	106	5460	6162	5792	4	0	0	0	0	0	67	0	0	0	0	2	0	1	0	0	0	0	0	0	8	60	0	1	0	0	0	0	0	423	51	10	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	110	"AWI"	110	5674	6433	6005	32	0	0	0	0	0	113	0	0	0	0	0	0	1	0	0	0	0	0	0	5	76	0	2	0	0	0	0	0	738	44	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	114	"AWI"	114	5818	6748	6239	81	0	0	0	1	0	146	0	0	0	0	0	0	0	0	0	0	1	0	0	2	104	0	3	0	0	1	0	0	1137	67	29	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	118	"AWI"	118	5991	7009	6464	45	0	0	0	1	0	118	0	0	0	0	0	0	1	0	0	0	0	0	0	19	80	0	6	0	0	1	0	1	801	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	122	"AWI"	122	6179	7252	6695	56	1	29	1	0	0	189	0	0	0	0	1	0	2	0	1	0	0	0	0	10	43	0	0	0	0	0	0	1	540	68	27	0	0	0	0	1	0	0	0	2	1	0	0	0	3	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	126	"AWI"	126	6380	7447	6935	121	1	0	0	1	0	176	0	0	0	0	1	1	6	0	0	0	0	0	0	17	29	0	0	0	0	2	0	0	547	120	48	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	130	"AWI"	130	6578	7639	7185	97	0	66	0	0	0	206	0	0	0	0	0	0	10	0	0	0	0	0	0	2	12	0	1	0	0	4	0	1	223	75	34	0	2	0	0	4	0	0	0	1	0	0	0	0	3	0	1
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	134	"AWI"	134	6888	7766	7424	241	0	94	1	1	0	226	0	0	0	0	4	0	11	0	1	0	0	0	0	5	18	0	0	0	0	1	0	0	227	144	60	0	1	0	0	7	0	0	0	0	1	1	1	0	0	0	0
