"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Malvaceae"	"Moraceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	138	"AWI"	138	7370	7888	7629	98	0	32	1	1	0	41	0	0	0	1	8	0	3	0	0	0	0	0	0	16	13	0	0	0	0	1	0	10	192	128	31	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	142	"AWI"	142	7649	8315	7912	220	0	97	0	1	0	155	0	0	0	0	7	0	10	0	1	0	0	0	0	3	31	0	1	0	0	1	0	1	293	141	49	0	3	0	0	2	0	0	0	1	0	0	0	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	146	"AWI"	146	7796	9155	8248	11	0	108	0	0	0	60	0	0	0	0	0	4	5	0	1	0	0	1	0	49	2	0	0	0	0	2	0	1	122	23	9	0	7	0	0	1	0	0	0	0	3	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	150	"AWI"	150	7942	9704	8640	65	0	122	0	3	0	112	0	0	0	0	5	8	29	0	6	0	0	0	0	22	3	0	0	0	0	1	1	3	267	86	69	0	20	0	0	5	0	0	1	0	2	0	1	0	1	1	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	154	"AWI"	154	8221	10036	9044	5	1	197	0	1	0	137	0	0	0	0	17	6	32	0	5	0	0	0	0	34	6	0	0	0	0	5	0	5	94	18	0	0	41	0	0	1	0	0	0	0	8	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	158	"AWI"	158	8562	10370	9452	1	2	144	0	2	0	173	0	0	1	0	5	6	52	1	4	1	0	0	1	30	1	0	0	0	0	5	1	5	112	11	36	0	22	0	0	6	1	0	0	0	24	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	162	"AWI"	162	8927	10665	9833	3	0	123	0	2	0	206	0	0	2	0	26	7	79	0	7	0	0	0	0	24	0	0	0	0	2	7	1	26	55	7	50	0	27	0	0	4	0	0	0	1	33	0	0	0	0	1	1
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	166	"AWI"	166	9332	10950	10221	0	0	41	0	3	0	270	0	1	2	0	3	2	75	0	2	3	0	0	0	40	1	0	2	0	0	4	0	1	33	8	28	0	22	0	0	7	2	0	3	0	45	0	0	0	0	0	1
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	170	"AWI"	170	9784	11208	10597	1	0	13	0	4	0	87	0	0	3	0	2	2	34	1	9	0	0	0	0	7	0	0	0	0	0	6	0	2	23	6	33	0	20	0	0	2	0	0	1	0	17	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	174	"AWI"	174	10120	11512	10898	0	0	32	1	18	0	119	0	1	8	0	1	1	78	0	1	2	0	0	0	22	1	1	0	0	0	5	1	5	11	4	18	0	47	0	2	6	0	0	7	1	61	0	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	178	"AWI"	178	10338	11919	11152	0	0	27	0	6	0	22	0	0	2	0	0	2	32	0	2	2	0	1	0	43	0	1	0	1	0	0	0	0	3	3	0	0	67	0	0	0	2	0	2	1	16	0	0	1	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	182	"AWI"	182	10527	12339	11385	0	0	35	0	2	0	37	0	0	6	0	1	0	33	0	1	5	0	0	0	88	1	0	0	0	0	1	0	0	12	10	0	2	83	1	0	2	0	0	4	0	29	1	0	0	0	0	0
1712	1769	"18 [Moraine Lake]"	52.26667	-58.05	186	"AWI"	186	10702	12772	11618	0	0	30	0	0	0	8	0	0	2	0	0	0	24	0	1	2	0	1	0	44	0	0	0	0	0	0	2	0	4	7	0	0	53	0	0	0	1	0	1	1	6	0	0	0	0	0	0
