"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1405	1442	"Kargopolovo Exposure"	55	83	50	"AWI"	50	-66	288	65	0.862068965517241	0	6.03448275862069	0	38.7931034482759	0	6.89655172413793	0	0	2.8735632183908	1.14942528735632	0	0	1.4367816091954	1.72413793103448	1.14942528735632	29.3103448275862	2.8735632183908	1.72413793103448	1.72413793103448	1.72413793103448	1.72413793103448	0
1405	1442	"Kargopolovo Exposure"	55	83	75	"AWI"	75	-28	405	136	0.896860986547085	0.448430493273543	4.26008968609865	0.896860986547085	10.762331838565	0.448430493273543	24.6636771300448	3.58744394618834	0	1.79372197309417	0	0	0	8.96860986547085	0	2.46636771300448	34.5291479820628	2.24215246636771	0	0	2.24215246636771	0	1.79372197309417
1405	1442	"Kargopolovo Exposure"	55	83	100	"AWI"	100	28	494	214	0.597014925373134	0	8.95522388059701	1.19402985074627	23.8805970149254	0.298507462686567	22.089552238806	0.597014925373134	0.298507462686567	1.19402985074627	1.7910447761194	0	0	14.9253731343284	0.298507462686567	0.298507462686567	21.7910447761194	0.597014925373134	0	0	0	0.597014925373134	0.597014925373134
1405	1442	"Kargopolovo Exposure"	55	83	150	"AWI"	150	138	684	362	0.527704485488127	0	3.69393139841689	0.527704485488127	7.9155672823219	1.58311345646438	51.4511873350923	0	0	0	0	0.79155672823219	0	0	0	0.79155672823219	25.3298153034301	3.16622691292876	0	0	0.527704485488127	0	3.69393139841689
1405	1442	"Kargopolovo Exposure"	55	83	180	"AWI"	180	219	785	451	0	0	3.38028169014084	1.40845070422535	10.1408450704225	1.69014084507042	45.3521126760563	0	0	0	0	1.69014084507042	0	0	0	0	21.1267605633803	3.38028169014084	0	0	3.38028169014084	0	8.45070422535211
1405	1442	"Kargopolovo Exposure"	55	83	200	"AWI"	200	296	844	505	0	0	9.52380952380952	0	17.4603174603175	0.793650793650794	49.2063492063492	0	0	0	0	0.793650793650794	0	0	0	3.17460317460317	11.9047619047619	2.38095238095238	0	0	0	0	4.76190476190476
1405	1442	"Kargopolovo Exposure"	55	83	250	"AWI"	250	518	1045	686	0	0.558659217877095	3.35195530726257	0.279329608938547	6.70391061452514	3.91061452513966	16.7597765363128	0.837988826815642	1.39664804469274	3.35195530726257	0.558659217877095	0	0	0	0	0.279329608938547	53.6312849162011	1.67597765363128	0.279329608938547	0.558659217877095	5.58659217877095	0	0.279329608938547
1405	1442	"Kargopolovo Exposure"	55	83	300	"AWI"	300	1031	1406	1227	0	0	1.98675496688742	0.33112582781457	3.3112582781457	1.65562913907285	26.4900662251656	1.98675496688742	0.662251655629139	1.65562913907285	0	0	0	0	0	0	59.6026490066225	1.65562913907285	0	0	0	0	0.662251655629139
1405	1442	"Kargopolovo Exposure"	55	83	310	"AWI"	310	1282	1570	1400	0	3.38983050847458	1.01694915254237	0.338983050847458	9.49152542372881	1.01694915254237	42.7118644067797	0.677966101694915	0	1.01694915254237	0	1.01694915254237	0	0	0	3.05084745762712	28.4745762711864	2.03389830508475	1.01694915254237	0	3.72881355932203	0.677966101694915	0.338983050847458
1405	1442	"Kargopolovo Exposure"	55	83	350	"AWI"	350	1618	3208	2228	0	0	0.617283950617284	0	2.46913580246914	1.54320987654321	41.6666666666667	0.617283950617284	0	0.308641975308642	0	0	0	0	0	0.617283950617284	50.9259259259259	0.617283950617284	0	0	0.308641975308642	0	0.308641975308642
