"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1124	1158	"Jack London Lake"	62.16667	149.5	87	"AWI"	87	9540	10395	9931	172	1	0	0	0	178	1	0	0	1	0	1	2	0	0	0	2	1	0	0	0	0	0	7	0	0	1	0	0	1	0	2	2	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	91	"AWI"	91	9614	10759	10133	145	0	0	0	0	140	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	2	0	1
1124	1158	"Jack London Lake"	62.16667	149.5	97	"AWI"	97	9759	11042	10355	217	0	0	0	0	187	0	0	0	0	0	5	1	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	0	4	0
1124	1158	"Jack London Lake"	62.16667	149.5	99	"AWI"	99	9801	11096	10417	124	1	0	0	0	149	0	0	0	0	0	8	12	0	0	0	0	1	0	0	0	0	0	11	0	0	1	2	0	0	0	2	1	4	0
1124	1158	"Jack London Lake"	62.16667	149.5	105	"AWI"	105	9906	11316	10597	203	0	0	0	0	219	1	0	0	0	0	3	7	0	0	0	4	0	0	1	0	0	0	9	0	0	0	0	0	0	0	1	1	1	0
1124	1158	"Jack London Lake"	62.16667	149.5	111	"AWI"	111	9970	11643	10763	172	0	0	0	0	203	1	0	0	1	1	1	5	0	1	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	2
1124	1158	"Jack London Lake"	62.16667	149.5	117	"AWI"	117	10181	11763	10940	160	0	0	0	0	146	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	1	0
1124	1158	"Jack London Lake"	62.16667	149.5	123	"AWI"	123	10347	11867	11124	170	0	0	0	0	222	0	0	0	1	0	1	2	0	0	0	1	0	1	3	0	0	0	4	0	0	1	1	0	0	0	0	1	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	132	"AWI"	132	10552	12138	11387	150	0	0	0	0	187	0	0	0	0	0	2	4	0	0	0	4	2	0	3	0	0	0	5	0	0	2	0	0	0	0	1	0	1	1
1124	1158	"Jack London Lake"	62.16667	149.5	138	"AWI"	138	10827	12209	11558	152	0	0	0	0	171	0	0	0	0	0	4	6	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	145	"AWI"	145	11064	12342	11772	151	0	1	0	0	193	1	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	12	0	0	0	0	0	0	0	2	2	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	149	"AWI"	149	11156	12455	11893	203	0	0	0	0	129	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	6	1	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	151	"AWI"	151	11197	12476	11924	262	0	0	0	0	91	0	0	0	1	0	4	1	0	0	0	4	0	0	2	0	0	0	13	0	0	0	0	0	0	0	4	0	0	1
1124	1158	"Jack London Lake"	62.16667	149.5	156	"AWI"	156	11287	12534	11998	281	0	1	0	0	209	0	0	0	2	0	7	18	1	1	2	1	0	1	1	0	0	0	33	0	0	1	1	0	0	0	2	1	1	0
1124	1158	"Jack London Lake"	62.16667	149.5	159	"AWI"	159	11324	12569	12040	74	1	1	0	0	376	0	0	0	2	0	30	10	1	0	2	0	0	0	0	0	0	0	46	0	0	1	0	0	1	0	56	2	1	1
1124	1158	"Jack London Lake"	62.16667	149.5	169	"AWI"	169	11439	12759	12172	19	0	1	0	3	13	0	0	0	8	0	27	2	2	1	0	0	0	0	0	0	0	2	99	0	0	1	2	0	0	4	16	1	6	5
1124	1158	"Jack London Lake"	62.16667	149.5	179	"AWI"	179	11565	12892	12302	35	0	4	0	0	19	0	0	0	2	0	18	2	0	2	0	0	1	0	0	0	0	1	86	0	0	8	4	0	0	2	4	4	16	11
1124	1158	"Jack London Lake"	62.16667	149.5	187	"AWI"	187	11650	13035	12399	84	0	1	0	4	75	2	1	0	3	0	5	5	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	11	0	0	5
1124	1158	"Jack London Lake"	62.16667	149.5	211	"AWI"	211	12012	13337	12703	41	0	1	0	0	36	9	0	0	3	3	1	3	0	0	0	0	0	0	0	0	0	0	71	0	0	0	1	0	1	0	5	3	6	13
1124	1158	"Jack London Lake"	62.16667	149.5	220	"AWI"	220	12124	13436	12819	51	1	1	0	2	48	1	0	0	3	0	1	5	0	0	0	0	1	0	0	0	0	0	11	0	0	2	0	0	0	2	9	2	2	7
1124	1158	"Jack London Lake"	62.16667	149.5	229	"AWI"	229	12255	13538	12934	36	0	2	0	0	51	3	0	0	3	0	1	9	0	1	0	0	1	0	0	0	0	0	31	0	0	0	4	0	0	0	6	2	10	16
1124	1158	"Jack London Lake"	62.16667	149.5	238	"AWI"	238	12365	13636	13052	52	0	1	0	0	43	0	1	0	5	0	2	12	2	0	0	0	0	0	0	0	0	0	29	0	0	0	2	0	0	0	6	5	0	9
1124	1158	"Jack London Lake"	62.16667	149.5	247	"AWI"	247	12522	13739	13167	84	0	2	0	2	71	11	0	0	5	2	3	6	0	1	0	0	0	0	0	0	0	0	24	0	0	0	3	0	0	0	9	1	0	8
1124	1158	"Jack London Lake"	62.16667	149.5	256	"AWI"	256	12685	13821	13284	48	0	2	0	0	49	4	1	0	1	1	1	8	0	1	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	8	1	0	4
1124	1158	"Jack London Lake"	62.16667	149.5	265	"AWI"	265	12839	13937	13395	55	0	1	0	0	51	7	1	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	20	0	0	1	1	0	0	0	10	3	0	10
1124	1158	"Jack London Lake"	62.16667	149.5	274	"AWI"	274	13001	14009	13501	52	0	2	0	2	53	12	2	0	2	0	1	10	0	0	0	0	2	0	0	0	0	0	13	0	0	3	2	0	0	0	10	0	3	9
1124	1158	"Jack London Lake"	62.16667	149.5	295	"AWI"	295	13345	14310	13774	76	0	0	0	0	80	9	1	0	1	1	1	10	1	0	0	0	0	0	0	0	0	0	32	0	0	0	3	0	0	0	9	1	1	7
1124	1158	"Jack London Lake"	62.16667	149.5	304	"AWI"	304	13449	14452	13895	66	0	1	0	0	57	8	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	8	0	0	1	3	0	0	0	4	3	0	4
1124	1158	"Jack London Lake"	62.16667	149.5	313	"AWI"	313	13527	14606	14019	68	0	1	0	0	65	3	0	0	2	0	0	7	1	1	0	0	0	1	1	0	0	0	17	0	0	0	4	0	0	0	3	4	0	3
1124	1158	"Jack London Lake"	62.16667	149.5	322	"AWI"	322	13637	14758	14143	71	0	1	0	2	61	1	1	0	2	0	1	4	2	0	0	0	1	0	1	0	0	0	36	0	0	1	2	0	0	4	5	5	3	6
1124	1158	"Jack London Lake"	62.16667	149.5	331	"AWI"	331	13741	14907	14269	69	0	1	0	2	50	6	0	0	3	2	2	8	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	2	3	1	1	7
1124	1158	"Jack London Lake"	62.16667	149.5	340	"AWI"	340	13847	15033	14392	70	0	3	0	0	54	2	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	4	3	0	3
1124	1158	"Jack London Lake"	62.16667	149.5	349	"AWI"	349	13936	15146	14513	70	0	0	0	0	57	3	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	6	0	0	0	7	0	0	0	5	3	3	6
1124	1158	"Jack London Lake"	62.16667	149.5	358	"AWI"	358	14052	15265	14643	87	0	2	0	0	54	3	1	0	2	0	1	10	0	0	0	0	1	0	0	0	0	0	11	0	0	0	2	0	0	0	3	5	2	4
1124	1158	"Jack London Lake"	62.16667	149.5	367	"AWI"	367	14165	15368	14776	56	0	1	0	0	56	1	1	0	2	0	1	11	2	0	0	0	0	0	0	0	0	0	9	0	0	1	1	0	0	1	2	2	2	1
1124	1158	"Jack London Lake"	62.16667	149.5	385	"AWI"	385	14419	15580	15012	155	0	1	0	0	134	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	5	4	0	4
1124	1158	"Jack London Lake"	62.16667	149.5	394	"AWI"	394	14547	15692	15132	72	0	1	0	0	68	0	0	0	2	0	1	10	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	6	1	1	2
1124	1158	"Jack London Lake"	62.16667	149.5	403	"AWI"	403	14716	15771	15254	86	0	0	0	0	53	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	2	5
1124	1158	"Jack London Lake"	62.16667	149.5	412	"AWI"	412	14871	15871	15379	89	0	0	0	0	69	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	2	2	0	1
1124	1158	"Jack London Lake"	62.16667	149.5	421	"AWI"	421	15079	15948	15492	62	0	0	0	0	74	2	0	0	1	0	1	11	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	1	2	5
1124	1158	"Jack London Lake"	62.16667	149.5	430	"AWI"	430	15232	16055	15617	91	0	3	0	0	52	1	0	0	2	0	1	7	0	0	0	0	4	0	0	0	0	0	7	0	0	0	1	0	0	1	1	2	1	3
1124	1158	"Jack London Lake"	62.16667	149.5	439	"AWI"	439	15339	16281	15768	61	0	0	0	0	47	3	2	0	1	0	2	14	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	1	0	1	7	2	4
1124	1158	"Jack London Lake"	62.16667	149.5	448	"AWI"	448	15415	16635	15901	112	0	0	0	0	72	11	1	0	2	0	0	12	0	0	0	0	2	0	0	0	0	0	3	0	0	2	1	0	0	0	2	2	0	3
1124	1158	"Jack London Lake"	62.16667	149.5	454	"AWI"	454	15483	16757	16004	142	0	1	0	2	100	3	0	0	5	0	1	24	1	1	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	1	8	2	2	1
1124	1158	"Jack London Lake"	62.16667	149.5	460	"AWI"	460	15537	16929	16103	67	0	0	0	0	64	6	1	0	1	0	5	20	1	2	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	2	3	3	1	10
1124	1158	"Jack London Lake"	62.16667	149.5	469	"AWI"	469	15627	17206	16251	128	0	0	0	0	105	4	1	0	3	0	2	15	0	3	0	0	1	0	0	0	0	1	12	0	0	0	2	0	0	1	8	2	0	7
1124	1158	"Jack London Lake"	62.16667	149.5	472	"AWI"	472	15662	17277	16302	123	0	0	89	0	86	0	0	0	0	0	1	8	0	1	0	0	0	0	1	0	0	0	14	0	0	0	5	0	0	0	0	0	0	5
1124	1158	"Jack London Lake"	62.16667	149.5	517	"AWI"	517	16153	18465	17078	36	0	1	85	0	50	2	0	0	1	0	0	15	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2
1124	1158	"Jack London Lake"	62.16667	149.5	541	"AWI"	541	16440	19053	17496	69	0	0	88	0	42	0	0	0	4	0	0	13	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	559	"AWI"	559	16632	19418	17811	65	0	0	73	0	54	0	1	0	3	0	0	22	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	2	0	0	2
