"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Viburnum"
805	829	"Fiddler's Pond"	56.25	-121.42	50	"AWI"	50	636	1143	909	6.19469026548673	0	0	0	1.76991150442478	0	0	0	0	0.884955752212389	0.884955752212389	1.76991150442478	18.5840707964602	0	0	11.5044247787611	0	0	0	0	44.2477876106195	8.84955752212389	0	0	0.884955752212389	0	0	0	4.42477876106195	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	55	"AWI"	55	741	1212	1003	2.47933884297521	0	0	0	0	0	0	0	0	0	0.826446280991736	1.65289256198347	14.0495867768595	0	0	4.13223140495868	0	0	0	0	49.5867768595041	11.5702479338843	0	0	9.91735537190083	0	0.826446280991736	0	4.95867768595041	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	60	"AWI"	60	875	1273	1096	2.34375	0	0	0	3.125	0	0	0	0	2.34375	0	0.78125	11.71875	0	0	4.6875	0	0	0	0	46.09375	14.84375	0	0	5.46875	0	2.34375	0.78125	5.46875	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	65	"AWI"	65	1010	1340	1194	8.65384615384615	0	0	0	2.88461538461538	0	0	0	0	0	0	0	9.61538461538462	0	0	5.76923076923077	0	0	0	0	52.8846153846154	12.5	0	0	3.84615384615385	0	0.961538461538462	0	2.88461538461538	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	70	"AWI"	70	1113	1786	1347	5.26315789473684	0	0	0	0	0	0	0	0	1.50375939849624	0	0	14.2857142857143	0	0	7.5187969924812	0	0	0	0	56.390977443609	11.2781954887218	0	0	1.50375939849624	0	0	0	2.25563909774436	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	75	"AWI"	75	1218	2093	1539	1.91082802547771	0	0.636942675159236	0	1.27388535031847	0	0	0	0	0	0	0	19.7452229299363	0.636942675159236	0	9.55414012738854	0	0	0	0	45.859872611465	14.6496815286624	0	0	2.54777070063694	0	0	0	3.18471337579618	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	80	"AWI"	80	1331	2385	1741	3.52112676056338	0	0	0	0.704225352112676	0	0	0	0	0.704225352112676	0	0	14.0845070422535	0	0	12.6760563380282	0	0	0	0.704225352112676	46.4788732394366	11.2676056338028	0	0	5.63380281690141	0	0	0	4.22535211267606	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	85	"AWI"	85	1453	2646	1938	4.16666666666667	0	0.694444444444444	0	0	0	0	0	0	0	0	0.694444444444444	20.1388888888889	0	0.694444444444444	8.33333333333333	0	0	0	0	47.2222222222222	5.55555555555556	0	0	9.02777777777778	0	0	0.694444444444444	2.77777777777778	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	90	"AWI"	90	1586	2856	2129	4.58015267175572	0	2.29007633587786	0	0	0	0	0	0	0	0	0	19.0839694656489	0	0	9.9236641221374	0	0	0	0	51.9083969465649	6.87022900763359	0	0	3.81679389312977	0	0.763358778625954	0	0.763358778625954	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	95	"AWI"	95	1728	3063	2318	3.01204819277108	0	0	0	0.602409638554217	0	0	0	0	0	1.20481927710843	0	28.9156626506024	0	0.602409638554217	4.21686746987952	0	0	0	0	49.3975903614458	6.62650602409639	0	0	4.81927710843374	0	0	0	0.602409638554217	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	100	"AWI"	100	1884	3280	2508	6.83229813664596	0	0.62111801242236	0	0.62111801242236	0	0	0	0	0	0	0.62111801242236	19.8757763975155	0.62111801242236	0	8.69565217391304	0	0	0	0	46.583850931677	6.83229813664596	0	0	7.45341614906832	0	0	0	1.24223602484472	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	105	"AWI"	105	2043	3479	2705	4.83870967741935	16.1290322580645	0	0	0.806451612903226	0	0	0	0	0	0	0	0	0	0	0.806451612903226	0	0	0	0	68.5483870967742	5.64516129032258	0	0	0	0	0	0	3.2258064516129	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	110	"AWI"	110	2210	3686	2901	1.58730158730159	0	1.05820105820106	0	1.05820105820106	0	0	0	0	0	0	0	8.99470899470899	0	0	7.93650793650794	0	0	0	0	60.3174603174603	15.3439153439153	0	0	1.05820105820106	0	0	0	2.64550264550265	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	115	"AWI"	115	2375	3882	3102	3.47222222222222	0	2.77777777777778	0	0.694444444444444	0	0	0	0	0	0.694444444444444	0	14.5833333333333	0	0	5.55555555555556	0	0	0	0	62.5	5.55555555555556	0	0	1.38888888888889	0	0	0	2.77777777777778	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	120	"AWI"	120	2564	4091	3290	3.59712230215827	0	1.43884892086331	0	0.719424460431655	0	0	0	0	0	0	0	18.705035971223	0	0	2.15827338129496	0	0	0	0.719424460431655	64.7482014388489	5.03597122302158	0	0	2.87769784172662	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	125	"AWI"	125	2739	4278	3488	0	0	4.79041916167665	0	0	0	0	0	0	0	0	0	20.9580838323353	1.19760479041916	0	7.18562874251497	0	0	0	0	46.1077844311377	10.7784431137725	0	0	5.98802395209581	0	1.19760479041916	0	1.79640718562874	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	130	"AWI"	130	2927	4458	3690	0	0	0	0	0	0	0	0	0	0	0	0	25.8503401360544	0.680272108843537	0	8.84353741496599	0	0	0	0	42.8571428571429	12.9251700680272	0	0	4.76190476190476	0	0	1.36054421768707	2.72108843537415	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	135	"AWI"	135	3111	4629	3885	0	0	0	0	0.558659217877095	0	0	0	0	0	0	0	18.4357541899441	0	0	19.5530726256983	1.11731843575419	0	0	0	31.8435754189944	24.5810055865922	0	0	1.67597765363128	0	0	0	2.23463687150838	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	140	"AWI"	140	3312	4803	4082	0	0	0	0	0.961538461538462	0	0	0	0.961538461538462	0	0	0	37.0192307692308	0	0	5.76923076923077	0	0	0	0	41.3461538461538	10.0961538461538	0	0	2.88461538461538	0	0	0	0.961538461538462	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	145	"AWI"	145	3484	4977	4272	0	0	0.8	0	0.8	0	0	0	0	0	0	0	15.2	0.8	0	15.2	0	0	0	0	43.2	19.2	0	0	2.4	0	0	0.8	1.6	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	150	"AWI"	150	3699	5134	4464	0.43859649122807	0	0.43859649122807	0	1.31578947368421	0	0	0	0	0	0	0	24.1228070175439	0.87719298245614	0	14.9122807017544	0	0	0	0	38.1578947368421	11.8421052631579	0	0	5.26315789473684	0	0	0	2.63157894736842	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	155	"AWI"	155	3898	5300	4660	0.45662100456621	0	1.36986301369863	0	0.45662100456621	0	0	0	0	0	0	0	25.5707762557078	0	0	11.4155251141553	0.45662100456621	0	0	0	34.703196347032	20.0913242009132	0	0	5.02283105022831	0	0	0	0.45662100456621	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	160	"AWI"	160	4108	5449	4860	1.38888888888889	0	0.925925925925926	0	0.925925925925926	0	0	0	0	0	0	0	39.3518518518519	0.462962962962963	0	9.25925925925926	0	0	0	0	31.0185185185185	3.24074074074074	0	0	12.5	0	0	0	0.925925925925926	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	165	"AWI"	165	4323	5599	5050	0	0	1.8018018018018	0	0.45045045045045	0	0	0	0	1.35135135135135	0	0	34.6846846846847	0.45045045045045	0	5.40540540540541	0.45045045045045	3.15315315315315	0	0	34.2342342342342	9.90990990990991	0	0	6.30630630630631	0	0	0	1.8018018018018	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	170	"AWI"	170	4550	5739	5243	0	0	2.66666666666667	0	0	0	0	0	0	0	0	0	32.4444444444444	0	0	6.66666666666667	0	0	0	0	42.2222222222222	8.44444444444444	0	0	3.55555555555556	0	1.33333333333333	0.888888888888889	1.77777777777778	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	175	"AWI"	175	4782	5875	5436	0.896860986547085	0	2.24215246636771	0	0.448430493273543	0	0	0	0	0.448430493273543	0	0.448430493273543	33.1838565022422	0	0	9.41704035874439	0.448430493273543	0	0.896860986547085	0.448430493273543	36.7713004484305	6.2780269058296	0	0	5.82959641255605	0	0	0	2.24215246636771	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	180	"AWI"	180	5048	6011	5626	2.67379679144385	0	3.20855614973262	0	3.20855614973262	0	0	0	0	0	0	0	33.6898395721925	0	0	3.74331550802139	1.06951871657754	0	0	0	36.3636363636364	9.62566844919786	0	0	3.74331550802139	0	0	0	2.67379679144385	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	185	"AWI"	185	5342	6121	5809	0.531914893617021	0	1.59574468085106	0	1.06382978723404	0	0	0	0	1.59574468085106	0	0	40.9574468085106	0	0	9.04255319148936	0	0	0	0	22.8723404255319	3.19148936170213	0	0	8.51063829787234	0	0	0	10.1063829787234	0	0	0.531914893617021
805	829	"Fiddler's Pond"	56.25	-121.42	190	"AWI"	190	5750	6245	5971	0	0	0.716845878136201	0.3584229390681	0.3584229390681	0	0	0	0	0.3584229390681	0	0	11.1111111111111	0.3584229390681	0	2.8673835125448	0	0	0	0.716845878136201	21.1469534050179	3.2258064516129	51.9713261648746	0	3.584229390681	0	2.5089605734767	0	0.716845878136201	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	195	"AWI"	195	5892	6887	6270	0	0	4.76190476190476	0	0	0	0	0	0	0	0	0	5.71428571428571	0	0	8.57142857142857	0	0	0	0	60.952380952381	14.2857142857143	0	0	4.76190476190476	0	0	0	0.952380952380952	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	200	"AWI"	200	6081	7263	6603	0.377358490566038	0	2.64150943396226	0	3.39622641509434	0	0	0	0	0	0	0	5.28301886792453	0	0	0	0	1.13207547169811	0	0	16.9811320754717	9.81132075471698	58.8679245283019	0	1.13207547169811	0	0	0	0.377358490566038	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	205	"AWI"	205	6324	7572	6941	0.925925925925926	0	10.1851851851852	0	3.7037037037037	0	0	0	0	0	0	0	4.62962962962963	0.925925925925926	0	10.1851851851852	0	0	0	0	37.037037037037	25	0	0	7.40740740740741	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	210	"AWI"	210	6625	7830	7276	0	0	11.4503816793893	0	0.763358778625954	0	0	0	0	0	0	0	0.763358778625954	0	0	4.58015267175572	0	0	0	0	43.5114503816794	33.587786259542	0	0	5.34351145038168	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	215	"AWI"	215	6991	8049	7605	0	0	3.46820809248555	0	1.73410404624277	0	0	0	0	0	0	0	0	1.15606936416185	0	19.6531791907514	0	0	0	0	28.9017341040462	43.3526011560694	0	0	1.73410404624277	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	220	"AWI"	220	7501	8237	7909	0	0	3.17460317460317	0	2.77777777777778	0	0	0	0	0	0.396825396825397	0	0.793650793650794	0.396825396825397	0	20.6349206349206	0	0	0	0	42.8571428571429	25.3968253968254	0	0	2.77777777777778	0	0	0	0.793650793650794	0	0	0
