"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Thuja"	"Tsuga"
937	966	"Gold Lake Bog"	43.65	-122.04167	1	"AWI"	1	-126	69	-36	13.1016042780749	0	2.13903743315508	0	0.267379679144385	0	0.267379679144385	0	1.06951871657754	0	0	0	0	0	7.48663101604278	0.267379679144385	0	0.53475935828877	1.60427807486631	6.95187165775401	32.0855614973262	2.13903743315508	0	0.267379679144385	0	0	4.54545454545455	0.267379679144385	0.53475935828877	0.267379679144385	0	0.267379679144385	0	0	0	0	0	0	25.9358288770053
937	966	"Gold Lake Bog"	43.65	-122.04167	8	"AWI"	8	-66	632	151	13.5693215339233	0	1.47492625368732	0	0.294985250737463	0	0.294985250737463	0	3.53982300884956	0	0	0	0	0.294985250737463	4.71976401179941	0.589970501474926	0	0.589970501474926	0.294985250737463	5.01474926253687	36.8731563421829	1.17994100294985	0.294985250737463	0	0	0.589970501474926	4.12979351032448	0.294985250737463	0	0.294985250737463	0	0.589970501474926	0.294985250737463	0	0	0	0	0	24.7787610619469
937	966	"Gold Lake Bog"	43.65	-122.04167	50	"AWI"	50	529	2667	1509	10.4956268221574	0	1.74927113702624	0	0	0.291545189504373	0	0	0.87463556851312	0	0.291545189504373	0	0	0.291545189504373	7.5801749271137	0.583090379008746	0	2.04081632653061	0.291545189504373	2.91545189504373	53.935860058309	0	0	0	0	0.583090379008746	2.04081632653061	0	0	0	0	0.291545189504373	0	1.16618075801749	0	0	0	0	14.5772594752187
937	966	"Gold Lake Bog"	43.65	-122.04167	60	"AWI"	60	846	2971	1858	5.68181818181818	0	1.13636363636364	0	1.13636363636364	0	0	0	3.97727272727273	0	0	0	0	0	5.11363636363636	0	0	0	0.568181818181818	6.81818181818182	55.6818181818182	0	0.568181818181818	0	0	0	3.97727272727273	0.568181818181818	0	0	0	0	0	0	0	0	0	0	14.7727272727273
937	966	"Gold Lake Bog"	43.65	-122.04167	80	"AWI"	80	1405	3598	2570	8.6053412462908	0	1.18694362017804	0.29673590504451	0.593471810089021	0	1.78041543026706	0	2.9673590504451	0.29673590504451	0	0	0	0	2.9673590504451	0	0	0.29673590504451	0	8.30860534124629	55.1928783382789	0	0	0	0	0	5.04451038575668	0	0.593471810089021	0	0	0.29673590504451	0	0	0	0	0	0	11.5727002967359
937	966	"Gold Lake Bog"	43.65	-122.04167	100	"AWI"	100	2080	4133	3295	8.16326530612245	0	3.2069970845481	0	0	0	1.45772594752187	0	1.74927113702624	0	0.291545189504373	0	0	0	4.3731778425656	0.583090379008746	0	0.87463556851312	0.87463556851312	4.95626822157434	60.6413994169096	0	0	0.291545189504373	0	0.291545189504373	2.62390670553936	0	0	0.291545189504373	0	0.583090379008746	0	0	0	0	0.291545189504373	0	8.45481049562682
937	966	"Gold Lake Bog"	43.65	-122.04167	130	"AWI"	130	3788	4654	4241	4.97630331753555	0	0.947867298578199	0.23696682464455	0	0	0.23696682464455	0	2.13270142180095	0	0	0	0	0.23696682464455	1.8957345971564	0	0	1.18483412322275	10.4265402843602	4.02843601895735	59.7156398104265	1.18483412322275	0	0	0.23696682464455	0	1.8957345971564	0.4739336492891	0.947867298578199	0	0	0	0.23696682464455	0	0	0	0	0	9.00473933649289
937	966	"Gold Lake Bog"	43.65	-122.04167	150	"AWI"	150	4320	5176	4748	12.0141342756184	0	2.47349823321555	0.353356890459364	0	0	1.06007067137809	0	3.18021201413428	0	0	0	0	0	2.82685512367491	0.353356890459364	0	0.353356890459364	10.6007067137809	7.06713780918728	43.1095406360424	1.06007067137809	0	0	0	0	4.24028268551237	0	0.706713780918728	0	0	0.353356890459364	0	0	0	0	0	0.706713780918728	9.54063604240283
937	966	"Gold Lake Bog"	43.65	-122.04167	160	"AWI"	160	4522	5435	4963	4.90566037735849	0	0.188679245283019	0	0	0	0.377358490566038	0	1.32075471698113	0	0	0	0	0	0.377358490566038	0	0	0.943396226415094	42.4528301886792	1.32075471698113	40.7547169811321	0.188679245283019	0	0	0	0	1.32075471698113	0	0	0	0	0.188679245283019	0	0.377358490566038	0	0	0	0.188679245283019	5.09433962264151
937	966	"Gold Lake Bog"	43.65	-122.04167	170	"AWI"	170	4675	5626	5210	14.3540669856459	0	1.91387559808612	0.956937799043062	0	0	1.43540669856459	0	5.74162679425837	0	0	0	0	0.478468899521531	3.82775119617225	0	0	0	53.11004784689	3.82775119617225	0	1.43540669856459	0	0	0	0	1.91387559808612	1.91387559808612	0	0	0	2.39234449760766	0	0	0.478468899521531	0	0	0	6.2200956937799
