"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Liliaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tofieldiaceae"
972	1003	"Hanging Lake"	68.38333	-138.38333	0	"AWI"	0	-149	18	-68	36.3341968911917	0.0647668393782384	0	0.129533678756477	2.07253886010363	0	34.4559585492228	0	0	0	0	9.58549222797927	0	0	0	0	0.582901554404145	0	0	0	0.129533678756477	9.65025906735751	0	0	3.8860103626943	0	0	0	0	0.259067357512953	0.647668393782383	0	0	0	2.13730569948187	0	0	0.0647668393782384	0
972	1003	"Hanging Lake"	68.38333	-138.38333	4	"AWI"	4	24	735	389	32.2115384615385	0.0801282051282051	0	0.16025641025641	2.16346153846154	0	41.5865384615385	0	0	0	0.0801282051282051	9.53525641025641	0	0	0	0	0.480769230769231	0	0.0801282051282051	0	0	5.76923076923077	0	0	4.6474358974359	0	0	0	0	0.240384615384615	1.12179487179487	0	0	0.16025641025641	1.68269230769231	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	8	"AWI"	8	128	1521	845	29.6296296296296	0	0	0	1.54320987654321	0	45.9876543209877	0	0	0	0	4.32098765432099	0	0	0	0	1.23456790123457	0	0	0	0.308641975308642	6.79012345679012	0.308641975308642	0	5.24691358024691	0	0	0	0	1.23456790123457	1.54320987654321	0	0	0	1.85185185185185	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	10	"AWI"	10	177	1918	1075	29.3768545994065	0.0741839762611276	0	0	1.78041543026706	0	42.6557863501484	0	0	0	0.0741839762611276	7.41839762611276	0	0	0	0	0.593471810089021	0	0	0	0.222551928783383	5.93471810089021	0	0	6.52818991097923	0	0.148367952522255	0	0	0	1.63204747774481	0	0.148367952522255	0.148367952522255	3.18991097922849	0	0	0.0741839762611276	0
972	1003	"Hanging Lake"	68.38333	-138.38333	12	"AWI"	12	659	2007	1317	23.3954451345756	0	0	0	1.65631469979296	0	44.7204968944099	0	0	0	0	9.93788819875776	0	0	0	0	0.62111801242236	0	0	0	0	5.175983436853	0	0	9.93788819875776	0	0	0	0	0.62111801242236	0.62111801242236	0	0	0.20703933747412	3.1055900621118	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	16	"AWI"	16	1383	2322	1822	25.2329749103943	0	0	0.0716845878136201	1.50537634408602	0	45.8781362007168	0	0	0	0.14336917562724	8.67383512544803	0	0	0	0	0.788530465949821	0	0	0	0	8.53046594982079	0	0	5.01792114695341	0	0.43010752688172	0	0	0	1.36200716845878	0	0	0.14336917562724	2.22222222222222	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	20	"AWI"	20	1639	3010	2322	0	0.273224043715847	0	0	3.82513661202186	0	63.9344262295082	0	0	0	0.273224043715847	9.56284153005464	0.273224043715847	0	0	0	0.546448087431694	0	0	0	0.273224043715847	10.3825136612022	0	0	7.37704918032787	0	0	0	0	0	0.819672131147541	0	0	0.546448087431694	1.91256830601093	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	24	"AWI"	24	2564	3317	2923	0	0	0	0	2.35849056603774	0	67.4528301886792	0	0	0	0	10.8490566037736	0	0	0	0	1.41509433962264	0	0	0	0	7.07547169811321	0	0	7.54716981132075	0	0	0.471698113207547	0	0	1.88679245283019	0	0	0	0.943396226415094	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	28	"AWI"	28	3018	4069	3525	0	0	0	0	1.53061224489796	0	69.7278911564626	0	0	0	0	12.2448979591837	0	0	0	0	1.36054421768707	0	0.170068027210884	0	0	5.27210884353742	0	0	5.61224489795918	0	0	0	0	0	2.04081632653061	0	0	0	2.04081632653061	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	32	"AWI"	32	3248	4638	3913	24.1875	0	0	0	1	0	51.5625	0.0625	0	0	0	8	0	0	0	0	0.875	0	0	0	0.0625	5.5625	0	0	4.8125	0	0	0	0	0.875	1.0625	0	0	0	1.9375	0	0	0	0
