"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1408	1445	"Keele Lake"	64.16667	-127.61667	0	"AWI"	0	-132	38	-49	29.4736842105263	0	0	0.467836257309942	0	29.4736842105263	0	0.233918128654971	0	0	13.5672514619883	0	0.467836257309942	0	0	0	19.6491228070175	2.45614035087719	0	1.6374269005848	0	0.467836257309942	0	0	0	1.40350877192982	0.233918128654971	0.467836257309942
1408	1445	"Keele Lake"	64.16667	-127.61667	5	"AWI"	5	-51	745	166	29.25	0	0	0.5	0	30.5	0	0.25	0	0	10.5	0	0.5	0	0	0	19	4.75	0	0.75	0	1.25	0	0	0	2.25	0	0.5
1408	1445	"Keele Lake"	64.16667	-127.61667	10	"AWI"	10	58	1107	452	27.710843373494	0	0	1.92771084337349	0	27.9518072289157	0.481927710843374	0	0	0	11.566265060241	0	0.240963855421687	0	0	0	20.9638554216867	3.37349397590361	0	0.72289156626506	0	1.68674698795181	0	0	0	2.16867469879518	0.481927710843374	0.72289156626506
1408	1445	"Keele Lake"	64.16667	-127.61667	15	"AWI"	15	232	1435	736	29.2079207920792	0	0	0.99009900990099	0	33.4158415841584	0.247524752475248	0	0	0	9.9009900990099	0	0.99009900990099	0	0.247524752475248	0	15.470297029703	4.57920792079208	0	1.23762376237624	0	1.98019801980198	0.247524752475248	0	0	1.48514851485149	0	0
1408	1445	"Keele Lake"	64.16667	-127.61667	20	"AWI"	20	435	1742	1030	28.1173594132029	0	0	0.488997555012225	0	37.8973105134474	0.244498777506112	0.244498777506112	0	0	6.84596577017115	0	0.488997555012225	0	0	0	19.559902200489	3.42298288508557	0	0.488997555012225	0	0.488997555012225	0	0	0	1.71149144254279	0	0
1408	1445	"Keele Lake"	64.16667	-127.61667	25	"AWI"	25	653	1993	1312	33.3333333333333	0	0	1.23456790123457	0	33.0864197530864	0	0	0	0	5.67901234567901	0	0.246913580246914	0	0	0	20.1234567901235	3.08641975308642	0	1.23456790123457	0	0.246913580246914	0	0	0	1.48148148148148	0	0.246913580246914
1408	1445	"Keele Lake"	64.16667	-127.61667	30	"AWI"	30	912	2208	1577	31.3193588162762	0	0	0.986436498150432	0	35.0184956843403	0	0	0	0	10.3575832305795	0	0.493218249075216	0	0	0	17.2626387176326	1.84956843403206	0	0.493218249075216	0	0.739827373612824	0	0	0	1.47965474722565	0	0
1408	1445	"Keele Lake"	64.16667	-127.61667	35	"AWI"	35	1173	2401	1850	31.030303030303	0	0	1.21212121212121	0	30.0606060606061	0	0	0	0	8	0	0.96969696969697	0	0	0	21.6969696969697	3.63636363636364	0	1.45454545454545	0	0.242424242424242	0	0	0	1.45454545454545	0	0.242424242424242
1408	1445	"Keele Lake"	64.16667	-127.61667	40	"AWI"	40	1466	2584	2115	32.6732673267327	0	0	0.99009900990099	0	30.9405940594059	0	0	0	0	5.1980198019802	0	0.495049504950495	0	0	0	22.1534653465347	4.57920792079208	0	0.742574257425743	0	0.495049504950495	0	0	0	1.23762376237624	0	0.495049504950495
1408	1445	"Keele Lake"	64.16667	-127.61667	45	"AWI"	45	1802	2728	2371	32.3094425483504	0	0	1.36518771331058	0	33.2195676905574	0	0	0	0	9.3287827076223	0	0	0	0	0	19.226393629124	2.04778156996587	0	0.68259385665529	0	0	0	0	0	1.59271899886234	0	0.227531285551763
