"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Liquidambar"	"Morus"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
9980	813	"East Twin Lake"	41.19519	-81.335614	1452	"AWI"	1452	3222	4433	3849	0	0	12	1	0	1	0	7	44	10	0	0	0	1	1	3	51	23	1	9	1	0	0	0	0	15	0	0	6	0	3	220	2	0	1	0	0	0	0	0	1	26	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1500	"AWI"	1500	4049	4970	4560	0	0	18	1	0	0	0	0	49	6	0	0	0	0	0	2	21	26	1	0	0	0	0	1	0	6	1	0	2	0	0	192	0	0	0	0	0	1	0	1	0	17	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1526	"AWI"	1526	4600	5273	4926	0	9	15	1	1	2	0	3	46	4	0	0	0	2	1	3	48	20	4	7	0	0	0	0	0	7	1	10	7	0	1	218	0	0	0	0	0	6	1	2	2	25	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1558	"AWI"	1558	4874	5933	5319	0	0	24	0	1	1	0	3	58	3	0	0	0	1	1	5	75	37	2	6	2	0	0	0	0	11	1	0	11	0	0	288	2	0	0	0	0	2	0	1	3	52	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1574	"AWI"	1574	5018	6184	5532	0	0	7	3	0	1	0	4	58	0	0	0	0	4	0	2	90	0	3	11	0	0	0	0	0	10	0	15	13	0	2	301	1	0	0	0	0	1	1	3	4	47	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1598	"AWI"	1598	5258	6565	5866	0	0	17	0	0	1	0	3	35	1	0	0	0	3	0	1	137	20	1	7	0	0	0	0	1	10	0	0	12	0	0	197	1	0	0	0	0	0	0	0	5	35	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1626	"AWI"	1626	5578	6980	6246	0	0	14	0	0	0	0	3	20	2	1	0	0	1	1	3	135	24	3	5	0	0	0	0	2	8	1	0	10	0	0	194	1	0	0	0	0	0	0	1	1	59	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1642	"AWI"	1642	5771	7199	6461	0	0	10	0	0	0	0	4	48	0	1	0	0	0	0	3	129	27	2	6	0	0	0	0	0	10	0	13	11	0	1	184	0	0	0	0	1	0	0	1	1	58	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1658	"AWI"	1658	5953	7432	6679	0	0	1	0	0	0	6	5	35	0	0	0	0	0	0	1	128	27	2	0	0	0	0	0	0	16	0	16	2	0	0	204	0	0	1	0	0	1	0	2	3	51	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1682	"AWI"	1682	6256	7740	7011	0	0	2	1	1	0	0	3	41	0	2	0	0	1	0	11	180	46	2	5	0	0	0	0	0	32	2	0	11	0	0	287	0	0	0	0	0	1	0	1	4	82	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1698	"AWI"	1698	6468	7929	7225	0	0	1	1	0	1	0	0	38	0	1	0	0	2	0	1	100	0	4	6	0	0	0	0	0	12	1	0	4	0	1	212	0	0	1	0	0	0	1	3	1	64	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1712	"AWI"	1712	6670	8083	7418	0	0	1	1	0	0	7	5	62	1	2	0	0	5	0	4	119	28	5	0	0	0	0	0	0	27	2	0	24	0	0	233	1	0	1	0	0	1	1	1	4	84	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1728	"AWI"	1728	6910	8257	7635	0	0	2	1	0	0	0	1	39	2	1	0	0	3	0	2	72	28	2	0	0	0	0	0	0	22	0	28	3	0	2	216	0	0	0	0	0	0	0	2	1	41	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1744	"AWI"	1744	7164	8451	7851	0	0	1	0	0	0	0	2	48	0	1	0	0	0	0	3	48	18	2	0	0	0	0	0	0	22	0	0	0	0	1	210	3	0	0	0	0	1	0	2	6	60	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1760	"AWI"	1760	7426	8607	8067	0	0	2	3	0	0	7	6	46	1	0	0	0	1	0	2	46	27	5	0	0	0	0	0	0	14	0	0	7	0	1	333	0	0	0	0	0	0	2	2	5	47	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1784	"AWI"	1784	7874	8836	8371	0	0	2	2	0	0	0	3	27	0	1	0	0	4	0	7	26	0	5	5	0	0	0	0	0	27	0	28	8	0	1	355	0	1	2	0	0	1	1	1	0	29	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1810	"AWI"	1810	8442	9131	8711	0	0	0	1	0	0	0	5	13	0	1	0	0	4	0	2	11	0	5	0	0	0	0	0	0	19	3	25	5	0	0	244	0	0	0	0	0	1	1	1	3	14	3	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1826	"AWI"	1826	8583	9645	8995	0	0	0	3	1	2	0	2	25	0	0	0	0	5	0	4	8	34	5	0	1	0	0	0	0	35	2	55	5	0	1	380	1	0	1	0	0	3	0	3	7	30	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1842	"AWI"	1842	8747	10092	9275	0	0	2	1	0	0	0	5	36	1	0	0	0	6	0	3	23	0	2	0	0	0	0	0	0	33	0	52	1	0	0	424	1	0	0	0	0	0	1	1	6	58	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1858	"AWI"	1858	8931	10443	9562	0	0	6	0	0	0	0	5	30	0	0	0	0	3	0	5	16	34	2	0	0	0	0	0	0	78	0	53	0	0	0	403	0	0	0	0	0	2	0	7	5	43	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1874	"AWI"	1874	9130	10758	9840	1	0	7	0	0	0	0	5	10	0	0	0	0	4	0	5	1	0	0	0	0	0	0	0	0	42	3	0	3	0	2	346	0	0	0	0	0	0	0	6	4	33	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1882	"AWI"	1882	9272	10883	9992	0	0	8	0	0	1	0	2	10	0	0	0	0	6	0	9	0	23	3	0	0	0	1	0	0	30	1	46	4	0	4	268	0	0	0	0	0	1	0	4	4	31	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1904	"AWI"	1904	9587	11326	10397	0	0	8	1	0	1	0	10	11	0	3	0	0	4	0	6	2	28	3	0	1	0	0	0	0	95	2	249	0	0	1	191	0	0	1	0	0	2	0	3	8	35	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1912	"AWI"	1912	9720	11467	10540	0	0	15	2	0	1	0	1	15	0	3	0	0	3	0	9	3	26	1	0	0	0	0	0	0	134	1	237	0	0	3	215	0	0	0	0	0	0	0	5	7	53	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1928	"AWI"	1928	9975	11737	10836	0	0	12	0	0	1	0	7	11	0	1	0	0	5	0	2	0	29	3	0	1	0	0	0	0	108	1	191	3	0	1	164	0	1	0	0	0	0	0	6	6	44	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1944	"AWI"	1944	10254	11985	11145	1	0	11	1	0	0	0	1	4	1	1	0	0	4	0	3	1	30	1	0	0	0	0	0	0	38	1	252	0	0	0	112	0	0	1	0	0	0	0	0	6	27	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1960	"AWI"	1960	10527	12241	11444	3	0	4	0	0	0	0	17	2	0	0	0	0	4	0	11	1	27	0	0	4	0	0	1	0	33	9	546	0	0	1	74	0	1	0	0	0	3	0	2	12	32	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1976	"AWI"	1976	10804	12471	11733	9	0	4	0	0	1	0	26	4	0	0	0	0	10	0	18	0	20	1	0	14	0	0	0	0	21	23	372	0	0	6	62	0	0	0	1	0	3	0	0	16	24	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1984	"AWI"	1984	10936	12607	11869	13	0	3	0	1	3	0	14	1	0	0	0	0	4	0	11	1	0	0	0	10	0	0	0	0	18	58	530	0	0	2	37	0	0	0	0	0	6	0	0	8	12	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	1994	"AWI"	1994	11173	12722	12049	26	0	2	0	0	5	0	4	3	0	0	0	0	11	0	29	1	0	1	0	1	0	0	1	0	52	49	0	0	0	7	62	0	0	0	0	0	0	0	0	8	19	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2010	"AWI"	2010	11550	12928	12340	23	0	0	1	0	1	0	6	4	0	1	0	0	3	0	39	0	0	3	0	0	0	0	0	0	42	97	0	0	0	14	62	0	0	0	0	0	4	0	0	0	19	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2026	"AWI"	2026	11934	13122	12625	18	0	1	0	1	2	0	2	3	0	2	0	0	3	1	71	1	64	1	0	0	0	0	1	0	42	108	15	2	0	10	64	0	0	0	1	0	3	1	0	0	18	2	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2034	"AWI"	2034	12097	13228	12775	21	0	0	0	0	0	0	4	2	0	0	0	0	3	1	40	1	44	0	0	1	0	0	0	0	39	122	0	0	0	1	43	0	0	0	0	0	4	0	0	0	5	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2042	"AWI"	2042	12426	13297	12904	22	0	3	0	0	3	0	3	4	0	3	0	0	3	0	42	0	0	4	0	0	0	0	0	0	46	117	0	1	0	9	66	1	0	0	0	0	2	1	0	0	2	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2050	"AWI"	2050	12647	13398	13048	18	0	1	0	0	0	0	2	2	0	2	0	0	6	1	40	0	62	3	0	1	0	0	0	0	46	220	0	0	0	2	55	0	0	1	0	0	8	2	0	0	7	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2058	"AWI"	2058	12781	13529	13167	0	0	0	0	0	3	0	3	2	0	0	0	1	2	0	43	1	0	3	0	1	0	0	0	0	34	169	0	1	0	18	39	1	0	0	0	0	3	0	0	0	4	1	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2074	"AWI"	2074	12919	13954	13380	2	0	2	0	0	1	0	1	0	0	0	0	0	2	0	27	0	52	3	0	0	0	0	0	0	42	257	0	1	0	3	56	0	0	0	0	0	2	0	0	0	2	0	0
9980	813	"East Twin Lake"	41.19519	-81.335614	2082	"AWI"	2082	12966	14221	13482	2	0	2	0	0	4	0	4	0	0	1	0	0	0	1	21	1	0	0	0	0	0	0	0	0	20	177	17	0	0	5	31	0	0	2	1	0	3	0	0	0	1	0	0
