"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Isoëtes"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Rosaceae"	"Salix"
1668	1724	"McMaster Lake"	64.13333	-110.58333	0	"AWI"	0	-133	43	-58	13.5770234986945	0	0.261096605744125	0	50.1305483028721	0.522193211488251	0	1.30548302872063	0	2.61096605744125	2.34986945169713	0	3.1331592689295	0	0	25.065274151436	0.261096605744125	0	0	0	0.783289817232376
1668	1724	"McMaster Lake"	64.13333	-110.58333	2.5	"AWI"	2.5	109	1978	730	12.89592760181	0	0.452488687782805	0	45.4751131221719	0.226244343891403	0	2.71493212669683	0.226244343891403	4.52488687782805	0.452488687782805	2.71493212669683	7.23981900452489	0	0	22.6244343891403	0	0	0	0	0.452488687782805
1668	1724	"McMaster Lake"	64.13333	-110.58333	5	"AWI"	5	565	3253	1856	19.9195171026157	0	1.00603621730382	0	48.8933601609658	0.402414486921529	0	3.01810865191147	0	2.41448692152917	1.60965794768612	1.81086519114688	1.81086519114688	0	0	17.9074446680081	0.201207243460765	0.402414486921529	0	0	0.603621730382294
1668	1724	"McMaster Lake"	64.13333	-110.58333	7.5	"AWI"	7.5	1577.5	3706.5	2873	11.4803625377643	0	0.302114803625378	0	43.5045317220544	0.302114803625378	0	3.02114803625378	0	1.51057401812689	0.906344410876133	2.11480362537764	0.302114803625378	0	15.7099697885196	19.9395770392749	0	0.604229607250755	0	0	0.302114803625378
1668	1724	"McMaster Lake"	64.13333	-110.58333	10	"AWI"	10	3000	4068	3804	13.0081300813008	0	0.2710027100271	0	34.1463414634146	0	0	1.8970189701897	0	5.42005420054201	4.6070460704607	1.3550135501355	2.1680216802168	0	18.970189701897	17.6151761517615	0	0	0.2710027100271	0	0.2710027100271
1668	1724	"McMaster Lake"	64.13333	-110.58333	12.5	"AWI"	12.5	3250	4268	3960	17.1617161716172	0	0	0	45.8745874587459	0	0	3.63036303630363	0	3.63036303630363	5.61056105610561	1.98019801980198	0	0	0	21.1221122112211	0	0	0	0	0.99009900990099
1668	1724	"McMaster Lake"	64.13333	-110.58333	15	"AWI"	15	3448	4473	4058	14.6478873239437	0	0	0	39.7183098591549	2.53521126760563	0	1.12676056338028	0	4.22535211267606	3.66197183098592	1.97183098591549	1.40845070422535	0	13.8028169014085	14.9295774647887	0.28169014084507	0	0	0	1.69014084507042
1668	1724	"McMaster Lake"	64.13333	-110.58333	17.5	"AWI"	17.5	3660	4624	4153.5	18.0758017492711	0	0.291545189504373	0	56.5597667638484	1.16618075801749	1.16618075801749	0.291545189504373	0	2.62390670553936	0	4.08163265306122	2.33236151603499	0	0	12.536443148688	0	0.583090379008746	0	0	0.291545189504373
1668	1724	"McMaster Lake"	64.13333	-110.58333	20	"AWI"	20	3855	4778	4249	17.9419525065963	0	0.263852242744063	0	40.1055408970976	0.263852242744063	0.79155672823219	2.11081794195251	0	1.58311345646438	4.22163588390501	3.43007915567282	2.11081794195251	0	19.7889182058047	6.06860158311346	0	0.527704485488127	0	0	0.79155672823219
1668	1724	"McMaster Lake"	64.13333	-110.58333	22.5	"AWI"	22.5	4110.5	5002	4457.5	23.780487804878	0.304878048780488	0.304878048780488	0	44.8170731707317	0	0.609756097560976	1.21951219512195	0	1.52439024390244	4.8780487804878	7.01219512195122	1.21951219512195	0	0	13.4146341463415	0	0	0	0	0.914634146341463
