"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Montiaceae"	"Nyctaginaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Urticaceae"
246	250	"Beef Pasture"	37.472418	-108.162002	32	"AWI"	32	182	615	379	2	0	0	28	1	77	0	0	0	0	1	0	0	0	2	0	0	203	0	4	0	2	0	0	0	0	0	5	0	6	0	1	0	0	0	0	3	0	39	54	0	48	0	0	4	0	0	9	0	0	0	0	6	0	0	1	1	0	7	0
246	250	"Beef Pasture"	37.472418	-108.162002	34	"AWI"	34	212	637	410	2	0	1	32	0	61	0	0	0	0	0	0	0	0	0	0	0	236	0	4	0	0	0	0	0	0	1	5	0	4	0	0	0	0	0	0	0	0	14	90	0	29	0	0	0	0	2	15	0	0	1	0	6	0	0	5	0	0	9	0
246	250	"Beef Pasture"	37.472418	-108.162002	36	"AWI"	36	234	659	443	5	0	0	34	0	62	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	41	99	0	27	0	0	1	0	3	12	0	0	0	0	5	0	0	2	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	38	"AWI"	38	251	688	475	8	0	0	33	1	38	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	60	103	0	16	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	10	0
246	250	"Beef Pasture"	37.472418	-108.162002	40	"AWI"	40	268	729	505	3	0	1	40	2	49	0	0	0	0	0	0	0	0	0	0	0	234	0	4	0	0	0	0	1	0	0	4	0	8	0	1	0	0	0	0	0	0	57	106	0	27	0	0	2	0	2	14	0	0	1	0	0	0	0	7	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	42	"AWI"	42	329	745	533	4	1	1	18	0	52	0	0	0	0	0	0	0	0	0	0	0	121	0	3	0	0	0	0	1	0	0	3	1	5	0	0	0	0	0	0	1	0	48	87	0	21	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	44	"AWI"	44	384	762	563	2	0	0	33	3	32	0	0	0	0	0	0	0	0	0	0	0	260	0	3	0	0	0	0	0	1	0	3	0	7	0	0	0	0	0	0	0	1	33	149	0	18	0	0	0	0	0	18	0	0	0	0	5	0	0	0	2	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	46	"AWI"	46	427	784	594	11	0	6	34	3	55	0	0	0	0	0	0	0	0	0	0	0	163	0	8	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	18	91	0	31	0	0	0	0	0	17	0	0	0	0	2	0	0	1	2	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	48	"AWI"	48	463	815	626	5	0	6	31	1	34	0	0	1	0	0	0	0	0	0	0	0	217	0	4	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	0	1	0	65	109	0	23	0	0	0	0	4	6	0	0	0	0	4	0	0	3	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	50	"AWI"	50	488	854	659	1	0	0	21	2	61	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	1	0	0	1	0	6	0	0	0	0	1	0	1	0	55	117	0	34	0	0	0	0	0	9	0	0	0	0	4	0	0	2	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	52	"AWI"	52	528	876	681	7	0	2	40	0	63	0	0	0	0	1	0	0	0	1	0	0	299	0	0	0	0	0	0	1	0	0	4	0	8	0	0	0	0	0	0	0	0	34	119	0	21	0	0	0	0	1	10	0	0	0	0	8	0	0	4	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	54	"AWI"	54	548	898	705	3	0	1	32	0	55	0	0	0	0	0	0	0	0	2	0	0	77	0	0	0	1	0	0	0	0	0	3	0	9	0	1	0	0	0	0	0	0	56	134	0	21	0	0	0	0	2	22	0	0	0	0	8	0	0	2	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	56	"AWI"	56	564	921	728	1	0	0	53	0	59	0	0	0	0	1	0	0	0	0	0	0	79	0	9	0	0	0	0	1	0	0	2	0	10	0	1	0	0	0	0	1	0	43	157	0	50	0	0	0	0	0	12	0	0	0	2	19	2	0	0	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	58	"AWI"	58	576	957	749	15	0	0	62	2	82	0	0	0	0	1	0	0	0	0	0	0	125	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	106	173	0	22	0	0	0	0	1	7	0	0	0	1	0	0	0	5	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	60	"AWI"	60	586	1007	770	11	0	0	33	0	36	0	0	0	0	0	0	0	0	2	0	0	90	0	0	0	0	0	0	1	0	0	3	0	2	0	1	0	0	0	0	2	0	117	131	0	5	0	0	0	0	0	9	0	0	0	0	5	0	1	3	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	62.5	"AWI"	62.5	613	1028	799	12	0	0	40	1	73	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	135	170	0	26	0	0	0	0	3	9	0	0	0	0	8	0	0	2	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	65	"AWI"	65	633	1055	827	9	0	1	32	0	54	0	0	0	0	0	0	0	0	0	0	0	518	0	9	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	84	104	0	10	0	0	0	0	0	9	0	0	0	0	2	0	0	6	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	67.5	"AWI"	67.5	645.5	1091.5	854	8	0	0	61	0	65	0	0	0	1	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	83	177	0	12	0	0	0	0	1	13	0	0	0	1	2	0	0	7	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	70	"AWI"	70	661	1143	879	3	0	0	54	0	61	0	0	0	0	0	0	0	0	2	0	0	314	0	0	0	0	0	0	0	0	0	3	0	15	0	0	0	0	0	0	4	0	66	171	0	37	0	0	0	0	2	15	0	0	1	0	6	0	1	4	0	0	6	0
246	250	"Beef Pasture"	37.472418	-108.162002	75	"AWI"	75	714	1192	936	2	1	5	62	1	95	0	0	0	1	0	0	0	0	0	0	0	413	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	53	233	2	39	0	0	0	0	1	11	0	0	0	0	4	2	2	4	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	77.5	"AWI"	77.5	733	1225	964	3	0	0	27	2	73	0	0	0	0	0	0	0	0	1	0	0	530	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	3	0	65	222	0	19	0	0	0	0	1	11	0	0	0	0	6	0	1	2	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	80	"AWI"	80	748	1269	991	0	0	1	52	0	80	0	0	0	1	0	0	0	0	1	0	0	607	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	40	135	0	49	0	0	0	0	2	10	0	0	0	0	4	0	0	6	0	0	7	1
246	250	"Beef Pasture"	37.472418	-108.162002	82.5	"AWI"	82.5	786.5	1284.5	1019	0	0	0	55	0	54	0	0	0	0	0	0	2	0	0	0	0	482	0	4	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	39	118	0	29	0	0	0	0	1	3	0	0	1	0	5	0	0	4	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	85	"AWI"	85	814	1310	1049	1	0	3	47	3	76	0	0	0	0	1	0	0	0	1	0	0	125	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	5	0	63	139	0	9	0	0	0	0	0	6	0	0	0	0	1	0	0	4	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	87.5	"AWI"	87.5	829	1339.5	1077.5	4	1	2	45	2	64	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	62	145	0	26	0	0	0	0	0	6	0	0	0	0	2	0	0	4	0	0	7	0
246	250	"Beef Pasture"	37.472418	-108.162002	90	"AWI"	90	846	1377	1106	0	1	1	33	0	50	0	3	0	0	0	0	0	0	1	0	0	615	0	5	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	3	0	103	164	0	26	0	0	0	0	4	1	0	0	0	0	2	1	0	2	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	92.5	"AWI"	92.5	887.5	1392	1133.5	5	0	0	28	1	51	0	0	0	0	0	0	0	0	2	0	0	257	0	2	0	0	0	0	0	0	0	1	0	16	2	0	0	0	0	1	2	0	65	137	0	37	0	0	0	0	0	9	0	0	1	0	3	0	0	5	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	95	"AWI"	95	918	1415	1161	2	0	2	24	0	66	0	0	0	0	0	1	0	0	0	0	0	423	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0	0	0	0	1	0	60	103	0	12	0	0	1	0	1	16	0	0	1	0	4	0	0	0	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	97.5	"AWI"	97.5	943.5	1442.5	1190.5	2	1	1	39	1	39	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	97	176	0	26	0	0	0	0	0	9	0	0	0	0	3	0	0	4	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	100	"AWI"	100	966	1473	1218	4	0	1	34	2	63	0	0	0	0	0	0	0	0	0	0	1	335	0	4	0	0	1	0	1	0	0	0	0	12	0	0	0	0	0	0	1	0	93	118	0	37	0	0	0	0	2	13	0	0	0	0	2	0	0	5	0	0	6	0
246	250	"Beef Pasture"	37.472418	-108.162002	102.5	"AWI"	102.5	1006	1490.5	1243.5	3	0	1	21	2	53	0	0	0	0	2	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	111	125	0	22	0	0	0	0	3	12	0	0	1	0	5	0	0	4	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	105	"AWI"	105	1041	1513	1270	1	0	1	39	3	74	0	0	0	0	0	0	0	0	0	0	0	239	1	2	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	63	107	0	14	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	9	0
246	250	"Beef Pasture"	37.472418	-108.162002	107.5	"AWI"	107.5	1068.5	1543.5	1298	0	0	1	42	4	60	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	80	147	0	51	0	0	0	0	2	6	0	0	1	0	4	0	0	7	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	110	"AWI"	110	1087	1574	1325	3	0	0	15	0	41	0	0	0	0	0	0	0	0	0	0	1	124	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	76	85	0	27	0	0	0	0	1	9	0	0	0	0	3	1	1	5	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	112.5	"AWI"	112.5	1148.5	1594.5	1349.5	2	0	5	21	2	42	0	0	0	0	0	0	0	0	1	0	0	138	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	92	141	0	33	0	0	0	0	0	7	0	0	1	0	3	0	1	4	0	0	6	0
246	250	"Beef Pasture"	37.472418	-108.162002	115	"AWI"	115	1198	1618	1377	4	0	2	35	1	82	0	0	1	0	0	0	0	0	0	0	0	511	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	39	163	0	49	0	0	0	0	0	13	0	0	1	0	4	0	0	4	0	1	7	0
246	250	"Beef Pasture"	37.472418	-108.162002	117.5	"AWI"	117.5	1233.5	1641.5	1407	4	0	0	26	2	36	0	0	0	1	3	0	0	0	1	0	0	172	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	69	127	0	35	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	8	0
246	250	"Beef Pasture"	37.472418	-108.162002	120	"AWI"	120	1264	1669	1435	2	0	1	25	3	43	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	110	136	0	13	0	0	0	0	1	6	0	0	1	0	0	0	0	3	0	0	7	0
246	250	"Beef Pasture"	37.472418	-108.162002	125	"AWI"	125	1341	1739	1508	9	0	1	49	0	43	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	78	108	0	16	0	0	0	0	1	6	0	0	0	0	1	0	0	7	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	130	"AWI"	130	1375	1872	1573	6	0	0	21	3	38	0	0	0	0	1	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	0	109	104	0	16	0	0	0	0	1	7	0	0	0	0	2	0	0	0	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	135	"AWI"	135	1433	1957	1652	4	0	0	28	1	48	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	77	118	0	7	0	0	0	0	0	7	0	0	0	0	1	0	0	2	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	140	"AWI"	140	1469	2099	1728	6	0	0	23	0	48	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	100	89	0	9	0	0	0	0	2	3	0	0	0	0	2	0	0	1	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	145	"AWI"	145	1530	2168	1808	3	0	0	19	1	52	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	1	0	0	0	0	0	2	0	4	1	0	0	0	0	0	0	0	78	94	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	1	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	150	"AWI"	150	1571	2281	1885	4	0	0	19	7	42	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	95	0	15	0	0	0	0	1	6	0	0	0	0	3	0	0	0	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	155	"AWI"	155	1641	2340	1964	3	0	3	33	4	66	0	0	0	0	0	0	0	0	0	0	0	303	0	2	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	43	150	0	18	0	0	0	0	2	6	0	0	0	0	9	0	0	0	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	160	"AWI"	160	1685	2432	2047	6	0	1	32	6	59	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	3	0	10	0	1	0	0	0	0	0	0	76	168	0	19	0	0	0	0	2	6	0	0	0	0	3	0	0	5	0	0	6	0
246	250	"Beef Pasture"	37.472418	-108.162002	165	"AWI"	165	1766	2486	2125	6	0	3	27	2	60	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	88	113	0	7	0	0	0	0	1	9	0	0	0	0	3	0	0	0	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	175	"AWI"	175	1914	2618	2286	3	0	1	23	0	50	0	0	0	0	0	0	0	0	2	0	0	149	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	43	151	0	5	0	0	0	0	1	4	0	0	0	0	5	0	0	1	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	185	"AWI"	185	2091	2728	2447	1	0	1	56	4	60	0	0	0	0	0	0	0	0	0	0	0	176	0	4	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	53	101	0	20	0	0	0	0	0	8	0	0	0	0	1	0	0	3	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	195	"AWI"	195	2291	2830	2618	2	0	1	37	0	34	0	0	0	0	0	0	0	0	0	0	0	123	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	40	150	0	14	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	205	"AWI"	205	2436	2940	2764	4	0	3	34	3	55	0	0	0	0	0	0	0	0	1	0	0	121	0	6	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	63	86	0	8	0	0	0	0	0	20	0	0	0	0	4	0	0	4	0	0	5	0
246	250	"Beef Pasture"	37.472418	-108.162002	215	"AWI"	215	2561	3068	2852	2	0	1	20	3	40	0	0	0	0	0	0	0	0	1	0	0	111	0	6	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	65	164	0	4	0	0	0	0	1	7	0	0	1	0	8	0	0	5	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	225	"AWI"	225	2690	3184	2945	7	0	1	43	0	62	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	153	0	2	0	0	0	0	0	3	0	0	0	0	8	0	0	2	0	0	4	0
246	250	"Beef Pasture"	37.472418	-108.162002	230	"AWI"	230	2736	3250	2993	13	0	1	19	0	16	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	104	122	0	7	0	0	0	0	0	4	0	0	0	0	5	0	0	2	0	0	2	0
246	250	"Beef Pasture"	37.472418	-108.162002	235	"AWI"	235	2831	3301	3049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	245	"AWI"	245	2965	3491	3216	11	0	0	24	1	26	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	148	100	0	4	0	0	0	0	0	8	0	0	0	0	6	0	0	1	0	0	3	0
246	250	"Beef Pasture"	37.472418	-108.162002	260	"AWI"	260	3185	3914	3555	1	0	0	17	0	14	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	116	167	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	1	0	0	1	0
246	250	"Beef Pasture"	37.472418	-108.162002	267	"AWI"	267	3387	4010	3719	5	0	0	36	0	17	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	106	181	0	3	0	0	0	0	1	2	0	0	0	0	22	0	0	0	0	0	1	0
246	250	"Beef Pasture"	37.472418	-108.162002	275	"AWI"	275	3638	4156	3900	1	0	0	43	0	36	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	7	1	15	0	0	0	0	0	0	0	0	72	61	0	4	0	0	0	0	0	2	0	0	0	0	55	0	0	2	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	285	"AWI"	285	3842	4392	4132	2	0	0	17	0	13	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	113	80	0	5	0	0	0	0	0	5	0	0	0	0	48	0	0	0	0	0	0	0
