"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Liliaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Ulmus"	"Urticaceae"
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	370	"AWI"	370	9553	28607	14248	0	0	0	0	40	0	0	40	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	500	"AWI"	500	14401	39024	19287	0	0	0	15.6521739130435	0	0	0	0	0	0	0	0	14.7826086956522	0	0	0	0	0	0	0	69.5652173913043	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	560	"AWI"	560	17425	45773	21527	0	0	38.8888888888889	0	0	0	0	22.2222222222222	0	0	0	0	22.2222222222222	0	0	0	0	0	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	400	"AWI"	400	10604	31366	15348	0	0	61.5384615384615	0	0	18.4615384615385	0	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0	9.23076923076923	0	0	0	0	0	3.07692307692308	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	530	"AWI"	530	15816	42793	20393	0	0	50	9.09090909090909	4.54545454545455	0	0	0	0	0	0	0	27.2727272727273	0	4.54545454545455	0	0	0	0	0	4.54545454545455	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	470	"AWI"	470	13290	35655	18083	0	0	47.2103004291845	2.78969957081545	8.79828326180258	0	8.15450643776824	0	0	0	2.14592274678112	0	2.36051502145923	0	14.1630901287554	0	0	0	0	0	0	2.57510729613734	0	9.2274678111588	0	0.429184549356223	0	2.14592274678112	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	720	"AWI"	720	26090	59422	27664	5.26315789473684	0	63.1578947368421	0	10.5263157894737	0	0	0	0	0	0	0	0	0	15.7894736842105	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	780	"AWI"	780	27715	63917	30512	0	9.09090909090909	43.0622009569378	0	0	0	0	0	0	0	3.82775119617225	0	3.34928229665072	0.478468899521531	10.5263157894737	0	4.78468899521531	0	1.91387559808612	0	7.6555023923445	0	1.91387559808612	8.61244019138756	0	0	3.82775119617225	0	0.956937799043062	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	810	"AWI"	810	28757	65910	31987	0	0	42.4528301886792	0.943396226415094	4.71698113207547	0	0	0	0	0	0	1.41509433962264	0	0	22.6415094339623	2.83018867924528	0.943396226415094	0	4.71698113207547	0	2.83018867924528	0	4.24528301886792	2.83018867924528	1.88679245283019	0	1.41509433962264	0	4.24528301886792	1.88679245283019
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	840	"AWI"	840	30111	68062	33364	0	0	42.5531914893617	0	0	0	29.7872340425532	0	0	0	0	0	8.51063829787234	0	8.51063829787234	0	4.25531914893617	0	0	0	0	0	0	0	0	0	6.38297872340426	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	870	"AWI"	870	31633	70074	34747	0	0	73.3333333333333	0	0	0	0	6.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	930	"AWI"	930	35805	74202	37462	0	0	82.7586206896552	0	8.04597701149425	0	0	0	1.14942528735632	0	0	0	0	1.14942528735632	0	0	3.44827586206897	0	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	960	"AWI"	960	37173	75933	40827	0	0	60	0	24	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	4	0	0	0
1397	1433	"Kalistratikha Exposure"	53.33333	83.25	990	"AWI"	990	39003	79270	44473	0	0	42.8571428571429	0	13.0434782608696	6.2111801242236	0	0	4.34782608695652	0.62111801242236	0.62111801242236	0	0	0	0.62111801242236	0	13.0434782608696	0	0	0.62111801242236	16.7701863354037	0	0	0	0	0	1.24223602484472	0	0	0
