"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Isoëtes"	"Juniperus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1576	1622	"Leading Tickles"	49.47139	-55.47306	0	"AWI"	0	-132	34	-42	4.41640378548896	0	36.5930599369085	0	0	0	0	20.820189274448	0	0	0	0	0	0	0	0.315457413249211	0	0	0	0	0	0	2.8391167192429	0	2.8391167192429	0	0	27.7602523659306	3.15457413249211	0.315457413249211	0.630914826498423	0	0	0	0	0	0	0	0	0.315457413249211	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	10	"AWI"	10	-24	484	143	1.15273775216138	0	43.5158501440922	0	0	0	0	13.2564841498559	0	0	0	0	0	0	0	1.72910662824208	0	0.288184438040346	0	0	0	0	2.30547550432277	1.44092219020173	5.18731988472623	0	0	26.5129682997118	2.59365994236311	1.15273775216138	0	0.864553314121038	0	0	0	0	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	20	"AWI"	20	77	785	348	0.759493670886076	0	48.6075949367089	0	0	0	0	21.5189873417722	0	0	0	0	0	0	0	1.51898734177215	0	0.253164556962025	0	0	0	0	1.0126582278481	0.253164556962025	3.79746835443038	0	0	17.4683544303797	3.29113924050633	1.51898734177215	0	0	0	0	0	0	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	60	"AWI"	60	667	1808	1170	2.74725274725275	0	17.3076923076923	0	0	0	0	28.8461538461538	0	0	0	0	0	0	0	0.549450549450549	0	0.274725274725275	0	0	0	0	0.274725274725275	0	3.57142857142857	0	0	41.2087912087912	3.57142857142857	0.274725274725275	0.274725274725275	0.824175824175824	0	0	0	0	0	0	0	0.274725274725275	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	100	"AWI"	100	1375	2682	1996	1.94805194805195	0	18.1818181818182	0	0	0	0.974025974025974	38.3116883116883	0	0	0	0	0	0	0	0.324675324675325	0	0	0	0	0	0	0.324675324675325	0	5.19480519480519	0	0	30.5194805194805	2.92207792207792	0.324675324675325	0	0.324675324675325	0	0	0	0	0	0	0.324675324675325	0	0	0.324675324675325	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	120	"AWI"	120	1745	3116	2414	4.79233226837061	0.319488817891374	16.6134185303514	0	0	0	0	28.4345047923323	0.319488817891374	0	0	0	0	0	0	0.319488817891374	0	0	0	0	0	0	0.958466453674121	0.319488817891374	6.0702875399361	0	0	34.8242811501597	5.75079872204473	0	0.638977635782748	0	0	0	0	0.319488817891374	0	0	0.319488817891374	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	140	"AWI"	140	2159	3519	2833	1.89873417721519	0	18.9873417721519	0	0	0	0	41.1392405063291	0	0	0.316455696202532	0	0	0	0	1.26582278481013	0	0.316455696202532	0	0	0	0	0	0.949367088607595	6.0126582278481	0	0	24.6835443037975	4.11392405063291	0	0	0.316455696202532	0	0	0	0	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	160	"AWI"	160	2568	3887	3245	1.88087774294671	0	19.7492163009404	0	0	0	0	42.3197492163009	0	0	0	0	0	0	0	0.626959247648903	0	0	0	0	0.313479623824451	0	0.940438871473354	0.313479623824451	4.70219435736677	0	0	22.884012539185	5.32915360501567	0.313479623824451	0	0.313479623824451	0	0	0	0	0	0	0.313479623824451	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	180	"AWI"	180	3074	4272	3653	2.23642172523962	0	20.7667731629393	0	0	0	0	42.4920127795527	0	0.319488817891374	0	0.319488817891374	0.319488817891374	0	0	1.2779552715655	0	0	0	0	0	0	0.638977635782748	0	5.11182108626198	0	0	18.5303514376997	5.75079872204473	0	0.958466453674121	0	0	0	0	0.638977635782748	0	0	0.638977635782748	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	210	"AWI"	210	3856	4806	4243	11.2391930835735	0	12.3919308357349	0	0	0	0	45.5331412103746	0	0	0	0.288184438040346	0	0	0.288184438040346	1.15273775216138	0	0.288184438040346	0	0	0	0	0	0.288184438040346	2.88184438040346	0	0	20.1729106628242	2.88184438040346	0.864553314121038	0.864553314121038	0.576368876080692	0	0	0	0.288184438040346	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	220	"AWI"	220	4100	5145	4539	5.36277602523659	0	11.0410094637224	0	0	0	0	35.3312302839117	0	0	0	0	0	0	0	0.315457413249211	0	0.315457413249211	0	0	0	0	0	1.89274447949527	0.946372239747634	0	0	27.4447949526814	14.5110410094637	0.315457413249211	0.630914826498423	0.946372239747634	0	0	0	0	0	0	0.946372239747634	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	225	"AWI"	225	4223	5329	4714	5.15151515151515	0	12.1212121212121	0	0	0	0	27.8787878787879	0	0	0	0	0	0	0	1.21212121212121	0	0	0	0	0	0	0.303030303030303	0.303030303030303	0	0	0	36.969696969697	14.2424242424242	0	0.303030303030303	0	0.606060606060606	0	0	0.303030303030303	0	0	0	0.606060606060606	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	230	"AWI"	230	4369	5490	4889	9.3812375249501	0	19.1616766467066	0.199600798403194	0	0	0	40.7185628742515	0	0	0	0	0	0	0.798403193612774	0.399201596806387	0	0.199600798403194	0	0.199600798403194	0	0	0	0.199600798403194	2.79441117764471	0	0	18.1636726546906	6.187624750499	0.199600798403194	0.399201596806387	0.798403193612774	0	0	0	0	0	0	0	0	0	0.199600798403194	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	240	"AWI"	240	4645	5823	5239	4.30379746835443	0	13.1645569620253	0	0	0	0	34.9367088607595	0	0	0	0	0	0	0	0.506329113924051	0	0.253164556962025	0	0	0	0	0	0	0	0	0.253164556962025	32.6582278481013	11.6455696202532	0.253164556962025	0.506329113924051	0	0.253164556962025	0.506329113924051	0	0	0	0	0.759493670886076	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	250	"AWI"	250	5034	6098	5593	7.90697674418605	0	16.5891472868217	0	0	0	0	36.7441860465116	0	0	0	0.310077519379845	0	0	0	0.62015503875969	0	0	0	0	0	0	0	0.775193798449612	4.49612403100775	0	0	14.2635658914729	16.2790697674419	0	0.775193798449612	0.62015503875969	0	0	0	0.310077519379845	0	0	0.155038759689922	0	0	0.155038759689922	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	270	"AWI"	270	5892	6699	6272	1.34048257372654	0	15.0134048257373	0	0	0	0	50.1340482573727	0	0	0	0.268096514745308	0	0	0.536193029490617	0	0	0	0	0	0	0	0	1.07238605898123	2.14477211796247	0	0	20.3753351206434	5.36193029490617	1.07238605898123	1.60857908847185	0.268096514745308	0	0	0	0.804289544235925	0	0	0	0	0	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	275	"AWI"	275	6021	6971	6453	5.49738219895288	0	20.9424083769633	0	0	0	0	36.1256544502618	0.261780104712042	0	0	0	0	0	0	0.523560209424084	0.261780104712042	0	0	0	0	0	0	0.261780104712042	3.40314136125654	0	0	28.0104712041885	2.09424083769634	0.261780104712042	0	0	0.785340314136126	0	0	0	0	0	1.04712041884817	0.261780104712042	0.261780104712042	0	0
1576	1622	"Leading Tickles"	49.47139	-55.47306	310	"AWI"	310	6975	8672	7759	3.88198757763975	0	20.0310559006211	0	0	0	0	39.5962732919255	0	0	0	0	0	0	0.62111801242236	0.46583850931677	0	0.31055900621118	0	0.15527950310559	0	0	0	0.46583850931677	2.17391304347826	0	0	27.9503105590062	1.5527950310559	0.46583850931677	1.08695652173913	0.46583850931677	0	0	0	0.46583850931677	0	0	0.15527950310559	0	0	0	0.15527950310559
1576	1622	"Leading Tickles"	49.47139	-55.47306	320	"AWI"	320	7277	9063	8145	2.67062314540059	0	19.5845697329377	0	0	0	0	26.4094955489614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593471810089021	0.890207715133531	4.74777448071217	0	0	40.9495548961424	2.67062314540059	0.29673590504451	0.29673590504451	0	0	0	0	0.593471810089021	0	0	0.29673590504451	0	0	0	0
