"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
660	678	"Lac Demain"	62.05	-118.7	0	"AWI"	0	-116	53	-32	23.7226277372263	0	0	0.364963503649635	0	32.8467153284672	0	0	0.364963503649635	0	1.45985401459854	0	0.364963503649635	0	0.72992700729927	0	0	1.82481751824817	0	35.7664233576642	0	0.72992700729927	0	0	0	0	1.82481751824817	0	0
660	678	"Lac Demain"	62.05	-118.7	10	"AWI"	10	141	1025	496	11.6279069767442	0.193798449612403	0	0.193798449612403	0	16.4728682170543	0	0	0	0	1.93798449612403	0	0.387596899224806	0	0	0	0	0	48.4496124031008	19.5736434108527	0	0	0	0.193798449612403	0	0	0.968992248062015	0	0
660	678	"Lac Demain"	62.05	-118.7	20	"AWI"	20	546	1635	1067	22.8956228956229	0	0	0	0	32.996632996633	0	0	0	0.336700336700337	3.36700336700337	0	0	0	0	0	0	1.34680134680135	0	32.3232323232323	0	2.69360269360269	0	0	0	0	4.04040404040404	0	0
660	678	"Lac Demain"	62.05	-118.7	30	"AWI"	30	1050	2159	1636	15.8836689038031	0	0	0	0	17.8970917225951	0	0	0	0.223713646532438	0.223713646532438	0	0	0	0	0	0.447427293064877	1.56599552572707	46.9798657718121	13.4228187919463	0	1.11856823266219	0	0	0	0	2.23713646532438	0	0
660	678	"Lac Demain"	62.05	-118.7	40	"AWI"	40	1652	2576	2203	31.8021201413428	0	0.353356890459364	0	0	29.3286219081272	0	0	0	0	1.06007067137809	0.353356890459364	0.706713780918728	0	0.353356890459364	0	0	0.706713780918728	0	32.5088339222615	0	0.353356890459364	0	0.353356890459364	0	0	1.76678445229682	0.353356890459364	0
660	678	"Lac Demain"	62.05	-118.7	50	"AWI"	50	2449	2981	2712	13.1111111111111	0	0	0.666666666666667	0	18.6666666666667	0	0	0	0	0.666666666666667	0	0	0	0	0	0	2	45.1111111111111	17.7777777777778	0	0.666666666666667	0	0.222222222222222	0	0	1.11111111111111	0	0
660	678	"Lac Demain"	62.05	-118.7	60	"AWI"	60	2791	3538	3149	27.2030651340996	0	0	0.383141762452107	0	34.0996168582375	0	0	0	0	0	0	0	0	0.766283524904214	0	0	0.766283524904214	0	33.3333333333333	0	0.766283524904214	0	0	0	0	2.68199233716475	0	0
660	678	"Lac Demain"	62.05	-118.7	70	"AWI"	70	3291	3970	3587	30.0353356890459	0.353356890459364	0	0	0	33.5689045936396	0	0	0	0.353356890459364	0.706713780918728	0	0	0.353356890459364	0.353356890459364	0	0.706713780918728	1.06007067137809	0	29.6819787985866	0	0.353356890459364	0	0	0	0	2.47349823321555	0	0
660	678	"Lac Demain"	62.05	-118.7	80	"AWI"	80	3893	5470	4547	27.1428571428571	0	0	0.357142857142857	0	30.7142857142857	0	0	0	0	0.714285714285714	0	0.357142857142857	0	0.714285714285714	0	0	3.21428571428571	0	33.5714285714286	0	0.357142857142857	0	0	0	0	2.85714285714286	0	0
660	678	"Lac Demain"	62.05	-118.7	90	"AWI"	90	4849	6628	5804	21.0216110019646	0	0	1.76817288801572	0	15.7170923379175	0	0	0	0	0	0	0.196463654223969	0	0.392927308447937	0	0.196463654223969	0.982318271119843	47.5442043222004	9.82318271119843	0	0.392927308447937	0	0	0	0	1.96463654223969	0	0
660	678	"Lac Demain"	62.05	-118.7	100	"AWI"	100	6381	7376	7022	34.9557522123894	0	0.442477876106195	0	0	36.7256637168142	0	0	0	0	0.884955752212389	0.884955752212389	0	0	0	0.442477876106195	0.884955752212389	5.75221238938053	0	15.4867256637168	0	0	0	0	0.442477876106195	0	3.09734513274336	0	0
660	678	"Lac Demain"	62.05	-118.7	110	"AWI"	110	7264	8150	7692	30.0925925925926	0	0	0.462962962962963	0	46.2962962962963	0	0	0	0	1.38888888888889	0.462962962962963	0	0	0.462962962962963	0	0.925925925925926	4.62962962962963	0	4.62962962962963	0	2.31481481481481	0	0	0	0	8.33333333333333	0	0
660	678	"Lac Demain"	62.05	-118.7	120	"AWI"	120	7815	8728	8231	12.3595505617978	0	0	3.37078651685393	0	67.4157303370787	0	0	0	0	1.12359550561798	1.12359550561798	0	0	0.561797752808989	0	0	5.61797752808989	0	3.93258426966292	0	1.68539325842697	0	1.12359550561798	1.12359550561798	0	0	0.561797752808989	0
660	678	"Lac Demain"	62.05	-118.7	130	"AWI"	130	8295	9400	8770	1.75097276264591	0.194552529182879	0	0.778210116731518	0	21.4007782101167	0	0	0	0.583657587548638	2.52918287937743	0.389105058365759	0	0.194552529182879	0.583657587548638	0	0	0.194552529182879	66.147859922179	1.94552529182879	0	0.778210116731518	0	0.583657587548638	0	0	1.75097276264591	0.194552529182879	0
660	678	"Lac Demain"	62.05	-118.7	140	"AWI"	140	8707	10103	9328	0	0	0	2.55474452554745	0	25	0	0	0	0	0.912408759124087	0	0	0	0.547445255474453	0	0	0.547445255474453	62.2262773722628	1.09489051094891	0	2.00729927007299	0.182481751824818	0.912408759124087	0	0	3.64963503649635	0	0.364963503649635
660	678	"Lac Demain"	62.05	-118.7	150	"AWI"	150	9149	10713	9891	1.30718954248366	0	0.217864923747277	1.30718954248366	0	44.2265795206972	0.435729847494553	0	0	0	3.26797385620915	0	0	0	0.871459694989107	0	0	0	43.7908496732026	0.435729847494553	0	0.871459694989107	0	0	0	0	3.26797385620915	0	0
