"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Thuja"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	300	"AWI"	300	7286	8032	7584	4	0	34	0	2	0	35	0	0	0	1	0	0	148	0	0	1	0	0	0	7	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	1	0	26	0	1	0	0	0	4	15	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	320	"AWI"	320	7490	8529	7911	4	0	20	0	1	0	14	0	0	0	0	0	0	11	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	34	0	0	0	0	0	4	15	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	330	"AWI"	330	7603	8796	8083	0	0	0	1	0	0	35	0	0	0	0	0	2	26	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	49	0	0	0	0	0	0	14	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	340	"AWI"	340	7722	9019	8244	2	0	0	2	0	0	24	0	0	1	0	1	5	23	0	0	2	0	0	0	8	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	1	0	0	8	0	0	0	0	0	2	4	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	350	"AWI"	350	7836	9236	8404	6	0	21	0	0	0	33	0	0	1	0	0	7	16	0	0	1	0	0	2	8	2	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	3	0	0	5	0	0	0	0	0	4	2	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	20	"AWI"	20	135	1770	746	1	0	0	0	3	0	198	0	0	0	0	0	14	4	0	0	0	25	10	23	0	0	0	0	1	0	0	0	0	16	34	0	0	0	1	0	0	9	1	0	0	1	0	0	9	0	0	0	0	4	37	9	17
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	40	"AWI"	40	739	2747	1665	1	0	0	1	1	0	132	0	0	2	0	0	3	98	0	0	0	15	0	0	4	0	0	0	0	0	0	0	0	6	62	0	0	0	0	0	0	11	0	0	0	1	0	0	5	0	1	0	7	3	9	4	2
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	60	"AWI"	60	1478	3493	2578	0	0	0	0	0	0	92	0	0	0	0	0	3	34	0	0	0	6	0	1	1	0	0	0	0	2	0	0	0	5	38	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	3	6	8	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	80	"AWI"	80	2528	4009	3508	1	0	0	0	1	0	59	0	0	1	0	1	1	53	0	0	0	1	0	0	0	0	0	0	2	10	0	0	0	1	45	0	0	0	0	0	0	11	0	0	0	0	1	0	10	1	0	1	0	2	82	10	2
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	100	"AWI"	100	3672	4561	4109	0	0	0	0	0	0	49	0	0	0	0	1	2	72	0	0	0	2	21	0	3	0	0	4	0	2	0	0	0	0	73	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	3	1	127	13	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	120	"AWI"	120	4036	5013	4537	0	0	0	0	0	0	101	0	0	0	0	0	1	48	0	0	0	22	28	0	6	0	6	0	0	5	0	0	0	0	42	86	0	0	0	0	0	26	0	1	0	2	2	0	1	0	1	0	0	3	79	15	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	140	"AWI"	140	4454	5362	4959	0	0	0	1	0	0	53	0	0	0	0	0	1	15	0	0	0	4	16	0	6	0	0	4	0	77	0	0	0	0	12	130	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	1	64	8	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	160	"AWI"	160	5035	5676	5402	0	0	0	0	0	0	59	0	0	0	0	0	0	53	0	0	0	0	0	0	4	0	0	0	0	29	0	0	0	1	46	191	0	0	0	0	0	31	0	0	0	1	0	1	0	1	3	0	0	1	86	16	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	165	"AWI"	165	5200	5810	5550	2	0	0	0	1	0	39	0	0	0	0	0	2	1	1	0	0	4	0	3	1	0	0	0	0	60	0	0	0	0	17	125	0	0	0	0	0	15	0	0	0	0	0	1	5	0	0	2	0	3	51	7	1
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	170	"AWI"	170	5278	6047	5686	0	0	76	0	2	0	164	0	0	2	0	1	11	4	0	0	0	2	0	16	9	0	0	0	0	160	0	0	1	8	86	432	0	0	0	0	0	40	0	1	0	1	0	0	41	2	0	0	0	4	247	13	2
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	175	"AWI"	175	5512	6115	5839	0	0	6	1	0	0	206	0	0	1	0	0	7	2	0	0	0	9	0	3	11	0	0	0	0	30	0	0	0	3	42	443	0	0	0	0	0	31	0	0	0	0	0	0	13	3	0	0	0	4	226	11	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	180	"AWI"	180	5620	6267	5995	0	0	17	0	0	0	130	0	0	0	0	0	3	7	0	0	0	0	0	5	8	0	0	0	0	62	0	0	0	2	30	498	0	0	0	0	0	36	0	0	0	0	0	0	14	1	1	0	0	1	259	9	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	190	"AWI"	190	5767	6418	6126	3	0	108	1	1	0	128	0	0	0	2	1	19	8	0	0	0	0	30	29	10	0	0	0	0	10	0	0	0	2	113	257	0	0	0	0	0	39	0	0	0	0	1	0	13	5	5	1	0	2	113	14	2
