"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Allophylus"	"Alnus"	"Alstroemeriaceae"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Araucaria"	"Arecaceae"	"Asteraceae"	"Banara"	"Begoniaceae"	"Calliandra"	"Caprifoliaceae"	"Caryophyllaceae"	"Cecropia"	"Cedrela"	"Celtis"	"Chrysophyllum"	"Clethra"	"Clusia"	"Convolvulaceae"	"Cupressaceae"	"Cyathea cf. C. delgadoi"	"Cyperaceae"	"Daphnopsis"	"Didymopanax"	"Drimys"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fuchsia"	"Gordonia"	"Griselinia"	"Hedyosmum"	"Hieronyma"	"Ilex"	"Indeterminable"	"Iridaceae"	"Isoëtes"	"Lamanonia"	"Lamiaceae"	"Lithraea"	"Loranthaceae"	"Luehea"	"Lythraceae"	"Malvaceae"	"Melastomataceae"	"Meliosma"	"Myrsine"	"Myrtaceae"	"Nothofagus"	"Nyctaginaceae"	"Ocotea"	"Oreopanax"	"Ouratea"	"Oxalidaceae"	"Peraceae"	"Phyllanthaceae"	"Pinus"	"Piper"	"Piptadenia"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygalaceae"	"Proteaceae"	"Prunus"	"Psychotria"	"Ranunculaceae"	"Rhamnus"	"Roupala"	"Rubiaceae"	"Sapindaceae"	"Solanaceae"	"Styrax"	"Symplocos"	"Tapirira"	"Trema"	"Trichilia"	"Urticaceae"	"Verbenaceae"	"Weinmannia"	"Xyridaceae"	"Zanthoxylum"
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	0	"AWI"	0	-137	23	-49	1.15740740740741	0.231481481481481	0	0	0	0	0	4.16666666666667	0.694444444444444	0	0	0	0	0	0	0	0	0.462962962962963	0	0	0	0	0.231481481481481	0.694444444444444	32.4074074074074	0	0	0.925925925925926	0	0	0	0	0	0	0.462962962962963	0	0	2.08333333333333	2.08333333333333	0	0	0	0	0	0	0	0	0	5.32407407407407	0	4.39814814814815	3.00925925925926	0	0	0.231481481481481	0	0	0	0	0	0.231481481481481	0.231481481481481	0	0	32.1759259259259	3.24074074074074	0	0	0	0	0	0.231481481481481	0.231481481481481	0	0	0.462962962962963	0	0.925925925925926	0	0.925925925925926	0	2.08333333333333	0.231481481481481	0.231481481481481	0.231481481481481	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	5	"AWI"	5	-62	210	61	1.09649122807018	0.219298245614035	0	0	0	0	0	2.85087719298246	2.41228070175439	0	0	0	0	0	0	0.657894736842105	0	0.219298245614035	0	0	0	0	0	0.87719298245614	13.5964912280702	0	0.219298245614035	2.63157894736842	0	0	0	0	0	0.219298245614035	0.43859649122807	0	0	4.16666666666667	3.50877192982456	0	0	0.219298245614035	0	0	0.43859649122807	0	0	0	6.35964912280702	0	6.35964912280702	5.48245614035088	0	0	0	0	0	0	0	0	0	0.219298245614035	0	0	31.359649122807	2.85087719298246	0	0.219298245614035	0	0	0.219298245614035	0.219298245614035	0	0	0	0.43859649122807	0	1.97368421052632	0	0.219298245614035	0	2.63157894736842	0	7.67543859649123	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	10	"AWI"	10	-20	434	168	2.23214285714286	0	0	0	0	0	0	3.79464285714286	3.57142857142857	0	0	0.223214285714286	0	0	0	0.223214285714286	0	0	0	0.669642857142857	0	0	0	0.892857142857143	7.14285714285714	0	0	1.78571428571429	0.223214285714286	0	0	0	0	0.223214285714286	0.892857142857143	0	0	3.79464285714286	6.69642857142857	0	0.223214285714286	0.223214285714286	0	0	0	0	0	0	4.91071428571429	0	6.91964285714286	7.58928571428571	0	0	0	0	0	0	0	0	0	1.11607142857143	0	0	26.7857142857143	1.78571428571429	0	0.223214285714286	0	0	0	0	0	0	0	0	0	2.45535714285714	0	0.446428571428571	0	2.67857142857143	0.223214285714286	12.0535714285714	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	15	"AWI"	15	81	498	303	1.3215859030837	0	0	0.220264317180617	0	0	0	1.98237885462555	2.42290748898678	0	0	0	0	0	0	0	0	1.10132158590308	0	0.220264317180617	0	0	0	0.66079295154185	7.04845814977974	0	0	2.86343612334802	0	0	0	0	0	0.66079295154185	0.220264317180617	0	0	5.06607929515418	3.52422907488987	0	0.220264317180617	0.220264317180617	0	0	0	0	0	0	8.59030837004405	0	6.6079295154185	5.06607929515418	0	0	0	0	0	0	0	0	0	0	0	0	29.9559471365639	2.42290748898678	0	0.220264317180617	0.440528634361234	0	0	0	0	0	0	0.66079295154185	0.220264317180617	2.86343612334802	0.220264317180617	0.440528634361234	0	0.66079295154185	0	13.8766519823789	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	20	"AWI"	20	248	604	445	3.75	0	0	0	0	0	0	3.75	2.70833333333333	0	0	0.208333333333333	0	0	0	0.208333333333333	0	0.208333333333333	0	0.208333333333333	0	0	0	0	6.04166666666667	0	0	1.04166666666667	0	0	0	0	0	0.208333333333333	0.416666666666667	0.208333333333333	0	2.91666666666667	5	0	0.416666666666667	0.625	0	0	0	0	0	0	4.58333333333333	0.416666666666667	7.91666666666667	5.41666666666667	0	0	0	0	0	0	0	0	0	0.416666666666667	0	0	27.9166666666667	2.08333333333333	0	0	0	0	0	0.208333333333333	0	0	0	0	0.208333333333333	1.875	0	0.208333333333333	0	2.70833333333333	0	17.9166666666667	0.208333333333333	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	25	"AWI"	25	522	837	649	1.27931769722815	0.426439232409382	0	0	0	0	0	1.27931769722815	3.83795309168444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639658848614073	4.90405117270789	0	0	1.70575692963753	0	0	0	0	0	0.852878464818763	0.213219616204691	0	0	3.19829424307036	4.90405117270789	0	0.213219616204691	0.213219616204691	0	0	0	0	0	0	5.54371002132196	0	10.0213219616205	4.05117270788913	0	0	0.426439232409382	0	0.213219616204691	0	0	0	0	0	0	0	28.5714285714286	2.77185501066098	0	0	0.639658848614073	0	0	0.213219616204691	0	0	0	0.426439232409382	0	2.98507462686567	0	0.426439232409382	0	1.27931769722815	0.213219616204691	18.5501066098081	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	27.5	"AWI"	27.5	548	1083	746	3.05676855895197	0	0	0	0	0	0	1.09170305676856	4.14847161572052	0	0	0.218340611353712	0	0	0	0	0	0	0	0.873362445414847	0	0	0	0.655021834061135	3.93013100436681	0	0	1.31004366812227	0	0	0	0	0	0.436681222707424	0.436681222707424	0.436681222707424	0	5.24017467248908	5.67685589519651	0	0.218340611353712	0.218340611353712	0.436681222707424	0	0	0	0	0	5.02183406113537	0	5.67685589519651	5.02183406113537	0	0	0	0	0.218340611353712	0	0	0	0	0	0	0	28.3842794759825	1.52838427947598	0	0	0.873362445414847	0	0	0	0	0	0	0.218340611353712	0	2.62008733624454	0	0	0	0.873362445414847	0	20.9606986899563	0.218340611353712	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	30	"AWI"	30	674	1341	968	2.15982721382289	0	0.215982721382289	0	0	0	0	1.9438444924406	2.37580993520518	0	0	0.215982721382289	0	0	0	0.431965442764579	0	0.431965442764579	0	0.215982721382289	0	0	0	0.647948164146868	6.69546436285097	0	0	1.29589632829374	0	0	0	0	0	0	0.431965442764579	0.215982721382289	0.215982721382289	5.18358531317495	7.55939524838013	0	0.215982721382289	0.215982721382289	0.431965442764579	0	0	0	0	0	3.67170626349892	0.431965442764579	6.91144708423326	5.18358531317495	0	0	0	0	0	0	0	0	0	1.29589632829374	0	0	25.4859611231102	1.29589632829374	0	0	0	0	0	0	0	0	0	0	0	2.59179265658747	0.647948164146868	0.215982721382289	0	5.18358531317495	0	15.5507559395248	0.215982721382289	0.215982721382289
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	32.5	"AWI"	32.5	766	1680	1237.5	1.44927536231884	0.20703933747412	0	0	0	0	0	1.44927536231884	1.65631469979296	0	0	0	0	0	0	0.41407867494824	0	0.20703933747412	0	0.41407867494824	0	0	0	0.62111801242236	3.31262939958592	0	0	1.44927536231884	0	0	0	0	0	0.62111801242236	0.41407867494824	0	0	5.79710144927536	4.34782608695652	0	0.41407867494824	0.20703933747412	0.41407867494824	0	0	0	0	0	6.2111801242236	0	5.38302277432712	4.55486542443064	0.20703933747412	0	0	0	0	0	0	0	0	0.62111801242236	0	0	30.6418219461698	2.27743271221532	0	0	0.62111801242236	0	0	0	0	0	0	0.20703933747412	0.20703933747412	3.1055900621118	0	0	0.20703933747412	1.65631469979296	0	20.703933747412	0	0
1120	1154	"Morro de Itapeva"	-22.78333	-45.53333	35	"AWI"	35	843	2091	1492	0.871459694989107	0	0	0	0	0	0	0.65359477124183	3.26797385620915	0	0	0	0	0	0	0.217864923747277	0	0.435729847494553	0	0.217864923747277	0	0	0	0.217864923747277	3.92156862745098	0	0	2.61437908496732	0	0	0	0	0	0.435729847494553	0.435729847494553	0	0	2.61437908496732	5.66448801742919	0	0.217864923747277	0.435729847494553	0	0	0	0	0	0	6.5359477124183	0	6.97167755991285	4.35729847494553	0	0	0	0	0	0	0	0	0	0.217864923747277	0	0	28.1045751633987	1.52505446623094	0	0	0	0	0	0	0	0	0	0	0.217864923747277	1.74291938997821	0	0.435729847494553	0	1.30718954248366	0	25.9259259259259	0.435729847494553	0
