"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
797	820	"Lac Faribault"	58.86694	-71.71694	65	"AWI"	65	4001	5108	4501	0	0	0	0.341296928327645	1.02389078498294	0	62.1160409556314	0	0	0	0	13.3105802047782	3.7542662116041	0	0	0	0	16.382252559727	0	0	0	0.341296928327645	0	0.341296928327645	0	0	1.36518771331058	0	0	0.341296928327645	0	0	0	0.68259385665529	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	67	"AWI"	67	4044	5315	4580	0	0	0	0	0.78740157480315	0	80.3149606299213	0	0	0	0.26246719160105	9.18635170603675	1.0498687664042	0	0	0	0	2.88713910761155	0	0	0.26246719160105	0.26246719160105	0.26246719160105	0	0	3.41207349081365	0.5249343832021	0	0	0.26246719160105	0.5249343832021	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	70	"AWI"	70	4086	5648	4693	0	0	0	1.00671140939597	1.34228187919463	0	73.1543624161074	0	0	0	0	16.7785234899329	4.36241610738255	0	0	0	0.335570469798658	0.335570469798658	0	0	0	0.671140939597315	0	0	0	0	1.67785234899329	0	0.335570469798658	0	0	0	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	72	"AWI"	72	4163	5780	4797	0	0	29.925187032419	0.249376558603491	1.24688279301746	0	47.1321695760599	0	0	0.249376558603491	0	13.216957605985	2.49376558603491	0	0	0	0	0	0.249376558603491	0	0	0	0	0	0	0	3.49127182044888	0	0	0	1.24688279301746	0	0	0	0	0	0	0	0	0.498753117206983	0
797	820	"Lac Faribault"	58.86694	-71.71694	75	"AWI"	75	4242	6028	4948	0	0	0	0	2.19435736677116	0.940438871473354	48.58934169279	0	0	0.940438871473354	0	36.6771159874608	6.26959247648903	0	0	0	0	0	0	0	0.313479623824451	0	0	0.313479623824451	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0.313479623824451	0
797	820	"Lac Faribault"	58.86694	-71.71694	77	"AWI"	77	4283	6265	5044	0	0	0	0.589970501474926	4.12979351032448	0.884955752212389	19.76401179941	0	0	0	0	43.6578171091445	7.07964601769912	0	0	0	0	0.294985250737463	0	0	0	0	0	0	0	5.89970501474926	8.25958702064897	0	0	0	0.589970501474926	0	0	0	8.84955752212389	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	78	"AWI"	78	4302	6374	5086	0	0	20.327868852459	0.327868852459016	6.22950819672131	2.29508196721311	15.7377049180328	0	0	0	0	23.2786885245902	7.86885245901639	0	0.327868852459016	0	0	0	0	0	0	0	0	0	0	8.19672131147541	13.7704918032787	0	0	0.655737704918033	0.655737704918033	0	0	0	0	0	0	0	0.327868852459016	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	80	"AWI"	80	4337	6619	5172	0	0	13.3333333333333	1.40350877192982	4.21052631578947	3.15789473684211	10.5263157894737	0	0	0	0	27.3684210526316	2.10526315789474	0	0	0	0	0	0	0	0	1.05263157894737	0	0	0	10.1754385964912	11.9298245614035	0	0.350877192982456	0	2.10526315789474	0	0	0	12.280701754386	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	82	"AWI"	82	4408	6768	5278	0	0	16.9642857142857	0.892857142857143	4.01785714285714	2.00892857142857	17.1875	0	0.223214285714286	0	0	16.7410714285714	1.5625	0	0	0	0.223214285714286	0	0	0	0	0	0	0	0	14.2857142857143	24.1071428571429	0	0.669642857142857	0.892857142857143	0	0.223214285714286	0	0	0	0	0	0	0	0	0
797	820	"Lac Faribault"	58.86694	-71.71694	85	"AWI"	85	4508	6950	5428	0	0	18.8264058679707	1.22249388753056	3.66748166259169	1.71149144254279	8.55745721271394	0	0	0.244498777506112	0	9.29095354523227	0	1.9559902200489	0	0	0	0	0	0	0.244498777506112	0	0	0	0	9.53545232273839	12.4694376528117	0	0.488997555012225	0.244498777506112	0.244498777506112	0	0	0	31.0513447432763	0	0.244498777506112	0	0	0	0
