"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
842	871	"Lac à St-Germain"	45.94583	-74.37083	712	"AWI"	712	11562	13223	12402	0.235849056603774	0	3.5377358490566	0	0	3.30188679245283	0	0	29.9528301886792	0	0	0.235849056603774	0	0	0.707547169811321	12.2641509433962	0	0	0	0	0	0	0	0.235849056603774	0	0	0	0	0	0	0	0	0	3.06603773584906	13.6792452830189	11.3207547169811	0	0	0	1.41509433962264	0	0	0.471698113207547	0	16.9811320754717	0	0	0	0.707547169811321	1.88679245283019	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	718	"AWI"	718	11649	13361	12502	0	0	0	0.218340611353712	0	1.31004366812227	0	0	9.38864628820961	0	0.436681222707424	0.655021834061135	0	0	1.09170305676856	31.6593886462882	0	0	0.436681222707424	0	0	0	0	0.873362445414847	0	0.218340611353712	1.31004366812227	0	0	0	0	0	0	0	16.8122270742358	12.2270742358079	0	0	0	2.83842794759825	0	0	1.09170305676856	0	17.9039301310044	0	0	0	0.218340611353712	1.31004366812227	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	740	"AWI"	740	11943	13910	12870	0	0	1.35869565217391	0	0	4.34782608695652	0	0	3.53260869565217	0	0	0.543478260869565	0	0	1.35869565217391	41.8478260869565	0	0	0	1.6304347826087	0	0	0	0.815217391304348	0	0	0	0	0	0	0	0	0	0	0	27.7173913043478	0	0	0	2.98913043478261	0	0	2.71739130434783	0	10.8695652173913	0	0	0	0	0.271739130434783	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	750	"AWI"	750	12077	14136	13047	0	0	1.41843971631206	0.354609929078014	0	4.43262411347518	0	0	5.67375886524823	0	0.177304964539007	1.06382978723404	0	0.177304964539007	1.06382978723404	37.5886524822695	0	0.177304964539007	0	1.06382978723404	0	0	0	0	0	0	1.24113475177305	0	0	0	0.177304964539007	0	0	0	12.9432624113475	21.6312056737589	0	0	0	1.95035460992908	0.177304964539007	0	3.01418439716312	0	3.90070921985816	0	0	0	0	1.77304964539007	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	760	"AWI"	760	12219	14396	13228	0.213675213675214	0	0	0.641025641025641	0	0.641025641025641	0	0	3.63247863247863	0	0.213675213675214	0.854700854700855	0	0	2.35042735042735	19.4444444444444	0	0.427350427350427	0	0	0.213675213675214	2.35042735042735	0	1.06837606837607	0	0	1.06837606837607	0	0	0	0	0	0	0	13.8888888888889	32.9059829059829	0	0	0	2.77777777777778	0	0	2.77777777777778	0	13.8888888888889	0	0	0	0	0.641025641025641	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	770	"AWI"	770	12352	14634	13408	0	0	2.03562340966921	0.254452926208651	0	3.05343511450382	1.27226463104326	0	11.704834605598	0	0.508905852417303	0	0	0	3.05343511450382	6.87022900763359	0.254452926208651	0.508905852417303	0	0	0.508905852417303	0	0	1.78117048346056	0.508905852417303	0	2.29007633587786	0	0	0	0	0	0.763358778625954	0	16.2849872773537	13.4860050890585	0	2.03562340966921	0	10.941475826972	0	0	0.508905852417303	0	19.5928753180662	0	0	0	0	1.78117048346056	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	780	"AWI"	780	12476	14865	13581	0	0	0	0	0	0.99009900990099	0	0	25.7425742574257	0	0.99009900990099	1.98019801980198	0	0	4.95049504950495	10.8910891089109	0	0	0	0	1.98019801980198	0	0	0.99009900990099	2.97029702970297	0	0	0	0	0	0	0	0	0	0	17.8217821782178	0	0	0	5.94059405940594	0	0	0.99009900990099	0	19.8019801980198	0	0	0	2.97029702970297	0.99009900990099	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	5	"AWI"	5	-107	193	2	0.231481481481481	0	3.24074074074074	0	0	0.231481481481481	0	0	55.5555555555556	0	0	0.231481481481481	0	0	0.462962962962963	0.462962962962963	0	0	0	0	5.78703703703704	1.38888888888889	0	0	1.62037037037037	0	0	0	0	0	0	0	1.15740740740741	6.48148148148148	14.8148148148148	2.31481481481481	0	0	0	3.93518518518519	0	0	0	0.231481481481481	0	0	0	0	1.15740740740741	0.694444444444444	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	25	"AWI"	25	12	890	310	0.347222222222222	0	0	0.173611111111111	0	0	0	0	49.8263888888889	0	0.173611111111111	0	0	0	0.694444444444444	1.21527777777778	0	0	0.173611111111111	0	7.63888888888889	2.08333333333333	0	0	1.04166666666667	0.520833333333333	0.694444444444444	0.347222222222222	0	0	0	0	0.347222222222222	0	22.5694444444444	0.694444444444444	0	0	0	2.43055555555556	0	0	0	0	0	0	0	0	7.63888888888889	1.38888888888889	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	50	"AWI"	50	262	1449	729	0.473372781065089	0	2.36686390532544	0	0	0.236686390532544	0	0	49.3491124260355	0	0.473372781065089	0	0.118343195266272	0	0.236686390532544	1.30177514792899	0	0	0	0	8.5207100591716	1.42011834319527	0	0.473372781065089	1.06508875739645	0.118343195266272	0.828402366863905	0.473372781065089	0	0	0.591715976331361	0	0.473372781065089	0	16.2130177514793	1.53846153846154	0	0	0	2.84023668639053	0	0	0.118343195266272	0	0	0	0	0	7.69230769230769	3.07692307692308	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	75	"AWI"	75	555	1956	1155	0.221729490022173	0	1.99556541019956	0	0	0.665188470066519	0	0	57.2062084257206	0	0.221729490022173	0	0	0	0.665188470066519	3.10421286031042	0	0	0	0	12.4168514412417	1.77383592017738	0.221729490022173	0.443458980044346	1.10864745011086	0	0.665188470066519	1.10864745011086	0	0	0	0	0.221729490022173	0	0	0.665188470066519	0	0	0	1.55210643015521	0	0	0	0	0	0	0	0	13.5254988913525	2.21729490022173	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	100	"AWI"	100	872	2419	1585	0	0	0	0	0	0	0	0	53.7463976945245	0	0.432276657060519	0.144092219020173	0	0	0.288184438040346	0.720461095100865	0	0	0.144092219020173	0	10.2305475504323	3.1700288184438	0	0.144092219020173	1.15273775216138	0.144092219020173	0	0.576368876080692	0	0	0.144092219020173	0	0.864553314121038	0	11.0951008645533	1.15273775216138	0	0	0	4.46685878962536	0	0	0.144092219020173	0	0	0	0	0	8.78962536023055	2.44956772334294	0
842	871	"Lac à St-Germain"	45.94583	-74.37083	125	"AWI"	125	1246	2838	2014	0.732600732600733	0	1.83150183150183	0.0915750915750916	0	0.183150183150183	0	0	43.956043956044	0	0.183150183150183	0	0.0915750915750916	0	0.366300366300366	0.824175824175824	0	0	0	0	11.2637362637363	1.28205128205128	0	0.0915750915750916	1.55677655677656	0	0.549450549450549	0.457875457875458	0	0	0	0	0.549450549450549	1.55677655677656	21.5201465201465	0.732600732600733	0	0	0	2.28937728937729	0	0	0	0	0	0	0	0	7.50915750915751	2.38095238095238	0
