"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Tsuga"	"Viburnum"
329	336	"Candelabra Lake"	61.68333	-130.65	1	"AWI"	1	-117	63	-30	2.56410256410256	0	0	0	0	0	0	7.69230769230769	0	0	0	0	1.28205128205128	0	0	0	0	0	0	0	0	87.1794871794872	0	0	0	0	0	0	0	0	0	0	1.28205128205128	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	9	"AWI"	9	-57	602	144	0	0	0	0	0	5.26315789473684	0	84.2105263157895	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	13	"AWI"	13	4	752	255	2.00803212851406	0	0	0	0	1.60642570281124	0	55.421686746988	0	0.401606425702811	0	0.401606425702811	9.63855421686747	0	0	0.803212851405622	0	0	0	0	0	22.8915662650602	0	0	1.60642570281124	0	0	0	0	0	0	0.803212851405622	4.01606425702811	0	0	0.401606425702811	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	17	"AWI"	17	42	853	370	5.88235294117647	0	0	0	0	0	0	22.5490196078431	0	0	0	0	1.96078431372549	0	0	0.980392156862745	0	0	0	0	0	68.6274509803922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	21	"AWI"	21	100	1011	473	1.08108108108108	0	0	0	0	0	0	37.2972972972973	0	0	0	0.540540540540541	3.78378378378378	0	0	0.540540540540541	0	0	0	0	0.540540540540541	52.972972972973	0	0	0.540540540540541	0	0	0	0	0	0	0	2.7027027027027	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	25	"AWI"	25	181	1100	582	2.67857142857143	0	0	0	0	0	0	87.0535714285714	0	0	0	0.446428571428571	4.46428571428571	0	0	0.446428571428571	0	0	0	0	0	0	0	0	0.446428571428571	0	0	0	0.446428571428571	0	0	0	3.57142857142857	0	0	0	0.446428571428571	0
329	336	"Candelabra Lake"	61.68333	-130.65	29	"AWI"	29	225	1224	691	3.36134453781513	0	0	0	0	0.420168067226891	0	29.8319327731092	0	0	0	0	2.52100840336134	0	0	0	0	0	0	0	0	57.9831932773109	0	0	1.26050420168067	0	0	0	0	0	0	0	4.6218487394958	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	33	"AWI"	33	357	1301	797	3.9568345323741	0	0	0	0	2.15827338129496	0	26.978417266187	0	0	0	0.719424460431655	1.43884892086331	0	0	0	0	0	0	0	0	62.589928057554	0	0	0.719424460431655	0	0	0	0	0	0	0	1.43884892086331	0	0	0	0	0
329	336	"Candelabra Lake"	61.68333	-130.65	37	"AWI"	37	459	1391	908	3.34728033472803	0	0	0	0	2.09205020920502	0	26.3598326359833	0	0	0	0.836820083682008	1.25523012552301	0	0	0	0	0	0	0	0	58.5774058577406	0	0	0.836820083682008	0	0	0	0	0	0	0	6.27615062761506	0	0	0	0.418410041841004	0
329	336	"Candelabra Lake"	61.68333	-130.65	41	"AWI"	41	557	1511	1010	4.5643153526971	0	0	0	0	0.4149377593361	0	23.2365145228216	0	0	0	0	1.2448132780083	0	0	0.4149377593361	0	0	0	0	0	65.5601659751037	0	0	0.4149377593361	0	0	0	1.2448132780083	0	0	0	2.4896265560166	0	0	0	0.4149377593361	0
329	336	"Candelabra Lake"	61.68333	-130.65	45	"AWI"	45	704	1565	1103	6.98689956331878	0	0	0	0	1.31004366812227	0	18.7772925764192	0	0	0	0	1.74672489082969	0	0	0	0	0.436681222707424	0	0	0	66.8122270742358	0	0	0.873362445414847	0	0	0	0.436681222707424	0	0	0.436681222707424	2.18340611353712	0	0	0	0	0
