"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
970	1001	"Hail Lake"	60.03333	-129.01667	3	"AWI"	3	-112	135	-6	2	0	0	0	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	12.5	"AWI"	12.5	-60	681	176	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	22.5	"AWI"	22.5	50	1108.5	411	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	32	"AWI"	32	149	1456	673	0	0	0	0	0	2	0	38	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	40	"AWI"	40	286	1692	874	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	51	"AWI"	51	420	1960	1158	3	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	59	"AWI"	59	636	2118	1343	5	0	0	0	0	1	0	35	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	69	"AWI"	69	799	2341	1583	1	0	0	0	0	1	0	40	0	0	0	0	1	0	0	0	0	0	3	0	5	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	77	"AWI"	77	1006	2464	1774	1	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
970	1001	"Hail Lake"	60.03333	-129.01667	85	"AWI"	85	1138	2592	1969	3	0	0	0	0	2	0	37	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
