"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Convolvulaceae"	"Cupressus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Scrophulariaceae"	"Zygophyllaceae"
1127	1162	"Jacob Lake"	34.33333	-110.83333	1	"AWI"	1	-118	74	-23	0	0	0.987654320987654	0	1.48148148148148	8.64197530864197	0	0.493827160493827	0	0.246913580246914	0	0	48.641975308642	0	0	0	0	0	0	0.740740740740741	0	0	0	0	35.8024691358025	0.493827160493827	0	0	0.740740740740741	1.23456790123457	0.246913580246914	0	0	0	0	0	0	0.246913580246914
1127	1162	"Jacob Lake"	34.33333	-110.83333	9	"AWI"	9	-49	712	201	0	0	1.3550135501355	0	0.2710027100271	0	0	0	0	0	0	0	36.5853658536585	0	0	0.813008130081301	0	0	1.3550135501355	0.813008130081301	0	0	0	0	47.4254742547426	7.58807588075881	0	1.0840108401084	0	1.8970189701897	0.5420054200542	0	0	0.2710027100271	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	15	"AWI"	15	72	951	408	0	0.309597523219814	0.928792569659443	0	4.3343653250774	0	0	0	0	0	0	0	8.6687306501548	0	0	0.309597523219814	0	0	2.1671826625387	1.23839009287926	0	0	0	0	56.0371517027864	24.7678018575851	0	0.619195046439629	0	0	0.309597523219814	0.309597523219814	0	0	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	19	"AWI"	19	119	1137	545	0	0	2.65151515151515	0	3.03030303030303	0	0	0	0	0	0	0	0	0	0.757575757575758	0	0	0	3.40909090909091	0.378787878787879	0	0	0	0	36.7424242424242	51.1363636363636	0	0	0	1.13636363636364	0	0.378787878787879	0	0	0.378787878787879	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	25	"AWI"	25	386	1358	742	0	0	0.374531835205993	0	1.87265917602996	0	0	0.749063670411985	0	0	0	0	6.36704119850187	0.374531835205993	0	0	0	0	3.37078651685393	0	0	0	0	0	38.5767790262172	48.314606741573	0	0	0	0	0	0	0	0	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	33	"AWI"	33	695	1890	1193	0	0	1.67364016736402	0	0.836820083682008	0	0	0	0	0	0	0	6.27615062761506	0	0	0	0	0	0.418410041841004	0	0	0	0	0	44.7698744769874	45.6066945606695	0	0	0.418410041841004	0	0	0	0	0	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	181	"AWI"	181	10669	18107	14180	0	0.662251655629139	0.662251655629139	0	4.63576158940397	0	0	7.28476821192053	1.32450331125828	0	0	0	0	0	0	0	0	1.98675496688742	4.63576158940397	0	0	0.662251655629139	0	1.98675496688742	19.205298013245	47.682119205298	0	0.662251655629139	0	7.94701986754967	0.662251655629139	0	0	0	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	191	"AWI"	191	11493	18994	15042	0.564971751412429	0	1.12994350282486	0	6.77966101694915	0	0	0.564971751412429	0.564971751412429	0	0	0.564971751412429	2.25988700564972	0	0	0	0	0	5.08474576271187	0	0.564971751412429	0	0	2.25988700564972	25.4237288135593	48.0225988700565	0	0.564971751412429	0	5.08474576271187	0	0	0	0	0.564971751412429	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	209	"AWI"	209	13068	20571	16668	0	0	1.11731843575419	0	11.1731843575419	0	0	0	0	0	0	0	0.558659217877095	0	0	0	0.558659217877095	0	3.91061452513966	0	0.558659217877095	0	0	1.11731843575419	32.4022346368715	43.0167597765363	0	0	1.11731843575419	4.46927374301676	0	0	0	0	0	0	0	0
1127	1162	"Jacob Lake"	34.33333	-110.83333	215	"AWI"	215	13692	21077	17187	0.427350427350427	0	2.56410256410256	0	14.957264957265	0	0	0.854700854700855	5.55555555555556	0	0	0	0.854700854700855	0	0	0	0	0.427350427350427	4.7008547008547	0	0	0	0	4.27350427350427	34.1880341880342	25.6410256410256	0	0	0	4.27350427350427	0	0	0.854700854700855	0	0	0	0.427350427350427	0
