"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Liliaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tofieldiaceae"
972	1003	"Hanging Lake"	68.38333	-138.38333	0	"AWI"	0	-149	18	-68	561	1	0	2	32	0	532	0	0	0	0	148	0	0	0	0	9	0	0	0	2	149	0	0	60	0	0	0	0	4	10	0	0	0	33	0	0	1	0
972	1003	"Hanging Lake"	68.38333	-138.38333	4	"AWI"	4	24	735	389	402	1	0	2	27	0	519	0	0	0	1	119	0	0	0	0	6	0	1	0	0	72	0	0	58	0	0	0	0	3	14	0	0	2	21	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	8	"AWI"	8	128	1521	845	96	0	0	0	5	0	149	0	0	0	0	14	0	0	0	0	4	0	0	0	1	22	1	0	17	0	0	0	0	4	5	0	0	0	6	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	10	"AWI"	10	177	1918	1075	396	1	0	0	24	0	575	0	0	0	1	100	0	0	0	0	8	0	0	0	3	80	0	0	88	0	2	0	0	0	22	0	2	2	43	0	0	1	0
972	1003	"Hanging Lake"	68.38333	-138.38333	12	"AWI"	12	659	2007	1317	113	0	0	0	8	0	216	0	0	0	0	48	0	0	0	0	3	0	0	0	0	25	0	0	48	0	0	0	0	3	3	0	0	1	15	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	16	"AWI"	16	1383	2322	1822	352	0	0	1	21	0	640	0	0	0	2	121	0	0	0	0	11	0	0	0	0	119	0	0	70	0	6	0	0	0	19	0	0	2	31	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	20	"AWI"	20	1639	3010	2322	0	1	0	0	14	0	234	0	0	0	1	35	1	0	0	0	2	0	0	0	1	38	0	0	27	0	0	0	0	0	3	0	0	2	7	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	24	"AWI"	24	2564	3317	2923	0	0	0	0	5	0	143	0	0	0	0	23	0	0	0	0	3	0	0	0	0	15	0	0	16	0	0	1	0	0	4	0	0	0	2	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	28	"AWI"	28	3018	4069	3525	0	0	0	0	9	0	410	0	0	0	0	72	0	0	0	0	8	0	1	0	0	31	0	0	33	0	0	0	0	0	12	0	0	0	12	0	0	0	0
972	1003	"Hanging Lake"	68.38333	-138.38333	32	"AWI"	32	3248	4638	3913	387	0	0	0	16	0	825	1	0	0	0	128	0	0	0	0	14	0	0	0	1	89	0	0	77	0	0	0	0	14	17	0	0	0	31	0	0	0	0
