"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	1	"AWI"	1	-70	126	15	13	0	245	0	1	0	0	86	0	0	0	0	19	0	16	0	0	12	0	46	0	0	79	6	0	20	0	0	0	0	1	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	2	"AWI"	2	-56	211	44	12	0	67	2	6	0	0	64	0	4	1	1	245	1	10	0	0	0	0	10	0	0	77	6	1	66	0	1	87	4	0	3	0	0	1
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	3	"AWI"	3	-34	276	76	8	0	77	3	0	0	0	64	0	7	2	0	216	0	12	0	0	0	0	14	2	0	68	5	0	66	0	0	119	0	1	4	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	4	"AWI"	4	-16	323	112	5	0	162	1	4	0	0	81	0	0	0	2	93	0	18	0	0	12	0	24	0	0	46	11	0	67	0	0	55	0	0	4	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	5	"AWI"	5	-2	400	146	9	0	136	0	2	0	0	98	0	0	0	3	127	0	17	0	0	8	0	10	0	0	77	10	0	71	0	0	55	0	2	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	6	"AWI"	6	28	433	184	5	0	102	1	4	0	0	139	0	2	0	0	87	0	19	0	0	0	0	12	0	0	67	7	0	104	2	0	52	1	2	7	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	7	"AWI"	7	47	483	221	7	0	62	3	5	0	0	101	0	0	0	0	113	0	13	0	0	4	0	9	0	0	80	7	0	171	0	0	0	0	0	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	8	"AWI"	8	75	531	258	15	0	88	0	6	3	0	73	0	1	0	0	77	0	6	0	0	0	0	7	0	0	103	12	0	110	0	1	124	0	0	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	9	"AWI"	9	100	567	297	9	0	89	0	8	0	0	180	0	2	0	0	72	0	9	0	0	6	1	8	0	0	73	9	0	74	0	0	101	0	1	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	10	"AWI"	10	117	621	334	10	0	64	2	7	1	0	136	0	0	0	1	77	0	9	0	0	5	0	8	0	0	79	9	0	69	0	1	0	0	1	3	1	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	11	"AWI"	11	156	656	372	2	0	53	0	7	0	0	269	0	3	0	0	38	0	9	0	0	0	0	8	0	0	64	11	0	76	0	0	0	0	0	6	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	12	"AWI"	12	179	705	412	8	0	58	2	5	2	0	168	0	1	0	4	117	0	7	0	0	2	0	5	0	0	96	11	0	20	0	1	48	0	2	6	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	13	"AWI"	13	211	749	450	13	0	57	0	23	0	0	203	0	1	0	0	91	0	1	0	0	0	0	1	0	0	105	8	0	33	0	0	0	4	2	5	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	14	"AWI"	14	243	786	490	8	0	58	2	9	0	0	106	0	0	0	3	151	0	10	0	0	6	0	12	0	0	95	6	0	35	0	1	0	0	1	9	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	15	"AWI"	15	266	830	527	11	0	53	1	8	0	0	80	0	0	0	1	179	0	6	0	0	6	0	5	0	0	133	9	0	42	0	0	165	1	0	7	1	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	16	"AWI"	16	310	858	567	10	0	54	0	7	0	0	87	0	0	0	0	68	0	18	0	0	0	0	5	0	0	79	17	0	31	0	0	229	0	1	11	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	17	"AWI"	17	341	895	606	15	0	59	1	15	1	0	59	0	0	0	1	75	0	14	0	0	0	0	11	0	0	92	15	0	51	0	2	0	2	1	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	18	"AWI"	18	376	929	643	7	0	51	0	4	0	0	62	0	1	0	0	62	0	13	0	0	0	0	9	0	0	66	3	1	61	0	0	139	2	0	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	19	"AWI"	19	412	964	683	13	0	46	1	3	0	0	60	0	0	2	1	113	0	9	0	0	0	1	12	5	0	105	11	0	93	0	0	135	0	1	4	0	0	0
