"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	20	"AWI"	20	440	1007	722	11	0	61	1	8	0	0	47	0	0	0	1	90	0	7	0	0	0	0	11	1	0	101	9	0	43	2	0	0	4	0	4	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	21	"AWI"	21	486	1037	759	7	0	53	3	15	0	0	63	0	0	0	0	133	0	8	0	0	0	0	3	3	0	112	5	0	40	0	0	65	1	0	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	22	"AWI"	22	520	1073	799	16	0	58	1	9	1	0	61	0	0	0	0	189	0	7	0	0	0	1	14	0	0	117	6	0	19	2	1	63	5	3	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	23	"AWI"	23	563	1107	838	4	0	27	0	11	0	0	124	0	0	0	0	39	0	3	0	0	7	0	4	0	0	40	6	0	15	0	0	89	4	0	0	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	24	"AWI"	24	615	1137	877	10	0	61	0	3	0	0	98	0	0	0	0	117	0	19	0	0	0	1	5	0	3	97	9	0	20	0	3	70	1	4	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	25	"AWI"	25	645	1177	917	9	0	36	1	7	0	0	64	0	0	0	0	145	0	1	0	0	0	1	9	0	0	103	7	0	26	0	3	88	8	0	2	1	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	26	"AWI"	26	695	1203	953	12	0	55	2	14	0	0	70	0	0	1	0	65	0	8	0	0	0	1	6	0	0	101	5	0	35	2	0	151	2	0	2	2	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	27	"AWI"	27	732	1238	987	15	0	25	1	17	0	0	56	0	2	0	0	91	0	8	0	0	0	0	11	0	2	97	2	2	31	0	0	155	7	1	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	28	"AWI"	28	766	1271	1020	8	0	43	1	17	0	0	70	0	0	0	0	76	0	6	0	0	6	0	6	0	0	69	9	0	61	0	0	192	14	1	3	2	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	29	"AWI"	29	801	1297	1054	10	0	46	3	9	1	0	49	0	0	0	0	116	0	9	0	0	0	0	11	1	0	83	4	0	33	0	2	288	24	0	2	0	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	30	"AWI"	30	824	1337	1085	12	0	30	2	7	1	0	53	0	2	0	0	123	0	5	0	0	0	0	9	1	0	101	4	0	45	0	0	163	32	0	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	31	"AWI"	31	857	1362	1116	16	0	35	0	16	0	0	42	0	0	0	0	52	0	5	0	0	0	0	9	0	0	104	2	0	48	0	1	201	39	0	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	32	"AWI"	32	884	1400	1146	8	0	29	0	22	0	0	53	0	1	0	0	31	0	4	0	0	0	2	5	0	1	98	5	0	28	0	0	249	38	1	0	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	33	"AWI"	33	913	1431	1176	8	0	58	1	16	1	0	61	0	0	0	0	149	0	2	0	0	0	0	10	0	0	77	5	0	36	0	1	168	52	0	4	1	0	2
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	34	"AWI"	34	943	1463	1206	14	0	43	4	9	1	0	51	0	1	0	2	157	0	2	0	0	0	0	10	0	0	88	5	0	39	0	0	253	26	0	5	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	35	"AWI"	35	967	1503	1236	5	0	49	0	17	0	0	61	0	0	0	1	120	0	4	0	0	5	0	3	0	0	69	10	0	40	0	0	324	18	2	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	36	"AWI"	36	1002	1528	1267	9	0	60	1	24	0	0	62	0	0	0	1	97	0	4	0	0	8	0	8	1	0	59	9	0	108	0	0	377	27	1	5	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	37	"AWI"	37	1026	1562	1296	6	0	58	0	16	1	0	65	0	1	0	4	64	0	3	0	0	7	0	2	0	0	58	7	0	85	0	0	194	19	1	0	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	38	"AWI"	38	1055	1594	1326	5	0	56	3	19	0	0	53	0	0	0	0	82	0	9	0	0	9	0	3	0	0	70	11	0	67	0	0	91	21	1	5	0	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	39	"AWI"	39	1088	1620	1355	15	0	58	1	18	0	0	83	0	1	0	1	123	0	6	0	0	4	0	3	1	0	74	9	0	68	0	0	94	21	1	3	1	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	40	"AWI"	40	1108	1657	1385	28	0	50	2	16	2	0	55	0	1	0	3	97	0	1	0	0	4	2	6	0	0	125	9	0	51	0	1	26	5	1	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	41	"AWI"	41	1147	1679	1417	25	0	48	6	22	3	0	92	0	0	0	0	75	0	8	0	0	0	3	10	0	0	139	23	0	29	0	1	34	17	5	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	42	"AWI"	42	1171	1710	1446	15	0	103	2	18	1	0	77	0	0	0	3	82	0	7	0	0	5	2	13	1	0	107	10	0	26	0	0	18	13	0	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	43	"AWI"	43	1202	1739	1475	12	0	43	1	5	1	0	71	0	0	0	4	128	0	10	0	0	6	0	6	0	0	64	8	0	29	0	2	0	1	0	1	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	44	"AWI"	44	1234	1765	1504	10	0	67	3	8	0	0	73	0	1	0	0	92	0	5	0	0	6	0	4	1	0	90	12	0	38	0	1	11	7	1	1	2	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	45	"AWI"	45	1259	1799	1533	12	0	74	2	25	0	0	78	0	0	0	4	111	0	4	0	0	5	3	5	0	0	111	6	1	68	0	0	18	1	1	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	46	"AWI"	46	1295	1820	1562	19	0	58	2	51	0	0	80	0	2	0	0	100	0	4	0	0	0	0	10	0	0	85	6	0	73	0	0	36	0	0	1	0	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	47	"AWI"	47	1324	1848	1592	10	0	52	1	39	0	0	79	0	1	0	1	91	0	2	0	0	7	0	2	0	0	64	3	0	88	0	0	30	0	2	4	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	48	"AWI"	48	1354	1874	1622	11	0	55	2	23	1	0	59	1	4	0	0	174	0	9	0	0	12	0	4	0	0	72	6	0	196	0	0	25	2	3	3	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	49	"AWI"	49	1385	1902	1650	10	0	52	1	15	1	0	61	0	3	0	1	154	0	6	0	2	24	0	6	0	0	69	2	0	193	0	0	37	1	1	4	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	50	"AWI"	50	1411	1936	1680	7	0	40	5	9	1	0	50	0	3	0	2	142	0	6	0	0	13	0	5	1	0	90	9	0	158	0	0	43	3	0	5	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	51	"AWI"	51	1450	1956	1708	9	0	44	1	10	0	0	47	0	3	0	0	104	0	7	0	0	0	0	15	0	0	101	8	0	145	0	0	58	0	1	12	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	52	"AWI"	52	1482	1985	1739	7	0	33	2	14	1	0	66	0	4	0	0	88	0	3	0	0	21	0	14	0	0	73	5	0	112	0	0	75	1	1	2	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	53	"AWI"	53	1518	2015	1768	9	0	44	2	26	1	0	70	0	1	0	0	94	0	5	0	0	16	0	16	0	0	62	10	0	97	0	1	86	0	1	5	0	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	54	"AWI"	54	1551	2040	1796	14	0	35	6	13	0	0	79	0	0	0	0	33	0	1	0	0	1	0	8	0	0	92	9	1	37	0	0	50	0	0	8	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	55	"AWI"	55	1577	2073	1826	9	0	60	2	18	0	0	61	0	0	0	0	20	0	3	0	0	6	1	14	0	0	73	9	0	41	0	1	26	0	1	12	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	56	"AWI"	56	1615	2095	1855	9	0	43	2	37	0	0	98	0	3	2	0	60	2	6	0	0	0	1	26	0	0	105	10	0	66	1	0	39	0	0	13	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	57	"AWI"	57	1641	2128	1886	10	0	71	1	20	1	0	48	1	1	0	0	47	0	4	0	0	3	0	21	0	0	92	8	0	47	0	0	78	0	0	13	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	58	"AWI"	58	1669	2160	1916	13	0	44	0	41	0	0	44	0	0	0	0	42	0	5	0	0	5	1	14	0	0	112	6	0	41	0	1	115	0	0	16	0	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	59	"AWI"	59	1699	2188	1944	5	0	40	2	32	0	0	52	0	1	0	1	28	0	6	0	0	5	0	8	0	0	90	6	0	15	0	1	82	0	0	21	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	60	"AWI"	60	1723	2227	1973	5	0	33	5	6	0	0	48	0	0	0	0	50	0	9	0	0	6	0	5	0	0	106	6	0	35	0	0	84	2	0	14	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	61	"AWI"	61	1756	2253	2001	23	0	60	4	17	0	0	87	0	3	0	0	90	0	2	0	0	0	0	9	0	0	134	14	0	39	0	0	0	8	2	30	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	62	"AWI"	62	1780	2286	2031	22	0	43	6	8	3	0	58	0	0	0	2	66	0	0	0	0	6	0	4	0	0	109	11	0	58	0	0	93	2	0	14	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	63	"AWI"	63	1810	2319	2061	9	0	35	7	8	0	0	70	0	0	0	1	78	0	9	1	0	8	0	5	0	0	90	5	0	69	0	0	108	4	0	16	2	1	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	64	"AWI"	64	1841	2346	2092	13	0	26	3	8	2	0	63	0	1	0	0	66	0	2	0	0	5	0	7	0	0	86	6	0	100	0	0	118	0	0	25	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	65	"AWI"	65	1864	2382	2122	21	0	30	1	5	0	0	54	0	1	0	0	64	0	5	0	0	2	0	10	1	0	87	6	0	97	0	1	148	1	0	16	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	66	"AWI"	66	1895	2405	2152	15	0	27	5	12	0	0	50	0	4	0	0	39	0	7	0	0	0	0	4	0	0	115	14	0	45	0	0	377	13	0	21	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	67	"AWI"	67	1917	2437	2182	17	0	24	2	14	0	0	43	0	0	0	1	29	0	2	0	0	6	0	3	4	0	101	8	0	33	0	0	390	5	0	31	2	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	68	"AWI"	68	1946	2469	2211	13	0	38	2	15	0	0	47	0	2	0	0	29	0	2	0	0	13	0	2	1	0	99	21	0	33	0	0	0	1	0	20	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	69	"AWI"	69	1975	2497	2241	9	0	37	4	19	2	0	52	0	0	0	0	28	0	1	0	0	17	0	4	0	0	91	11	0	20	0	0	448	3	0	34	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	70	"AWI"	70	1994	2532	2270	10	0	33	5	11	1	0	44	4	1	0	0	20	0	3	0	0	13	0	4	0	0	93	13	0	33	0	1	514	1	0	29	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	71	"AWI"	71	2026	2550	2300	9	0	27	7	14	0	0	46	0	4	1	1	24	0	3	0	0	0	0	2	0	0	108	18	0	24	0	1	0	6	1	19	0	0	2
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	72	"AWI"	72	2051	2579	2330	12	0	37	6	24	0	0	51	0	1	0	0	7	0	3	0	0	11	0	2	0	0	90	8	0	34	0	1	538	1	0	28	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	73	"AWI"	73	2083	2608	2359	38	0	31	5	15	0	0	42	0	1	0	0	13	0	2	0	0	4	0	11	1	0	84	11	0	47	0	0	359	6	0	28	0	0	0
1566	1611	"L'Anse aux Meadows Site"	51.57333	-55.55	74	"AWI"	74	2115	2633	2388	16	0	29	2	24	0	0	47	0	1	2	0	12	0	2	0	0	0	1	8	0	0	160	26	0	52	0	0	808	6	0	14	1	0	0
