"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Juglans"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	0	"AWI"	0	-132	35	-57	12.4675324675325	0	0.779220779220779	0	12.987012987013	0	0.779220779220779	21.8181818181818	0	0	0.25974025974026	0	25.4545454545455	24.6753246753247	0.25974025974026	0	0	0.519480519480519	0	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	2.5	"AWI"	2.5	-84	156	27.5	10.5263157894737	0	0.789473684210526	0	11.8421052631579	0	0.263157894736842	22.6315789473684	0	0	1.05263157894737	0	22.8947368421053	28.6842105263158	0	0	0	0.789473684210526	0.526315789473684	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	5	"AWI"	5	-64	341	108	13.9393939393939	0	0.909090909090909	0	12.4242424242424	0	0.303030303030303	9.39393939393939	0	0	1.21212121212121	0	40	21.2121212121212	0	0	0	0.303030303030303	0.303030303030303	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	7.5	"AWI"	7.5	-47.5	539.5	188.5	15.1702786377709	0	0.309597523219814	0	8.35913312693498	0	0.309597523219814	6.81114551083591	0	0	1.23839009287926	0	39.0092879256966	26.625386996904	0.619195046439629	0	0	0.619195046439629	0.309597523219814	0	0.619195046439629	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	10	"AWI"	10	-33	737	270	14.9837133550489	0.325732899022801	0.325732899022801	0	4.88599348534202	0	0	2.93159609120521	0	0	1.95439739413681	0	47.8827361563518	25.4071661237785	0	0	0	0.651465798045603	0	0.651465798045603	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	12.5	"AWI"	12.5	42.5	807.5	356	10.5431309904153	0.319488817891374	0.319488817891374	0	6.70926517571885	0	0	4.47284345047923	0	0	1.59744408945687	0	53.3546325878594	22.0447284345048	0	0	0	0.319488817891374	0	0.319488817891374	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	15	"AWI"	15	86	897	438	10.9375	0.3125	1.5625	0	12.1875	0	0.3125	5.9375	0	0	1.25	0	37.8125	27.8125	0.9375	0	0	0.625	0.3125	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	17.5	"AWI"	17.5	119.5	1031.5	515	17.6666666666667	0.333333333333333	0.666666666666667	0	5.33333333333333	0	0	2	0	0	0.666666666666667	0	45	28	0.333333333333333	0	0	0	0	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	20	"AWI"	20	147	1206	590	12.8205128205128	0	0	0	9.61538461538462	0	0	4.16666666666667	0	0	2.88461538461538	0	44.2307692307692	25.9615384615385	0.32051282051282	0	0	0	0	0	0	0
782	802	"Ennadai Lake, 1972 Site"	61.24444	-100.95139	22.5	"AWI"	22.5	236.5	1268.5	676	25	0	0.657894736842105	0	8.55263157894737	0	0	2.63157894736842	0	0	3.94736842105263	0	38.1578947368421	21.0526315789474	0	0	0	0	0	0	0	0
