"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Discaria"	"Drimys"	"Embothrium"	"Ericales"	"Escallonia"	"Fabaceae"	"Gentianaceae"	"Grossulariaceae"	"Gunneraceae"	"Indeterminable"	"Liliaceae"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Pilgerodendron"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Santalaceae"	"Tropaeolaceae"	"Urticaceae"	"Verbenaceae"
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	0	"AWI"	0	-150	17	-69	0	0	0	0	0	0.284900284900285	0	0	0.284900284900285	19.0883190883191	0	6.83760683760684	0.284900284900285	0	0	0.284900284900285	0	0	0.284900284900285	5.41310541310541	0	0.56980056980057	4.55840455840456	0	56.980056980057	0	0	3.41880341880342	0.284900284900285	0.284900284900285	0	0	1.13960113960114	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	10	"AWI"	10	35	581	250	0	0	0	0	0	0	0	0	0	18.4615384615385	0	0.307692307692308	0	2.15384615384615	0	0	0	0	0	0.923076923076923	0	0	0.615384615384615	0	75.3846153846154	0	0	2.15384615384615	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	20	"AWI"	20	278	990	590	0	0	0	0	0	0	0	0	0.289017341040462	7.51445086705202	0.289017341040462	0.289017341040462	0	2.60115606936416	0	0	0	0	0	2.60115606936416	0	0	0.289017341040462	0	86.1271676300578	0	0	0	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	30	"AWI"	30	549	1389	931	0	0	0	0	0	0	0	0	0.327868852459016	7.21311475409836	0	0.655737704918033	0	0	0	0	0	0.327868852459016	0.327868852459016	1.31147540983607	0	0	1.63934426229508	0	87.5409836065574	0	0	0.655737704918033	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	40	"AWI"	40	840	1765	1272	0	0	0.2710027100271	0	0	0	0	0.2710027100271	0	8.40108401084011	0	0.2710027100271	0	0.2710027100271	0	0	0	0	0	1.3550135501355	0	0	0.5420054200542	0	81.5718157181572	0	0	7.04607046070461	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	50	"AWI"	50	1133	2125	1614	0	0	0	0	0	0	0	0	0	6.71378091872792	0	0	0	0.353356890459364	0.353356890459364	0	0	0	0	2.12014134275618	0	0	0.353356890459364	0	84.0989399293286	0	0	4.59363957597173	0	0	0	1.41342756183746	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	60	"AWI"	60	1445	2474	1945	0	0	0.277777777777778	0	0	0	0	0	0	19.4444444444444	0	0.277777777777778	0	1.11111111111111	0	0.277777777777778	0	0	0	0	0	0	1.94444444444444	0	76.1111111111111	0	0.277777777777778	0.277777777777778	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	70	"AWI"	70	1768	2809	2286	0	0	0	0	0	0	0	0	0	6.48769574944072	0.223713646532438	0.223713646532438	0	0.671140939597315	0	0	0	0.223713646532438	0.223713646532438	0.223713646532438	0	0	1.78970917225951	0	86.5771812080537	0	0	3.13199105145414	0	0	0	0	0.223713646532438	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	80	"AWI"	80	2099	3137	2629	0	0	0	0	0	0	0	0	0	13.4770889487871	0	0.269541778975741	0	1.61725067385445	0.269541778975741	0	0	0.539083557951483	0	0.539083557951483	0	0.269541778975741	1.34770889487871	0	76.8194070080862	0	0	4.85175202156334	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	90	"AWI"	90	2453	3472	2965	0	0	0.316455696202532	0	0	0	0	0	0	4.74683544303798	0	0	0	0.316455696202532	0.316455696202532	0.949367088607595	0	0.316455696202532	0	3.16455696202532	0	0.316455696202532	0.316455696202532	0	86.7088607594937	0	0	2.53164556962025	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	100	"AWI"	100	2806	3771	3306	0	0	0	0	0	0	0	0	0	3.125	0	0	0	0.3125	0	0	0	0	0	5.9375	0	0	0.3125	0.3125	81.875	0	0	8.125	0	0	0	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	110	"AWI"	110	3175	4079	3644	0	0	0	0	0	0	0	0	0	13.8364779874214	0.314465408805031	0.314465408805031	0	1.25786163522013	0.314465408805031	0	0	0	0	5.34591194968553	0	0.314465408805031	0.314465408805031	0	58.1761006289308	0	0.314465408805031	16.9811320754717	0	0	0	2.20125786163522	0	0	0	0	0.314465408805031
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	120	"AWI"	120	3544	4367	3978	0	0.29585798816568	0	0	0	0	0	0	0	6.50887573964497	0.591715976331361	0.591715976331361	0	0.887573964497041	0.29585798816568	0	0	0.591715976331361	0.29585798816568	1.77514792899408	0	0	0.591715976331361	0	79.2899408284024	0	0	7.69230769230769	0	0	0.591715976331361	0	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	130	"AWI"	130	3910	4699	4308	0	0	0	0	0	0	0	0.303951367781155	0	4.25531914893617	0.303951367781155	0	0	0.911854103343465	0	0	0	0	0.303951367781155	0.303951367781155	0	0.303951367781155	1.21580547112462	0	88.1458966565349	0	0	3.3434650455927	0	0	0	0.60790273556231	0	0	0	0	0
1714	1771	"Moreno Glacier Bog"	-50.46667	-73	138	"AWI"	138	4134	5020	4568	0	0	0	0	0	0	0	0	0	11.038961038961	0.324675324675325	0.324675324675325	0	1.2987012987013	0	0	0	0	0	2.27272727272727	0	0.649350649350649	0	0	77.9220779220779	0	0	5.84415584415584	0	0	0	0	0	0.324675324675325	0	0	0
