"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ephedraceae"	"Ericales"	"Escallonia"	"Euphorbiaceae"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Hedyosmum"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Melastomataceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Onagraceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Polylepis"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Schinus"	"Solanaceae"	"Thalictrum"	"Trema"	"Urticaceae"	"Weinmannia"
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	37	"AWI"	37	-112	57	-18	0	7.5	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	89	1	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	55	"AWI"	55	-46	258	72	0	1.33928571428571	0	0	0.446428571428571	0	0	0	0	0	0	0	0.446428571428571	0.446428571428571	4.01785714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446428571428571	0.892857142857143	0	0	0	0	0	0	91.9642857142857	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	85	"AWI"	85	65	494	238	0	0.540540540540541	0	0	0	0	0.540540540540541	0	0	0	0	0	0	0	0.540540540540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.540540540540541	0	0	0	0	0	0	0	97.8378378378378	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	105	"AWI"	105	148	624	356	0.432900432900433	1.2987012987013	0	0	0	0	0.432900432900433	0	0	0	2.16450216450216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432900432900433	0	0	0	0	0	0	0.432900432900433	0	0	0	0	0	0	94.3722943722944	0.432900432900433	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	123	"AWI"	123	228	746	459	0	0.213219616204691	0	0	0	0	0	0.852878464818763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.9339019189765	0	0	0	0	0	0	0	0	0	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	135	"AWI"	135	283	821	531	0	0.371747211895911	0	0	0	0	0	0	0	0	0	0	0	0	0.371747211895911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371747211895911	0	0	0	0	0	0	98.5130111524164	0	0	0	0	0	0	0	0	0.371747211895911	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	155	"AWI"	155	379	952	645	0	2.79329608938547	0	5.02793296089385	0	0	1.11731843575419	0	0	0	5.58659217877095	1.11731843575419	0	0	17.3184357541899	0	0	0	0	0.558659217877095	2.79329608938547	0	1.67597765363128	0	1.67597765363128	3.91061452513966	0	0	0	0.558659217877095	1.67597765363128	1.67597765363128	0	0	0	0	0	0	48.6033519553073	0.558659217877095	0	0	1.11731843575419	0	0	0	0	1.67597765363128	0.558659217877095	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	165	"AWI"	165	439	999	701	0	0.490196078431373	0	0	0	0	0	0	0	0	2.45098039215686	0	0	0	1.47058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.6078431372549	0	0	0.490196078431373	0	0	0	0	0	0.490196078431373	0	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	175	"AWI"	175	505	1050	759	0.606060606060606	9.09090909090909	0	2.42424242424242	0.606060606060606	0	0.606060606060606	0	0	0.606060606060606	1.81818181818182	0	0	0	2.42424242424242	0	0	1.21212121212121	0	0	0	0	0	0	0.606060606060606	0	0	0	0	0	1.21212121212121	0	0	0	0	0	0	0	76.969696969697	0	0	0.606060606060606	0.606060606060606	0	0	0	0	0	0.606060606060606	0	0
1584	1631	"Laguna Huatacocha"	-10.76667	-76.61667	185	"AWI"	185	553	1101	817	0	6.875	0	1.25	1.875	0	0.625	0	0	0	0.625	0	0	0	5	0.625	0	1.25	0	0	0	0	0	0	0.625	0	0	0	0	0	0.625	1.25	0.625	0	0	0.625	0	0	75.625	0.625	0	0	1.25	0	0	0.625	0	0	0	0	0
