"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
939	968	"Goluboye Lake"	61.11667	152.26667	1	"AWI"	1	55	207	129	26.5536723163842	0	0.112994350282486	1.01694915254237	0	15.7062146892655	0	0.112994350282486	0.338983050847458	0	2.25988700564972	1.5819209039548	0.112994350282486	0	0.903954802259887	0	0.112994350282486	0	0.112994350282486	0	47.1186440677966	0	1.24293785310734	0	0	1.46892655367232	0.677966101694915	0	0	0	0.225988700564972	0.112994350282486	0.225988700564972	0
939	968	"Goluboye Lake"	61.11667	152.26667	3	"AWI"	3	396	623	519	25.8687258687259	0.128700128700129	0	0.643500643500644	0	21.8790218790219	0	0.257400257400257	0	0	0.386100386100386	1.02960102960103	0	0.128700128700129	0	0	0	0.128700128700129	0	0.128700128700129	45.045045045045	0	0.386100386100386	0	0	2.96010296010296	0.257400257400257	0	0	0	0.514800514800515	0	0.257400257400257	0
939	968	"Goluboye Lake"	61.11667	152.26667	7	"AWI"	7	1045	1516	1300	20.4756980351603	0	0	1.65460186142709	0	18.717683557394	0	0.206825232678387	0	0	0.517063081695967	0.93071354705274	0.103412616339193	0	0.206825232678387	0	0	0	0	0	55.635987590486	0	0.827300930713547	0	0	0.413650465356774	0	0	0	0	0.206825232678387	0	0	0.103412616339193
939	968	"Goluboye Lake"	61.11667	152.26667	9	"AWI"	9	1353	1669	1466	21.712158808933	0	0.124069478908189	0.372208436724566	0	25.682382133995	0	0.124069478908189	0	0	3.59801488833747	0.992555831265509	0	0	0.124069478908189	0	0	0	0	0	43.6724565756824	0	1.48883374689826	0	0	1.48883374689826	0.124069478908189	0	0	0	0.496277915632754	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	14	"AWI"	14	1473	2485	1832	26.2593783494105	0	0	0.857449088960343	0	20.042872454448	0	0.214362272240086	0	0.107181136120043	1.60771704180064	0.964630225080386	0.107181136120043	0	0	0	0	0	0	0	46.4094319399786	0	2.14362272240086	0	0	0.964630225080386	0.107181136120043	0	0	0	0.214362272240086	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	20	"AWI"	20	1692	2859	2313	26.2172284644195	0	0	1.24843945068664	0	19.1011235955056	0	0	0	0	0.873907615480649	0.998751560549313	0.374531835205993	0	0.124843945068664	0.124843945068664	0	0	0.124843945068664	0	46.9413233458177	0	1.62297128589263	0	0	1.24843945068664	0.249687890137328	0.124843945068664	0	0	0.374531835205993	0	0.124843945068664	0.124843945068664
939	968	"Goluboye Lake"	61.11667	152.26667	26	"AWI"	26	2373	3117	2737	20.6961429915334	0	0	0.752587017873942	0	24.5531514581374	0.0940733772342427	0.188146754468485	0	0	1.88146754468485	0.470366886171214	0	0	0	0	0	0	0	0	47.3189087488241	0	1.69332079021637	0	0	1.41110065851364	0.188146754468485	0	0	0	0.564440263405456	0	0.0940733772342427	0.0940733772342427
939	968	"Goluboye Lake"	61.11667	152.26667	30	"AWI"	30	2739	3307	3027	25.6461232604374	0	0	0.596421471172962	0	17.4950298210736	0	0.397614314115308	0	0	2.08747514910537	0.795228628230616	0	0	0.099403578528827	0	0	0	0	0	49.7017892644135	0	1.49105367793241	0	0	1.39165009940358	0	0	0	0	0.099403578528827	0	0	0.198807157057654
939	968	"Goluboye Lake"	61.11667	152.26667	35	"AWI"	35	2982	3786	3331	22.1483942414175	0	0.110741971207087	0.996677740863787	0	21.1517165005537	0	0.110741971207087	0	0	1.99335548172757	0.221483942414175	0	0	0.110741971207087	0	0	0	0.110741971207087	0	49.5016611295681	0	1.88261351052049	0	0	1.43964562569214	0	0	0	0	0.221483942414175	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	40	"AWI"	40	3192	4129	3617	25.542570951586	0	0	1.1686143572621	0	29.3823038397329	0	0.1669449081803	0	0.333889816360601	2.50417362270451	1.3355592654424	0.1669449081803	0	0	0	0	0	0	0	36.7278797996661	0	1.1686143572621	0	0	0.333889816360601	0.333889816360601	0	0	0	0.834724540901502	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	50	"AWI"	50	3635	4756	4197	28.5318559556787	0	0	2.07756232686981	0	21.0526315789474	0	0.969529085872576	0	0	2.77008310249307	2.49307479224377	0	0	0	0	0.138504155124654	0	0	0	37.3961218836565	0	2.35457063711911	0	0	1.38504155124654	0.277008310249307	0.138504155124654	0	0	0.138504155124654	0	0.138504155124654	0.138504155124654
939	968	"Goluboye Lake"	61.11667	152.26667	55	"AWI"	55	4116	4948	4420	21.0338680926916	0	0	0.623885918003565	0	18.1818181818182	0	0	0	0	1.33689839572193	0	0.089126559714795	0	0	0	0	0	0	0	56.1497326203209	0	1.24777183600713	0	0	0.89126559714795	0.267379679144385	0	0	0	0.089126559714795	0	0	0.089126559714795
939	968	"Goluboye Lake"	61.11667	152.26667	62	"AWI"	62	5568	5908	5706	21.5794306703398	0	0	0.275482093663912	0	18.4573002754821	0	0.183654729109275	0	0.0918273645546373	0.642791551882461	0.183654729109275	0.0918273645546373	0	0	0	0.0918273645546373	0	0	0	55.5555555555556	0	1.19375573921028	0	0	1.37741046831956	0.183654729109275	0	0	0	0.0918273645546373	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	68	"AWI"	68	6472	6792	6648	20.7185628742515	0	0.119760479041916	1.19760479041916	0	15.2095808383234	0	0.239520958083832	0	0	0.479041916167665	0.598802395209581	0	0	0.119760479041916	0.119760479041916	0	0	0.119760479041916	0	57.7245508982036	0	0.838323353293413	0	0	2.03592814371257	0.239520958083832	0	0	0	0.119760479041916	0	0.119760479041916	0
939	968	"Goluboye Lake"	61.11667	152.26667	73	"AWI"	73	6651	7187	6949	19.2015209125475	0	0	0.950570342205323	0	20.722433460076	0	0.0950570342205323	0	0	0.190114068441065	0.475285171102662	0	0	0.0950570342205323	0	0	0	0.0950570342205323	0	57.0342205323194	0	0	0	0	0.665399239543726	0.190114068441065	0	0	0	0.190114068441065	0	0	0.0950570342205323
939	968	"Goluboye Lake"	61.11667	152.26667	78	"AWI"	78	6841	7351	7112	26.8074735987002	0	0	0.649878147847279	0	18.6839967506093	0	0.0812347684809098	0	0	0.406173842404549	0.568643379366369	0.16246953696182	0	0	0	0.0812347684809098	0	0.0812347684809098	0	49.8781478472786	0	1.21852152721365	0	0	1.05605199025183	0.16246953696182	0	0	0	0.0812347684809098	0	0.0812347684809098	0
939	968	"Goluboye Lake"	61.11667	152.26667	83	"AWI"	83	6934	7508	7223	22.5085910652921	0	0	0.171821305841924	0	21.8213058419244	0	0	0	0	0.687285223367698	0.687285223367698	0	0	0	0	0	0	0	0	50.6872852233677	0	1.03092783505155	0	0	1.89003436426117	0.257731958762887	0	0	0	0.171821305841924	0	0	0.0859106529209622
939	968	"Goluboye Lake"	61.11667	152.26667	88	"AWI"	88	7033	7629	7320	24.0253853127833	0	0	0.543970988213962	0	19.4922937443336	0	0	0	0.0906618313689937	0.725294650951949	0.271985494106981	0	0	0	0	0	0	0	0	52.5838621940163	0	0.815956482320943	0	0	1.08794197642792	0.0906618313689937	0	0	0	0.181323662737987	0.0906618313689937	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	93	"AWI"	93	7098	7742	7422	24.1252302025783	0	0	0.368324125230203	0	25.7826887661142	0	0.0920810313075506	0	0	1.38121546961326	0.184162062615101	0	0	0	0	0	0	0.0920810313075506	0	44.6593001841621	0	1.10497237569061	0.0920810313075506	0	1.38121546961326	0.368324125230203	0	0	0	0.368324125230203	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	100	"AWI"	100	7236	7861	7564	23.122866894198	0	0	0.853242320819113	0	25.5119453924915	0	0.170648464163823	0	0	0.853242320819113	0.341296928327645	0	0	0	0	0	0	0.341296928327645	0.170648464163823	46.3310580204778	0	0.68259385665529	0	0	0.68259385665529	0.255972696245734	0	0	0	0.511945392491468	0.0853242320819113	0.0853242320819113	0
939	968	"Goluboye Lake"	61.11667	152.26667	107	"AWI"	107	7372	7961	7705	24.1413150147203	0	0	0.588812561334642	0	17.3699705593719	0	0.098135426889107	0	0	0.686947988223749	0.686947988223749	0	0	0	0.098135426889107	0	0	0	0.098135426889107	54.6614327772326	0	0.588812561334642	0	0	0.490677134445535	0.098135426889107	0	0	0	0.196270853778214	0	0	0.196270853778214
939	968	"Goluboye Lake"	61.11667	152.26667	112	"AWI"	112	7511	8024	7804	24.3391066545123	0	0	0.72926162260711	0	23.4275296262534	0	0.273473108477666	0	0	0.364630811303555	2.00546946216955	0	0	0	0	0	0	0	0	46.4904284412033	0	1.27620783956244	0.0911577028258888	0	0.546946216955333	0.182315405651778	0	0	0	0.182315405651778	0	0	0.0911577028258888
939	968	"Goluboye Lake"	61.11667	152.26667	117	"AWI"	117	7649	8092	7901	24.5693563009973	0	0.0906618313689937	0.362647325475975	0	26.3825929283772	0	0.181323662737987	0	0.0906618313689937	0	0.181323662737987	0.0906618313689937	0	0	0	0	0	0	0	45.8748866727108	0	0.725294650951949	0	0	1.08794197642792	0.181323662737987	0	0	0	0.181323662737987	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	122	"AWI"	122	7789	8152	7997	25.068870523416	0	0	0.734618916437098	0	22.4058769513315	0	0.0918273645546373	0	0.183654729109275	0.275482093663912	0.642791551882461	0	0	0	0	0.0918273645546373	0	0	0	48.852157943067	0	0.459136822773186	0	0	0.642791551882461	0.183654729109275	0	0	0	0.367309458218549	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	125	"AWI"	125	7872	8179	8043	27.9569892473118	0	0	0.391006842619746	0	27.2727272727273	0	0.0977517106549365	0	0	0	0.782013685239492	0.0977517106549365	0	0	0	0	0	0	0	42.0332355816227	0	0.684261974584555	0.0977517106549365	0	0.195503421309873	0.195503421309873	0	0	0	0.0977517106549365	0	0.0977517106549365	0
939	968	"Goluboye Lake"	61.11667	152.26667	130	"AWI"	130	7956	8314	8126	42.4063116370809	0	0	0.19723865877712	0	31.5581854043393	0	0.19723865877712	0	0.29585798816568	0.788954635108481	0.19723865877712	0	0	0	0	0	0.0986193293885602	0	0	20.7100591715976	0	1.18343195266272	0	0	1.4792899408284	0.394477317554241	0	0	0.0986193293885602	0.29585798816568	0	0	0.0986193293885602
939	968	"Goluboye Lake"	61.11667	152.26667	134	"AWI"	134	8006	8381	8177	33.5250616269515	0	0	0.164338537387017	0	33.1963845521775	0	0	0	0	1.15036976170912	0.328677074774035	0	0	0	0.0821692686935086	0	0.57518488085456	0	0	26.7050123253903	0	1.64338537387017	0	0	1.97206244864421	0.164338537387017	0	0	0	0.410846343467543	0	0.0821692686935086	0
939	968	"Goluboye Lake"	61.11667	152.26667	140	"AWI"	140	8072	8500	8253	38.9301634472511	0.148588410104012	0	0.445765230312036	0	27.4888558692422	0	0.148588410104012	0	0	0.297176820208024	0.594353640416048	0	0	0	0.148588410104012	0.297176820208024	0	0	0	26.1515601783061	0	1.63447251114413	0	0	2.5260029717682	0.148588410104012	0	0	0	0.742942050520059	0	0	0.297176820208024
