"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
939	968	"Goluboye Lake"	61.11667	152.26667	150	"AWI"	150	8178	8685	8379	25.2446183953033	0	0	0.391389432485323	0	27.5929549902153	0	0.195694716242661	0	0	0.391389432485323	0.684931506849315	0	0	0	0	0	0.0978473581213307	0.0978473581213307	0	42.5636007827789	0	1.56555772994129	0	0	0.684931506849315	0.195694716242661	0	0	0	0.293542074363992	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	156	"AWI"	156	8270	8788	8450	32.3185011709602	0	0	0.078064012490242	0	17.5644028103045	0	0.312256049960968	0	0.156128024980484	1.63934426229508	0	0	0	0	0	0	0.078064012490242	0	0	44.4964871194379	0	1.56128024980484	0	0	0.312256049960968	0.156128024980484	0	0	0	1.09289617486339	0	0	0.234192037470726
939	968	"Goluboye Lake"	61.11667	152.26667	161	"AWI"	161	8344	8889	8529	25.4352763058289	0	0	0.151400454201363	0	26.5707797123391	0.0757002271006813	0.0757002271006813	0	0	0.0757002271006813	0.60560181680545	0	0	0	0	0.151400454201363	0.0757002271006813	0	0	43.9061317183952	0	2.4224072672218	0	0	0.227100681302044	0.0757002271006813	0	0	0	0.151400454201363	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	173	"AWI"	173	8498	9179	8801	56.3333333333333	0	0	0.266666666666667	0	39.4	0	0.0666666666666667	0	0	0.333333333333333	0.333333333333333	0	0	0	0	0.0666666666666667	0.0666666666666667	0	0	0.2	0	1.33333333333333	0	0	0.133333333333333	0.133333333333333	0	0	0	1.26666666666667	0	0.0666666666666667	0
939	968	"Goluboye Lake"	61.11667	152.26667	178	"AWI"	178	8657	9592	9070	47.6482617586912	0	0.102249488752556	0.511247443762781	0	30.9815950920245	0	0.408997955010225	0	0	8.28220858895705	0.920245398773006	0	0	0	0	0.102249488752556	0	0	0	0.408997955010225	0	3.88548057259714	0	0	0.613496932515337	0.204498977505113	0	0	0	5.8282208588957	0	0.102249488752556	0
939	968	"Goluboye Lake"	61.11667	152.26667	183	"AWI"	183	8946	10399	9583	26.3157894736842	0	0	1.93905817174515	0.831024930747922	19.9445983379501	0	2.77008310249307	0	0	25.4847645429363	5.54016620498615	0.277008310249307	0	0	0	0	0.277008310249307	0	0	2.77008310249307	0	9.69529085872576	0	0	0	0.554016620498615	0	0	0	3.601108033241	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	187	"AWI"	187	9077	11477	10079	24.5009074410163	0	0.181488203266788	1.27041742286751	0.544464609800363	35.934664246824	0	2.54083484573503	0	0.362976406533575	15.426497277677	4.17422867513612	0	0	0	0	0	0	0	0	0.907441016333938	0	8.16696914700544	0	0	0.907441016333938	0.362976406533575	0	0	0	4.3557168784029	0.181488203266788	0	0.181488203266788
939	968	"Goluboye Lake"	61.11667	152.26667	189	"AWI"	189	9346	11676	10337	19.1747572815534	0.242718446601942	0.485436893203883	2.42718446601942	0	32.5242718446602	0	1.94174757281553	0	2.42718446601942	7.28155339805825	5.58252427184466	0	0	0	0	0	0	0	0	3.64077669902913	0	16.0194174757282	0.242718446601942	0	0.728155339805825	1.94174757281553	0	0	0	4.36893203883495	0.242718446601942	0.485436893203883	0.242718446601942
939	968	"Goluboye Lake"	61.11667	152.26667	199	"AWI"	199	10480	12612	11712	21.2484993997599	0	0	0.480192076830732	0	47.1788715486194	0	0.960384153661465	0	0.240096038415366	7.92316926770708	2.88115246098439	0	0	0	0	0	0	0	0	0.720288115246098	0	10.4441776710684	0	0	0.960384153661465	0.240096038415366	0	0	0	6.3625450180072	0.120048019207683	0	0.240096038415366
939	968	"Goluboye Lake"	61.11667	152.26667	204	"AWI"	204	11389	13007	12360	28.7514318442153	0	0.229095074455899	0.572737686139748	0	45.7044673539519	0	0.458190148911798	0	0.687285223367698	8.93470790378007	1.26002290950745	0	0	0	0	0	0	0	0	0.229095074455899	0.11454753722795	4.92554410080183	0	0	1.71821305841924	0.458190148911798	0	0	0	5.72737686139748	0	0.229095074455899	0
939	968	"Goluboye Lake"	61.11667	152.26667	209	"AWI"	209	12286	13255	12957	19.7854588796186	0	0.119189511323004	1.07270560190703	0	41.5971394517282	0	0.953516090584029	0	0.953516090584029	12.6340882002384	2.02622169249106	0	0	0	0	0	0	0	0	2.14541120381406	0	9.77353992848629	0	0	1.07270560190703	0.476758045292014	0	0	0	6.5554231227652	0.119189511323004	0.119189511323004	0.595947556615018
939	968	"Goluboye Lake"	61.11667	152.26667	212	"AWI"	212	12886	13347	13151	13.4889753566796	0	0	2.33463035019455	0	42.1530479896239	0	2.46433203631647	0	0.389105058365759	12.970168612192	1.68612191958495	0.12970168612192	0	0	0	0	0	0	0	1.2970168612192	0	14.7859922178988	0	0	1.68612191958495	0.518806744487678	0	0	0	5.70687418936446	0	0.12970168612192	0.259403372243839
939	968	"Goluboye Lake"	61.11667	152.26667	216	"AWI"	216	13096	14077	13424	11.3432835820896	0	0	2.48756218905473	0	47.4626865671642	0	1.39303482587065	0	1.99004975124378	9.95024875621891	1.7910447761194	0	0	0	0	0	0	0.099502487562189	0	0.796019900497512	0	12.4378109452736	0	0	1.7910447761194	0.796019900497512	0	0	0	7.06467661691542	0.099502487562189	0.298507462686567	0.199004975124378
