"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Isoëtes"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Rosaceae"	"Salix"
27	27	"Aliuk Pond"	54.58333	-57.36667	10	"AWI"	10	1482	3206	2316	5.75221238938053	32.3008849557522	0	0	17.6991150442478	0	1.32743362831858	1.32743362831858	0	0	0.884955752212389	0	38.9380530973451	0.884955752212389	0.442477876106195	0	0	0.442477876106195
27	27	"Aliuk Pond"	54.58333	-57.36667	20	"AWI"	20	2616	4286	3427	5.44554455445545	50.2475247524753	0	0	10.3960396039604	0	0.495049504950495	1.48514851485149	0	0	0.247524752475248	0.247524752475248	29.9504950495049	0.742574257425743	0.742574257425743	0	0	0
27	27	"Aliuk Pond"	54.58333	-57.36667	30	"AWI"	30	3763	5329	4546	6.58307210031348	30.7210031347962	0	0	20.6896551724138	0	0.313479623824451	0.313479623824451	0	0.313479623824451	0	0	38.871473354232	1.56739811912226	0.313479623824451	0	0	0.313479623824451
27	27	"Aliuk Pond"	54.58333	-57.36667	40	"AWI"	40	4935	6364	5659	5.95238095238095	34.1269841269841	0.396825396825397	0	23.8095238095238	0	0	0.396825396825397	0	0	0	0	32.9365079365079	0.793650793650794	0.793650793650794	0	0	0.793650793650794
27	27	"Aliuk Pond"	54.58333	-57.36667	50	"AWI"	50	6143	7380	6776	3.84615384615385	60.3846153846154	0	0	24.6153846153846	0	0.769230769230769	1.15384615384615	0	0	0	0	7.30769230769231	0.769230769230769	0.769230769230769	0	0	0.384615384615385
27	27	"Aliuk Pond"	54.58333	-57.36667	60	"AWI"	60	7430	8353	7876	0.854700854700855	41.025641025641	0.427350427350427	0	21.7948717948718	0	6.83760683760684	4.7008547008547	0	0	0	0	8.11965811965812	2.99145299145299	2.56410256410256	0	1.70940170940171	8.97435897435897
27	27	"Aliuk Pond"	54.58333	-57.36667	70	"AWI"	70	8397	9653	8980	0.393700787401575	16.5354330708661	0.78740157480315	0.78740157480315	33.0708661417323	0	3.1496062992126	2.75590551181102	0.393700787401575	0.393700787401575	0	0	6.2992125984252	3.54330708661417	5.11811023622047	0.393700787401575	9.44881889763779	16.9291338582677
27	27	"Aliuk Pond"	54.58333	-57.36667	80	"AWI"	80	9352	10935	10086	0	15.2	3.2	0	36.8	1.6	8	2.4	0	0	0	0	8	9.6	5.6	0	0	9.6
27	27	"Aliuk Pond"	54.58333	-57.36667	90	"AWI"	90	10339	12145	11199	0.735294117647059	11.7647058823529	1.47058823529412	1.47058823529412	39.7058823529412	0	12.5	2.20588235294118	0	0	0	0	8.08823529411765	10.2941176470588	9.55882352941176	0.735294117647059	0	1.47058823529412
