"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fraxinus"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Myrica"	"Ostrya.Carpinus"	"Phellodendron"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	110	"AWI"	110	623	1175	913	0	0	1.26903553299492	2.03045685279188	0.761421319796954	0.761421319796954	0	0	0.761421319796954	0	0	0	0	57.3604060913706	0	0	0	0	0	0	0	0	0	0	11.1675126903553	0	0	0	0.253807106598985	25.1269035532995	0	0	0	0.50761421319797
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	120	"AWI"	120	830	1236	1025	8.36653386454183	0	0.398406374501992	1.99203187250996	0.398406374501992	0.796812749003984	0	0	0.398406374501992	0	0	0	0	80.8764940239044	0	0	0	0	0	0	0	0	0	0	3.18725099601594	0	0	1.59362549800797	1.19521912350598	0	0	0	0	0.796812749003984
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	320	"AWI"	320	6229	7171	6709	4.07055630936228	16.6892808683853	2.03527815468114	0	4.61329715061058	0.949796472184532	34.1926729986431	1.76390773405699	0.135685210312076	0.407055630936228	2.30664857530529	0	0	0	0	0.271370420624152	0	0	0	0	0.135685210312076	0	0	0	1.22116689280868	0	0	18.9959294436906	1.89959294436906	3.52781546811398	0.67842605156038	0	0	6.10583446404342
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	340	"AWI"	340	6352	7643	6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	380	"AWI"	380	6551	8342	7243	11.8279569892473	41.9354838709677	1.0752688172043	1.0752688172043	3.76344086021505	0.537634408602151	0	1.0752688172043	0	1.61290322580645	3.76344086021505	0	0	0	0	0	0	0	0	0	0	0	10.752688172043	0	2.68817204301075	0	0	5.91397849462366	2.1505376344086	9.13978494623656	0	0.537634408602151	0.537634408602151	1.61290322580645
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	400	"AWI"	400	6693	8604	7433	26.1780104712042	33.5078534031414	0.523560209424084	2.61780104712042	3.66492146596859	3.1413612565445	0	0	0	4.18848167539267	0.523560209424084	0	1.04712041884817	0	0	0.523560209424084	0	0	0	0	0	0	0	0	2.61780104712042	0	0.523560209424084	13.6125654450262	3.1413612565445	0	0	1.04712041884817	0	3.1413612565445
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	420	"AWI"	420	6794	8904	7622	10.077519379845	50.3875968992248	0	1.55038759689922	3.10077519379845	1.55038759689922	0	0.775193798449612	0	1.55038759689922	0	0	2.32558139534884	0	0	0	0	0	0	0	0	0	0	0	5.42635658914729	0	0	18.6046511627907	1.55038759689922	0	0	0	0	3.10077519379845
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	440	"AWI"	440	6901	9229	7804	10.3658536585366	16.4634146341463	0.609756097560976	0.609756097560976	3.04878048780488	3.65853658536585	0	0	0	1.82926829268293	5.48780487804878	0	1.82926829268293	0	2.4390243902439	1.21951219512195	1.82926829268293	0	0	0	0.609756097560976	0	0	0	4.26829268292683	0	0.609756097560976	34.1463414634146	0.609756097560976	3.04878048780488	0.609756097560976	0	0.609756097560976	6.09756097560976
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	460	"AWI"	460	7034	9479	7999	9.58904109589041	21.9178082191781	2.05479452054794	0	4.10958904109589	2.73972602739726	0	1.36986301369863	0	2.73972602739726	5.47945205479452	0	10.2739726027397	0	0	0.684931506849315	0	0	0	0	0	0	0	0	1.36986301369863	0	0.684931506849315	20.5479452054795	7.53424657534247	0	0	0	0	8.9041095890411
1680	1736	"Mereya River, Lagoon Terrace Exposure S4000(30)"	46.61667	142.91667	480	"AWI"	480	7118	9818	8183	7.69230769230769	38.4615384615385	0	0	7.69230769230769	0	0	0	0	0	0	0	3.84615384615385	0	0	0	0	0	0	0	0	0	0	0	3.84615384615385	0	0	11.5384615384615	11.5384615384615	0	3.84615384615385	0	3.84615384615385	7.69230769230769
