"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	0	"AWI"	0	-107	61	-29	0.357142857142857	15.7142857142857	0	0.357142857142857	0	17.8571428571429	0	0	0	0	0	0	0	1.78571428571429	0	0.357142857142857	4.64285714285714	0	0	22.1428571428571	32.8571428571429	0	1.78571428571429	0	0	0	0	0	2.14285714285714	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	20	"AWI"	20	178	1971	836	0.307692307692308	21.2307692307692	0	0	0	18.4615384615385	0	0	0	0.615384615384615	0	0.615384615384615	0	0.923076923076923	0	0.615384615384615	2.46153846153846	0	0	30.7692307692308	20.3076923076923	0	1.23076923076923	0	0	0.307692307692308	0	0	1.84615384615385	0.307692307692308	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	40	"AWI"	40	792	2968	1800	0	20.3030303030303	0	0	0	22.7272727272727	0	0	0	0.606060606060606	0	0	0	0.606060606060606	0	0	0.909090909090909	0	0	36.6666666666667	17.2727272727273	0	0.303030303030303	0	0	0	0	0	0.606060606060606	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	60	"AWI"	60	1645	3810	2789	0	19.2708333333333	0	0	0	20.8333333333333	0	0	0	0	0	0.520833333333333	0	1.04166666666667	0	0	4.42708333333333	0	0	33.8541666666667	17.96875	0	1.04166666666667	0	0	0	0	0	1.04166666666667	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	80	"AWI"	80	2682	4456	3760	0	23.7864077669903	0.485436893203883	0	0	22.8155339805825	0	0	0	0	0	0.242718446601942	0	0.242718446601942	0	0	1.69902912621359	0	0	23.5436893203883	24.2718446601942	0	1.94174757281553	0	0.485436893203883	0	0	0	0.485436893203883	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	100	"AWI"	100	4047	4955	4577	0	29.7362110311751	0	0	0	15.5875299760192	0	0	0	0	0	0	0	0.239808153477218	0	0	2.39808153477218	0	0	28.7769784172662	20.863309352518	0	0	0	0	0	0	0	2.39808153477218	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	120	"AWI"	120	4441	5732	5043	0	26.8456375838926	0	0	0	14.0939597315436	0	0	0.447427293064877	0.223713646532438	0	0.671140939597315	0	0.223713646532438	0	0	3.80313199105145	0	0	39.8210290827741	13.6465324384787	0	0	0	0	0	0	0	0.223713646532438	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	140	"AWI"	140	4823	6261	5525	0	36.6666666666667	0	0	0	18.1818181818182	0	0	0	0	0	0	0	0.606060606060606	0	0	6.06060606060606	0	0	30.3030303030303	5.15151515151515	0	0	0	0	0	0	0	3.03030303030303	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	160	"AWI"	160	5269	6814	6021	0	27.5862068965517	0	0	0	11.2852664576803	0	0	0	1.56739811912226	0	0.313479623824451	0	0.313479623824451	0	0.313479623824451	3.44827586206897	0	0	48.58934169279	5.64263322884013	0	0	0	0	0	0	0	0.940438871473354	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	180	"AWI"	180	5745	7275	6524	0	16.6666666666667	0	0	0	7.75193798449612	0	0	0	0	0	0	0	1.16279069767442	0	0	7.36434108527132	0	0	54.2635658914729	10.8527131782946	0	0	0	0	0	0	0	1.93798449612403	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	200	"AWI"	200	6221	7698	7020	0	22.4299065420561	0.623052959501558	0.934579439252336	0	12.7725856697819	0	0	0.623052959501558	0	0.623052959501558	0.311526479750779	0.311526479750779	0.311526479750779	0	0	8.09968847352025	0	0	37.3831775700935	13.3956386292835	0	0	0	0.934579439252336	0.311526479750779	0	0	0.934579439252336	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	220	"AWI"	220	6786	8085	7522	0	19.1729323308271	0	0	0	17.6691729323308	0	0	0	0	0	0.37593984962406	0	1.8796992481203	0	0	12.0300751879699	0	0	36.8421052631579	4.88721804511278	0	0	0	0.37593984962406	0	0	0	5.6390977443609	0	1.12781954887218
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	240	"AWI"	240	7435	8397	8013	0	7.32600732600733	0	0	0	21.978021978022	0	0	0.366300366300366	0	0	0	0	1.0989010989011	0	0	1.0989010989011	0	0	64.1025641025641	2.56410256410256	0	0	0	0	0	0	0	1.46520146520147	0	0
370	381	"Lac Ciel Blanc"	59.51667	-122.16667	260	"AWI"	260	8124	9085	8508	0	8.33333333333333	0	0.378787878787879	0	10.2272727272727	0	0	0	0.757575757575758	0	0	0	1.13636363636364	0	0	0	0	0	76.1363636363636	0	0	0	0	0	0	0	0	3.03030303030303	0	0
