"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxodium"	"Thalictrum"	"Tilia"	"Toxicodendron"	"Tsuga"	"Ulmus"	"Viburnum"	"Vitaceae"
1643	1698	"Mansell Pond"	45.04167	-68.73333	663	"AWI"	663	-143	23	-50	1.47971360381862	0	0	0.0954653937947494	0.190930787589499	0	0	40.763723150358	0	0	0	0	0	0.0954653937947494	0	0.0954653937947494	0	0	0	0.0954653937947494	1.90930787589499	0.190930787589499	0	0	0	6.30071599045346	1.05011933174224	0	0.668257756563246	0.286396181384248	0	0	0.286396181384248	0.859188544152745	0	0	0	0	0	0.381861575178998	9.06921241050119	18.1384248210024	0	0	0	0.0954653937947494	0	0	3.81861575178998	0	0	0	0	0	0.0954653937947494	1.24105011933174	0.286396181384248	0	0	0	0	0.477326968973747	0	0.0954653937947494	0	0	10.8830548926014	0.859188544152745	0.0954653937947494	0.0954653937947494
1643	1698	"Mansell Pond"	45.04167	-68.73333	667	"AWI"	667	-119	65	-21	1.20053357047577	0	0	0.177856825255669	0	0.0889284126278346	0	43.4859937750111	0	0.0889284126278346	0	0	0	0.177856825255669	0	0.0889284126278346	0	0	0	0.266785237883504	1.33392618941752	0.444642063139173	0	0	0	6.84748777234326	1.68963983992886	0	1.06714095153402	0.444642063139173	0	0	0	0.97821253890618	0	0	0	0	0	0.622498888394842	7.11427301022677	17.4299688750556	0	0.177856825255669	0	0	0	0	4.09070698088039	0	0	0	0	0	0	0.800355713650511	0.800355713650511	0	0	0	0	0.266785237883504	0	0	0.0889284126278346	0	9.95998221431747	0.266785237883504	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	671	"AWI"	671	-104	131	4	1.41843971631206	0	0	0	0	0.0945626477541371	0	40.9456264775414	0	0.0945626477541371	0	0	0	0.283687943262411	0	0	0	0	0	0.472813238770686	1.22931442080378	0	0	0	0	7.75413711583924	1.41843971631206	0	1.22931442080378	0	0	0	0	0.567375886524823	0	0	0	0	0.0945626477541371	0.283687943262411	7.75413711583924	18.2978723404255	0	0.0945626477541371	0	0	0	0	4.63356973995272	0	0.0945626477541371	0	0	0	0	1.22931442080378	0.472813238770686	0.283687943262411	0	0	0	0	0	0	0	0	10.1182033096927	0.945626477541371	0.189125295508274	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	675	"AWI"	675	-80	179	32	1.40562248995984	0	0	0.100401606425703	0	0	0	44.3775100401606	0.100401606425703	0	0	0	0	0	0	0	0	0	0.200803212851406	0.200803212851406	1.90763052208835	0.301204819277108	0	0	0.200803212851406	7.2289156626506	0.903614457831325	0	0.70281124497992	0.100401606425703	0	0	0.301204819277108	0.401606425702811	0	0	0	0	0	0.70281124497992	6.92771084337349	16.2650602409639	0	0.200803212851406	0	0	0	0	3.5140562248996	0	0	0	0	0	0	1.60642570281124	0.502008032128514	0	0	0	0	0.401606425702811	0	0	0.100401606425703	0	10.4417670682731	0.903614457831325	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	679	"AWI"	679	-58	214	63	0.630583289542827	0	0	0.105097214923805	0	0.105097214923805	0	45.2968996321598	0	0.105097214923805	0	0	0	0	0	0	0	0	0.105097214923805	0.105097214923805	0.315291644771414	0	0	0	0	9.45874934314241	1.99684708355229	0.420388859695218	1.36626379400946	0.105097214923805	0	0	0	0.105097214923805	0	0	0	0	0	0.315291644771414	7.25170782974251	16.4477141355754	0	0	0	0	0	0	4.83447188649501	0	0	0	0	0	0	0.945874934314241	0.525486074619023	0	0	0	0	0	0	0.105097214923805	0.105097214923805	0	8.61797162375197	0.630583289542827	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	683	"AWI"	683	-43	263	91	1.15194733955019	0	0	0.329127811300055	0	0.219418540866703	0	44.5419637959408	0	0	0	0	0	0	0	0	0	0	0	0.65825562260011	0.329127811300055	0.219418540866703	0	0	0	8.66703236423478	1.64563905650027	0	0.548546352166758	0.329127811300055	0	0	0	0.109709270433352	0	0	0	0	0	0.438837081733407	8.55732309380143	14.1524958859024	0	0	0	0	0	0	3.73011519473396	0	0	0	0	0	0	2.30389467910038	0.219418540866703	0	0	0	0	0	0	0.109709270433352	0	0	11.0806363137685	0.65825562260011	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	688	"AWI"	688	-9	296	131	0.962052378407269	0	0	0	0	0.106894708711919	0	42.0096205237841	0	0	0	0	0	0	0	0	0	0	0	0.320684126135756	0.748262960983431	0.427578834847675	0	0	0	9.40673436664885	1.92410475681454	0	0.320684126135756	0.106894708711919	0	0	0	0.106894708711919	0	0	0	0	0	0.213789417423838	8.92570817744522	15.9273115980759	0	0	0	0	0	0	2.88615713522181	0	0	0.534473543559594	0	0	0	1.7103153393907	0.106894708711919	0	0.213789417423838	0	0	0	0	0	0	0	11.9722073757349	0.962052378407269	0.106894708711919	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	692	"AWI"	692	7	337	161	1.24316260566882	0	0	0.0994530084535057	0	0.0994530084535057	0	40.3779214321233	0	0.397812033814023	0	0	0	0.0994530084535057	0	0	0	0	0	0.298359025360517	1.09398309298856	0.298359025360517	0	0	0	12.0338140228742	0.994530084535057	0	0.795624067628046	0	0	0	0	0.397812033814023	0	0	0	0	0	0.497265042267529	8.652411735455	13.6250621581303	0	0.0994530084535057	0	0	0	0	3.38140228741919	0	0	0	0	0	0	2.48632521133764	0.0994530084535057	0	0	0	0	0	0	0	0.0994530084535057	0	12.0338140228742	0.795624067628046	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	696	"AWI"	696	35	369	191	0.39820806371329	0	0	0	0	0.0995520159283226	0	36.3364858138377	0	0	0	0	0	0	0	0	0	0	0	0.298656047784968	0.39820806371329	0	0	0	0	12.2448979591837	1.39372822299652	0	0.199104031856645	0.0995520159283226	0	0	0	0.497760079641613	0	0	0	0	0	0.597312095569935	7.66550522648084	15.7789945246391	0	0	0	0	0	0	4.18118466898955	0	0	0	0	0	0	1.59283225485316	0.39820806371329	0	0	0	0	0	0	0.0995520159283226	0.0995520159283226	0	17.0233947237432	0.597312095569935	0	0
1643	1698	"Mansell Pond"	45.04167	-68.73333	700	"AWI"	700	56	397	222	1.17167600611309	0	0	0.101884870096791	0	0.101884870096791	0	35.048395313296	0	0	0	0	0	0	0	0	0	0	0	0.101884870096791	0.916963830871116	0	0	0	0	11.1054508405502	1.83392766174223	0	0.713194090677534	0.101884870096791	0	0	0	0.916963830871116	0	0	0	0.101884870096791	0	0.611309220580744	6.77534386143658	16.8619460010189	0	0.101884870096791	0	0	0	0	2.95466123280693	0	0	0	0	0	0	1.32450331125828	0.203769740193581	0	0	0	0	0.101884870096791	0	0	0	0	18.0336220071319	0.815078960774325	0	0
