"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Caryophyllaceae"	"Castanea"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1356	1391	"Joes Pond"	48.24	-58.24	1	"AWI"	1	-104	65	-19	11.0552763819095	0	13.5678391959799	0	0	0.50251256281407	0	0	34.6733668341709	0	0	0	1.50753768844221	0	0	0	0	0	0.50251256281407	0	0	0	0	0	20.1005025125628	5.0251256281407	0	7.53768844221105	0	0.50251256281407	0	0	2.51256281407035	0	0	1.00502512562814	1.50753768844221	0
1356	1391	"Joes Pond"	48.24	-58.24	10	"AWI"	10	-45	428	97	19.5	0	9	0	0	0	0	0	48	0	0	0	1	0	0	0.5	0	0	0.5	0	0	0	0	0	14.5	4	0	1.5	0	0	0	0	1.5	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	20	"AWI"	20	-19	870	222	15.4228855721393	0	5.97014925373134	0	0	0.497512437810945	0	0	40.2985074626866	0	0.497512437810945	0.497512437810945	0	0	0	0.995024875621891	0	0	0.497512437810945	0	0	0	0	0	28.3582089552239	4.47761194029851	0	0.497512437810945	0	0	0	0.995024875621891	0	0.497512437810945	0	0.497512437810945	0	0
1356	1391	"Joes Pond"	48.24	-58.24	30	"AWI"	30	1	1331	349	31.6831683168317	0	11.3861386138614	0.495049504950495	0.495049504950495	0.495049504950495	0	0	31.6831683168317	0	0	0	0	0	0	0	0	0	1.98019801980198	0	0	0.495049504950495	0	0	16.8316831683168	3.46534653465347	0	0	0	0.99009900990099	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	40	"AWI"	40	71	1543	500	13.3663366336634	0	9.9009900990099	0	0	0.495049504950495	0	0	49.5049504950495	0	0	0	1.98019801980198	0	0.495049504950495	0.495049504950495	0	0.495049504950495	0.495049504950495	0.495049504950495	0	0	0	0	16.8316831683168	2.97029702970297	0.495049504950495	0.99009900990099	0	0	0	0	0	0.495049504950495	0	0.495049504950495	0	0
1356	1391	"Joes Pond"	48.24	-58.24	50	"AWI"	50	131	1693	664	19.8019801980198	0	7.42574257425743	0	0	0	0	0	47.029702970297	0	0	0	0	0	0	0.495049504950495	0	0	0.99009900990099	0	0.99009900990099	0.99009900990099	0	0	18.3168316831683	3.46534653465347	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	60	"AWI"	60	175	1949	813	17.3267326732673	0	4.95049504950495	0	0	0	0	0	45.5445544554455	0	0	0	0.99009900990099	0	0.495049504950495	0.495049504950495	0	0	0.99009900990099	0.495049504950495	0.495049504950495	0	0	0	24.7524752475248	2.47524752475248	0	0.495049504950495	0	0.495049504950495	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	70	"AWI"	70	255	2219	954	14.9253731343284	0	6.46766169154229	0	0	0.497512437810945	0	0	55.2238805970149	0	0	0	0.995024875621891	0	0	0.497512437810945	0	0	0.497512437810945	0	0	0	0	0.497512437810945	15.9203980099502	3.48258706467662	0	0	0	0	0	0	0	0	0.497512437810945	0	0.497512437810945	0
1356	1391	"Joes Pond"	48.24	-58.24	80	"AWI"	80	360	2388	1107	17	0	7.5	0	0	0	0	0	55.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	17	1	0	0.5	0	0.5	0	0	0	0	0	0	0.5	0
1356	1391	"Joes Pond"	48.24	-58.24	90	"AWI"	90	428	2608	1257	17.0854271356784	0	6.03015075376884	0	0	0	0	0	49.748743718593	0	0	0	2.51256281407035	0	0.50251256281407	0	0	0	0	0	0	0.50251256281407	0	0	21.105527638191	1.00502512562814	0	0	0	0.50251256281407	0	0	0	0	0.50251256281407	0	0.50251256281407	0
1356	1391	"Joes Pond"	48.24	-58.24	100	"AWI"	100	493	2902	1401	19.5	0	6	0	0	0	0	0	51.5	0	0	0.5	1	0	0	0.5	0	0.5	0	0	0	0	0	0	16.5	3.5	0	0.5	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	110	"AWI"	110	610	3039	1546	16.8316831683168	0	4.45544554455445	0	0	0	0	0	57.9207920792079	0	0	0	2.47524752475248	0	0	0	0	0	0.99009900990099	0	0	0	0	0	14.8514851485149	2.47524752475248	0	0	0	0	0	0	0	0	0	0	0	0
1356	1391	"Joes Pond"	48.24	-58.24	120	"AWI"	120	697	3191	1707	10.2941176470588	0	2.94117647058824	0	0	0	0	0	64.7058823529412	0	0	0	0.980392156862745	0	0	0	0.980392156862745	0	0.980392156862745	0.980392156862745	0	0	0	0	13.7254901960784	2.94117647058824	0	0	0.490196078431373	0.490196078431373	0	0	0	0	0	0.490196078431373	0	0
1356	1391	"Joes Pond"	48.24	-58.24	130	"AWI"	130	754	3425	1845	22.2772277227723	0	2.97029702970297	0	0	0	0	0	59.4059405940594	0	0	0	0.495049504950495	0	0	0.495049504950495	0	0	0.99009900990099	0	0	0.495049504950495	0	0	10.3960396039604	1.48514851485149	0	0.495049504950495	0	0.495049504950495	0	0	0	0	0	0	0	0
