"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1677	1733	"Lac Mélèze"	65.21667	-126.11667	100	"AWI"	100	1927	2603	2271	85	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	10	0	4	0	0	0	7	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	110	"AWI"	110	2035	2873	2408	143	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	0	18	0	0	0	0	0	2	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	120	"AWI"	120	2137	3056	2568	107	0	0	0	0	0	1	0	0	3	0	0	1	2	0	2	1	0	0	12	0	0	0	0	0	5	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	130	"AWI"	130	2269	3228	2721	134	0	0	4	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	2	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	140	"AWI"	140	2385	3399	2878	116	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	3	0	0	3	0	1	0	0	0	5	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	150	"AWI"	150	2532	3537	3037	134	0	0	1	0	0	0	0	0	8	0	0	0	0	0	2	3	0	0	2	0	1	0	0	0	1	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	160	"AWI"	160	2706	3690	3186	103	0	0	1	0	0	0	0	1	10	1	0	0	0	0	1	2	0	0	3	0	1	0	0	0	7	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	170	"AWI"	170	2848	3853	3342	122	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	2	0	0	4	0	1	0	0	0	0	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	180	"AWI"	180	3055	3973	3485	105	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	6	0	0	6	0	0	0	1	0	6	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	190	"AWI"	190	3268	4110	3645	146	0	0	1	0	0	1	0	1	3	0	0	0	2	0	0	2	0	0	2	0	1	0	0	0	5	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	200	"AWI"	200	3423	4321	3823	110	1	0	0	0	0	0	1	0	3	1	0	0	1	0	1	2	0	0	3	0	1	0	0	0	2	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	210	"AWI"	210	3570	4535	4020	146	0	0	1	0	0	0	0	0	10	0	0	0	0	1	0	5	0	0	3	0	2	0	0	0	3	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	220	"AWI"	220	3718	4763	4212	130	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	6	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	230	"AWI"	230	3841	4990	4415	151	1	0	2	0	0	0	0	0	8	0	0	0	0	0	1	3	0	0	2	0	1	0	0	0	3	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	240	"AWI"	240	4083	5124	4619	79	0	0	2	0	0	0	0	0	4	0	0	0	0	0	6	5	0	0	2	0	0	1	0	0	2	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	250	"AWI"	250	4312	5290	4805	126	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	2	0	0	2	0	1	0	0	0	4	0	1
1677	1733	"Lac Mélèze"	65.21667	-126.11667	260	"AWI"	260	4517	5456	4995	160	0	0	2	0	0	0	0	0	4	1	0	0	0	0	1	6	0	0	0	0	3	1	0	0	9	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	270	"AWI"	270	4700	5720	5224	152	0	0	1	0	0	0	0	0	4	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	280	"AWI"	280	4865	6072	5438	151	0	0	2	0	0	0	0	0	4	0	0	0	2	0	0	10	0	0	2	0	1	0	0	0	5	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	290	"AWI"	290	5018	6357	5664	159	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	3	0	0	3	0	2	1	0	0	3	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	300	"AWI"	300	5234	6569	5897	112	0	0	6	0	0	0	0	0	5	0	0	0	3	1	3	3	0	0	0	0	1	1	0	0	0	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	310	"AWI"	310	5444	6818	6120	106	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	4	1	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	320	"AWI"	320	5650	7008	6351	75	0	0	1	0	0	0	0	0	12	0	0	0	0	0	3	4	1	0	3	0	2	0	0	0	3	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	330	"AWI"	330	5930	7185	6561	55	0	0	1	0	0	0	0	0	6	0	0	0	3	0	2	7	0	0	4	0	0	0	0	0	1	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	340	"AWI"	340	6250	7390	6794	40	0	0	0	0	0	0	0	0	12	0	0	1	2	0	1	1	0	0	2	0	5	0	0	0	3	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	350	"AWI"	350	6611	7676	7094	54	0	0	2	0	0	0	0	0	5	1	0	0	2	0	2	5	0	0	0	0	3	0	0	0	9	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	360	"AWI"	360	7054	8672	7923	0	0	0	6	0	0	0	0	0	10	1	0	0	0	0	0	9	0	0	0	0	5	1	0	0	5	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	370	"AWI"	370	7632	10127	8898	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	5	0	0	0	0	2	2	0	0	11	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	380	"AWI"	380	9274	10437	9895	0	0	0	4	0	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	390	"AWI"	390	9964	11029	10536	2	0	0	5	0	0	1	1	18	17	5	0	1	0	0	0	0	0	0	0	0	2	4	0	0	23	1	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	400	"AWI"	400	10244	12013	10940	0	1	0	2	0	0	1	0	34	45	2	0	0	0	0	0	1	0	0	1	0	7	4	0	0	34	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	410	"AWI"	410	10536	12380	11382	0	0	0	4	0	0	0	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	4	1	0	8	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	420	"AWI"	420	10876	12787	11802	3	0	0	8	0	0	0	0	1	19	0	0	0	3	0	0	0	1	0	1	0	4	6	1	0	22	0	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	430	"AWI"	430	11130	13173	12241	0	8	0	83	0	0	4	0	2	23	0	0	0	3	0	0	0	0	0	0	23	22	8	0	0	35	1	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	440	"AWI"	440	11414	13591	12620	2	11	0	192	0	0	5	1	2	19	0	0	0	4	0	0	0	0	0	1	0	35	6	1	0	53	1	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	450	"AWI"	450	11638	14105	12923	0	23	0	178	0	0	6	0	0	12	0	0	0	5	0	0	0	0	0	0	0	24	9	0	11	61	2	0
1677	1733	"Lac Mélèze"	65.21667	-126.11667	460	"AWI"	460	11809	14664	13208	0	0	0	121	0	0	3	0	0	53	0	0	0	9	0	0	0	0	0	0	0	21	1	0	0	75	0	0
