"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Juglans"	"Ostrya.Carpinus"	"Phellodendron"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Syringa"	"Ulmus"
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	175	"AWI"	175	4124	5310	4779	2.91005291005291	0	4.76190476190476	2.11640211640212	0.264550264550265	0.529100529100529	0.793650793650794	0	0.529100529100529	21.4285714285714	0	1.58730158730159	1.58730158730159	0	0	6.08465608465608	4.4973544973545	12.1693121693122	37.037037037037	0.793650793650794	0	2.91005291005291
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	185	"AWI"	185	4450	5523	5057	14.4067796610169	0	5.08474576271187	2.11864406779661	0	0	0.847457627118644	0	0	11.864406779661	0	2.11864406779661	2.96610169491525	0	0.423728813559322	11.864406779661	10.1694915254237	0.847457627118644	36.0169491525424	0	0	1.27118644067797
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	200	"AWI"	200	4988	5814	5467	8.26666666666667	0	5.86666666666667	0	0	2.66666666666667	1.06666666666667	0	0	17.8666666666667	0	0	1.6	0	0.533333333333333	0	4.8	9.86666666666667	41.6	0	0	5.86666666666667
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	210	"AWI"	210	5357	6007	5739	7.9295154185022	0	0	0	0	0	0.881057268722467	0	0	7.04845814977974	0	13.215859030837	0.881057268722467	0	0	4.40528634361234	2.6431718061674	5.72687224669604	55.5066079295154	0	0	1.76211453744493
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	215	"AWI"	215	5577	6090	5869	2.98507462686567	0	0	2.98507462686567	0	8.58208955223881	1.49253731343284	9.70149253731343	0.746268656716418	8.2089552238806	0	0.746268656716418	5.97014925373134	0	0	1.49253731343284	3.35820895522388	14.9253731343284	33.2089552238806	0	0	5.59701492537313
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	220	"AWI"	220	5755	6177	5983	1.01781170483461	0	9.4147582697201	1.01781170483461	0	5.59796437659033	3.05343511450382	23.6641221374046	0	0.254452926208651	0	0.508905852417303	7.37913486005089	1.52671755725191	2.03562340966921	0	1.01781170483461	14.2493638676845	20.8651399491094	0.508905852417303	0	7.88804071246819
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	225	"AWI"	225	5854	6284	6086	4.19287211740042	0	26.8343815513627	1.25786163522013	0	0	6.28930817610063	0	0.419287211740042	14.6750524109015	0	0	2.09643605870021	0	0	7.9664570230608	5.0314465408805	18.8679245283019	11.1111111111111	0.838574423480084	0	0.419287211740042
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	230	"AWI"	230	5958	6391	6179	2.35294117647059	0.588235294117647	0	0	0	7.05882352941176	0.588235294117647	0	0	0	0	0	20.5882352941176	0	4.70588235294118	5.88235294117647	1.17647058823529	11.7647058823529	38.2352941176471	0	0.588235294117647	6.47058823529412
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	240	"AWI"	240	6140	6587	6364	2.77777777777778	0	0	1.38888888888889	0	14.5833333333333	0	0	0	1.38888888888889	0	0	6.94444444444444	0	0	0	5.55555555555556	21.5277777777778	43.0555555555556	0	0	2.77777777777778
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	255	"AWI"	255	6452	6848	6635	6.06060606060606	0	0	0.550964187327824	0	0	0	0	0.826446280991736	19.2837465564738	0	0.550964187327824	11.0192837465565	0	1.10192837465565	3.30578512396694	1.65289256198347	19.2837465564738	29.7520661157025	0	0	6.61157024793388
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	260	"AWI"	260	6542	6963	6733	0	0	10.75	1.5	0	0.5	0	14.75	0.5	9.25	0	0.75	4.5	0	0	3.5	5.5	9	31.75	3	0	4.75
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	270	"AWI"	270	6706	7205	6946	0	0	88.1481481481482	4.44444444444444	0	0	0	0	0	1.48148148148148	0	0	0	0	0	0	0	3.7037037037037	2.22222222222222	0	0	0
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	280	"AWI"	280	6899	7399	7166	0	0	86.1111111111111	2.77777777777778	0	0	2.77777777777778	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0
1509	1547	"Gulf of Kosmodem'yanskaya-3 Exposure 5815"	44.1522	145.93986	290	"AWI"	290	7078	7643	7373	0	0	88.7096774193548	0	0	1.61290322580645	4.83870967741935	0	0	0	0	0	0	0	0	0	3.2258064516129	0	0	1.61290322580645	0	0
