"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1124	1158	"Jack London Lake"	62.16667	149.5	2	"AWI"	2	-56	531	195	59.1160220994475	0	0	0	0	29.2817679558011	0.552486187845304	0	0	0.276243093922652	0	1.38121546961326	3.03867403314917	0.276243093922652	0	0	0	0.276243093922652	0.276243093922652	0.552486187845304	0	0	0	1.93370165745856	0	0	0.276243093922652	0.276243093922652	0	0	0	1.10497237569061	0.552486187845304	0.552486187845304	0.276243093922652
1124	1158	"Jack London Lake"	62.16667	149.5	9	"AWI"	9	35	2542	1097	56.7741935483871	0	0	0	0	29.0322580645161	0.645161290322581	0	0	0.645161290322581	0	3.2258064516129	1.93548387096774	0	0	0	0.645161290322581	0	0.645161290322581	0.645161290322581	0	0	0	3.87096774193548	0	0	0	0.645161290322581	0	0	0	0.645161290322581	0	0.645161290322581	0
1124	1158	"Jack London Lake"	62.16667	149.5	18	"AWI"	18	142	5131	2257	57.4162679425837	0	0	0	0	33.4928229665072	0.478468899521531	0	0	0.478468899521531	0	1.43540669856459	1.91387559808612	0	0	0	0	0	0	0	0	0	0	2.87081339712919	0	0	0	0	0	0	0	0.478468899521531	0.478468899521531	0.478468899521531	0.478468899521531
1124	1158	"Jack London Lake"	62.16667	149.5	30	"AWI"	30	961	6608	3803	60.8910891089109	0	0	0	0	37.1287128712871	0	0	0	0	0	0.495049504950495	0.99009900990099	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	48	"AWI"	48	3105	8486	6063	55.6962025316456	0	0	0	0	38.3966244725738	0	0	0	0.421940928270042	0	2.10970464135021	1.68776371308017	0	0	0	0.421940928270042	0	0	0	0	0	0	0.421940928270042	0	0	0	0	0	0	0	0.421940928270042	0.421940928270042	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	55	"AWI"	55	3697	8975	7072	38.6920980926431	0	0	0	0	23.1607629427793	0.544959128065395	0	0	0	0	0	0.817438692098093	0	0	0	0	0	0	0.272479564032698	0	35.9673024523161	0	0.544959128065395	0	0	0	0	0	0	0	0	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	60	"AWI"	60	4966	9151	7647	59.3220338983051	0	0	0	0	36.864406779661	0	0	0	0	0	0.847457627118644	0.423728813559322	0	0	0	0	0	0	0	0	0	0	1.27118644067797	0	0	0.423728813559322	0	0	0	0	0.847457627118644	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	69	"AWI"	69	7643	9301	8659	67.3611111111111	0	0	0	0	30.5555555555556	0	0	0	0	0	0.347222222222222	0.347222222222222	0	0	0	0.694444444444444	0	0	0	0	0	0	0.347222222222222	0	0	0	0	0	0	0	0.347222222222222	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	75	"AWI"	75	9009	9513	9325	43.9393939393939	0	0	0	0	33.3333333333333	0	0	0	0.252525252525253	0	1.01010101010101	0.757575757575758	0	0.252525252525253	0	0.252525252525253	0	0	0	0	18.4343434343434	0	1.26262626262626	0	0	0	0	0	0	0	0.252525252525253	0	0	0.252525252525253
1124	1158	"Jack London Lake"	62.16667	149.5	81	"AWI"	81	9354	9892	9622	41.9618528610354	0	0	0	0	32.425068119891	0	0	0	0	0	0.817438692098093	0.272479564032698	0.544959128065395	0	0	0.272479564032698	0	0	0.817438692098093	0	20.9809264305177	0	1.36239782016349	0	0	0	0	0	0	0	0.544959128065395	0	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	87	"AWI"	87	9540	10395	9931	46.2365591397849	0.268817204301075	0	0	0	47.8494623655914	0.268817204301075	0	0	0.268817204301075	0	0.268817204301075	0.537634408602151	0	0	0	0.537634408602151	0.268817204301075	0	0	0	0	0	1.88172043010753	0	0	0.268817204301075	0	0	0.268817204301075	0	0.537634408602151	0.537634408602151	0	0
1124	1158	"Jack London Lake"	62.16667	149.5	91	"AWI"	91	9614	10759	10133	47.8547854785479	0	0	0	0	46.2046204620462	0	0	0	0	0	0.66006600660066	1.65016501650165	0	0	0	0	0	0	0	0	0	0	1.98019801980198	0	0	0	0	0	0	0	0.66006600660066	0.66006600660066	0	0.33003300330033
1124	1158	"Jack London Lake"	62.16667	149.5	97	"AWI"	97	9759	11042	10355	51.0588235294118	0	0	0	0	44	0	0	0	0	0	1.17647058823529	0.235294117647059	0	0	0	1.17647058823529	0	0	0	0	0	0	0.470588235294118	0	0	0.235294117647059	0	0	0	0.235294117647059	0.470588235294118	0	0.941176470588235	0
