"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Tsuga"	"Ulmus"
524	538	"Cummins Pond"	48.4075	-89.34667	380	"AWI"	380	8438	9102	8805	1	0	3	2	5	0	18	1	0	0	0	3	0	0	0	8	0	1	0	0	0	89	0	1	0	9	0	0	1	0	4
524	538	"Cummins Pond"	48.4075	-89.34667	400	"AWI"	400	8576	9234	8934	0	0	1	5	9	0	7	1	0	0	3	8	0	0	0	13	0	2	0	0	0	66	0	12	2	9	0	0	1	1	7
524	538	"Cummins Pond"	48.4075	-89.34667	410	"AWI"	410	8660	9285	9001	0	0	10	5	3	0	9	1	0	0	1	5	0	0	0	5	0	2	0	0	1	117	0	6	2	6	0	1	0	0	6
524	538	"Cummins Pond"	48.4075	-89.34667	420	"AWI"	420	8726	9342	9064	0	0	5	8	30	0	18	1	0	0	5	14	0	0	0	8	0	10	0	0	0	79	0	1	12	22	0	2	0	0	17
524	538	"Cummins Pond"	48.4075	-89.34667	430	"AWI"	430	8799	9399	9128	2	0	1	0	9	0	11	0	0	0	1	10	1	0	0	5	0	2	0	0	1	84	0	3	2	6	0	0	0	0	9
524	538	"Cummins Pond"	48.4075	-89.34667	440	"AWI"	440	8886	9449	9190	2	0	2	1	6	0	8	0	0	0	1	6	0	0	0	9	0	2	0	0	0	81	0	1	4	16	1	0	0	0	18
524	538	"Cummins Pond"	48.4075	-89.34667	455	"AWI"	455	9056	9537	9342	0	0	16	10	12	0	40	0	0	0	0	6	1	0	0	12	0	2	0	1	0	112	0	1	1	3	0	0	0	0	5
524	538	"Cummins Pond"	48.4075	-89.34667	460	"AWI"	460	9103	9683	9395	2	0	2	7	14	0	11	2	0	0	1	9	1	0	0	17	0	0	0	0	3	66	0	2	1	27	0	1	0	0	10
524	538	"Cummins Pond"	48.4075	-89.34667	470	"AWI"	470	9356	10029	9685	0	0	0	7	14	0	11	1	0	0	3	24	1	0	0	4	0	4	0	0	0	75	0	4	10	13	0	2	0	0	12
524	538	"Cummins Pond"	48.4075	-89.34667	480	"AWI"	480	9545	10638	10132	0	0	2	15	4	0	9	0	1	0	2	25	2	1	0	8	0	2	0	0	0	132	0	4	4	7	0	1	0	0	4
