"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Sarcobataceae"	"Tsuga"	"Ulmus"
524	538	"Cummins Pond"	48.4075	-89.34667	100	"AWI"	100	3536	5458	4464	14	0	6	1	2	0	29	0	0	0	1	29	0	0	0	9	0	4	0	0	0	29	0	8	0	2	0	0	0	1	4
524	538	"Cummins Pond"	48.4075	-89.34667	110	"AWI"	110	3695	5643	4680	7	0	8	1	0	0	16	0	0	0	0	4	0	0	0	2	0	6	0	0	0	37	212	0	0	4	0	0	0	2	0
524	538	"Cummins Pond"	48.4075	-89.34667	120	"AWI"	120	3908	5810	4889	9	0	9	0	3	0	21	0	0	0	2	19	0	0	0	1	0	1	0	0	0	28	199	3	0	4	0	0	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	130	"AWI"	130	4112	6005	5108	12	0	2	1	0	0	14	0	0	0	0	2	0	0	0	2	0	2	0	0	0	17	0	0	0	2	0	0	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	140	"AWI"	140	4334	6180	5329	1	0	4	5	1	0	13	0	0	0	2	18	0	0	0	5	0	4	0	0	0	2	0	2	0	1	0	3	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	150	"AWI"	150	4559	6336	5544	7	0	3	2	0	0	8	0	0	0	0	4	0	0	0	1	0	5	0	0	0	5	0	1	0	0	0	0	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	160	"AWI"	160	4744	6521	5756	1	0	5	0	2	0	28	0	0	0	1	16	0	0	0	3	0	2	0	0	0	4	0	0	0	0	0	3	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	170	"AWI"	170	5000	6650	5972	4	0	0	0	1	0	9	0	0	0	0	5	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0
524	538	"Cummins Pond"	48.4075	-89.34667	175	"AWI"	175	5083	6740	6080	1	0	4	0	1	0	34	2	0	0	1	9	0	0	0	3	0	0	0	0	1	0	0	4	0	5	0	0	0	0	0
524	538	"Cummins Pond"	48.4075	-89.34667	195	"AWI"	195	5635	6981	6494	2	0	0	0	3	0	8	0	0	0	0	2	0	0	0	3	0	3	0	0	0	6	274	0	0	0	0	0	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	200	"AWI"	200	5859	7022	6597	3	0	3	0	2	0	23	0	0	0	0	3	0	0	0	3	0	0	1	0	1	2	0	1	0	3	0	1	0	0	4
524	538	"Cummins Pond"	48.4075	-89.34667	210	"AWI"	210	6182	7141	6810	5	0	3	0	0	0	15	0	0	0	0	4	0	0	0	1	0	1	0	0	0	8	0	0	0	2	0	0	1	0	3
524	538	"Cummins Pond"	48.4075	-89.34667	220	"AWI"	220	6712	7213	6991	2	0	14	3	2	0	54	0	0	3	2	17	0	0	0	6	0	0	0	0	0	1	0	6	1	4	0	0	0	0	2
524	538	"Cummins Pond"	48.4075	-89.34667	230	"AWI"	230	6962	7355	7172	3	0	14	1	0	0	48	0	0	2	0	7	0	0	0	3	0	0	0	0	2	10	0	1	0	6	0	0	0	0	3
524	538	"Cummins Pond"	48.4075	-89.34667	240	"AWI"	240	7034	7695	7314	2	0	13	1	4	0	35	0	0	0	1	17	0	0	0	3	0	4	1	0	0	6	0	2	1	8	0	0	0	0	4
524	538	"Cummins Pond"	48.4075	-89.34667	250	"AWI"	250	7135	7843	7459	5	0	13	2	2	0	23	0	0	1	1	1	0	0	0	1	0	4	0	0	0	11	219	1	0	6	0	0	1	0	2
524	538	"Cummins Pond"	48.4075	-89.34667	260	"AWI"	260	7236	8028	7601	6	0	28	2	3	0	69	0	0	0	0	2	0	0	0	2	0	2	0	0	0	15	0	3	0	2	0	0	1	0	3
524	538	"Cummins Pond"	48.4075	-89.34667	265	"AWI"	265	7289	8087	7682	9	0	25	1	5	0	42	0	0	0	0	3	0	0	0	2	0	7	0	0	0	35	0	1	1	4	0	1	0	0	5
524	538	"Cummins Pond"	48.4075	-89.34667	270	"AWI"	270	7331	8174	7756	3	0	30	3	6	0	50	0	0	0	5	1	0	0	0	5	0	5	0	0	2	48	0	1	3	5	0	1	0	0	1
524	538	"Cummins Pond"	48.4075	-89.34667	290	"AWI"	290	7615	8400	8055	7	0	40	4	8	0	56	0	0	0	0	3	0	0	0	0	0	2	0	0	4	31	0	0	1	2	0	0	0	0	4
524	538	"Cummins Pond"	48.4075	-89.34667	300	"AWI"	300	7795	8470	8208	5	0	41	5	7	0	69	1	0	2	0	2	0	0	0	4	0	5	0	0	2	42	0	1	1	9	0	1	0	0	5
524	538	"Cummins Pond"	48.4075	-89.34667	310	"AWI"	310	7932	8558	8339	1	0	17	2	3	0	39	0	0	0	1	2	0	0	0	4	0	4	0	0	2	40	0	2	0	4	0	0	0	0	3
524	538	"Cummins Pond"	48.4075	-89.34667	320	"AWI"	320	8041	8671	8445	1	0	2	2	3	0	20	0	0	0	0	4	0	0	0	4	0	2	0	0	0	88	0	2	0	6	0	1	1	0	2
524	538	"Cummins Pond"	48.4075	-89.34667	330	"AWI"	330	8095	8742	8503	0	0	1	3	6	0	27	0	0	0	0	3	0	0	0	1	0	0	0	0	0	107	0	1	0	5	0	0	0	0	3
524	538	"Cummins Pond"	48.4075	-89.34667	340	"AWI"	340	8161	8831	8556	0	0	3	0	9	0	17	1	0	0	0	2	0	0	0	4	0	6	0	0	1	122	0	1	0	8	0	0	0	0	5
524	538	"Cummins Pond"	48.4075	-89.34667	350	"AWI"	350	8223	8906	8616	0	0	0	1	6	0	10	0	0	0	1	4	0	0	0	5	0	11	0	0	0	96	0	2	1	7	0	3	0	0	5
524	538	"Cummins Pond"	48.4075	-89.34667	360	"AWI"	360	8300	8973	8676	2	0	1	4	10	0	28	0	0	0	1	8	0	0	0	8	0	1	0	0	0	70	0	6	0	12	0	0	1	0	4
524	538	"Cummins Pond"	48.4075	-89.34667	370	"AWI"	370	8366	9042	8738	0	0	4	2	8	0	13	2	0	0	0	3	0	0	0	4	0	0	0	0	0	64	0	2	0	10	0	2	0	0	5
