"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Lamiaceae"	"Larix"	"Montiaceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1396	1432	"Kaiyak Lake"	68.15	-161.41667	0	"AWI"	0	-146	26	-66	21.5	0	0	1.25	0	41	0	0.25	0	0	0.25	20	0	0	0	0	2.25	0	0	0	0	0	0	3.25	0.25	7.25	0	0	1.25	0	0	0	0	0	1.5	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	5	"AWI"	5	631	1634	1294	24.3373493975904	0	0	1.20481927710843	0	42.4096385542169	0	0	0	0	0	13.2530120481928	0	0	0	0	1.92771084337349	0	0	0	0	0	0	4.33734939759036	0.240963855421687	8.67469879518072	0	0	0.963855421686747	0	0	0	0	0	2.40963855421687	0	0	0.240963855421687
1396	1432	"Kaiyak Lake"	68.15	-161.41667	10	"AWI"	10	1332	3320	2652	24.4444444444444	0	0	1.33333333333333	0	37.1111111111111	0	0	0	0	0	15.1111111111111	0	0	0	0	1.77777777777778	0	0	0	0	0	0	4	0	9.77777777777778	0	0	0.888888888888889	0.222222222222222	0	0	0	0	4.66666666666667	0	0.222222222222222	0.444444444444444
1396	1432	"Kaiyak Lake"	68.15	-161.41667	20	"AWI"	20	3309	5258	3979	30.8558558558559	0	0	1.35135135135135	0	34.2342342342342	0	0	0	0	0	13.2882882882883	0	0	0	0.225225225225225	1.8018018018018	0.675675675675676	0	0	0	0	0	4.27927927927928	0	11.2612612612613	0	0	0.225225225225225	0	0	0	0	0	1.8018018018018	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	30	"AWI"	30	3747	6520	4999	29.9741602067183	0	0	1.29198966408269	0	31.5245478036176	0.258397932816538	0	0	0.516795865633075	0	13.1782945736434	0	3.35917312661499	0	0	1.29198966408269	0	0	0	0	0	0	1.55038759689922	0	12.9198966408269	0	0	1.29198966408269	0	0	0	0	0	2.58397932816537	0	0	0.258397932816538
1396	1432	"Kaiyak Lake"	68.15	-161.41667	40	"AWI"	40	4380	7650	5975	31.4903846153846	0	0	2.40384615384615	0	34.375	0	0	0	0	0.240384615384615	17.0673076923077	0	0	0	0	0.961538461538462	0	0	0	0	0	0	2.40384615384615	0	6.25	0	0	1.20192307692308	0	0	0	0	0	3.36538461538462	0	0	0.240384615384615
1396	1432	"Kaiyak Lake"	68.15	-161.41667	50	"AWI"	50	5110	8287	6971	36.7609254498715	0	0	2.31362467866324	0	37.2750642673522	0	0	0	0.51413881748072	0	10.2827763496144	0	0	0	0	1.02827763496144	0	0	0	0	0	0	1.54241645244216	0	6.68380462724936	0	0	0.77120822622108	0	0	0	0.25706940874036	0	2.5706940874036	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	57	"AWI"	57	6042	8539	7672	41.3551401869159	0	0	1.4018691588785	0	34.1121495327103	0	0	0	0	0	12.6168224299065	0	0	0	0.233644859813084	1.4018691588785	0.233644859813084	0	0	0	0	0	0.700934579439252	0	5.14018691588785	0	0	0.934579439252336	0	0	0	0	0	1.86915887850467	0	0	0
1396	1432	"Kaiyak Lake"	68.15	-161.41667	68	"AWI"	68	8150	8943	8586	36.2025316455696	0	0	1.26582278481013	0	39.746835443038	0	0	0	0	0	9.62025316455696	0.253164556962025	0	0	0	1.77215189873418	0.253164556962025	0	0	0	0	0.253164556962025	1.51898734177215	0	6.32911392405063	0	0	0	0	0	0	0	0	2.0253164556962	0	0	0.759493670886076
1396	1432	"Kaiyak Lake"	68.15	-161.41667	78	"AWI"	78	8660	9601	9054	39.3867924528302	0.471698113207547	0	0.943396226415094	0	31.8396226415094	0	0.471698113207547	0	0	0	10.377358490566	0	2.35849056603774	0	0	1.41509433962264	3.5377358490566	0	0	0	0	0	0.471698113207547	0	4.95283018867925	0	0	0.235849056603774	0	0	0	0	0	3.5377358490566	0	0	0
