"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"
261	267	"Banks Island 74MS11"	71.75	-124.26667	0	"AWI"	0	-137	32	-50	19	19	3	45	7	0	71	0	30	28	19	0	29	0	0	0	29	6
261	267	"Banks Island 74MS11"	71.75	-124.26667	5	"AWI"	5	-63	485	103	17	21	1	43	5	0	69	0	31	25	17	0	36	0	3	0	27	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	10	"AWI"	10	-37	1011	252	24	28	12	48	0	0	68	0	15	20	15	0	48	10	1	0	25	7
261	267	"Banks Island 74MS11"	71.75	-124.26667	15	"AWI"	15	66	1197	453	21	29	11	51	0	0	71	0	19	22	14	0	32	11	5	0	23	6
261	267	"Banks Island 74MS11"	71.75	-124.26667	20	"AWI"	20	114	1526	638	31	13	0	79	4	0	48	0	21	18	9	0	66	0	0	0	5	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	25	"AWI"	25	259	1690	826	30	17	0	75	5	0	49	0	25	20	7	0	56	0	0	0	11	8
261	267	"Banks Island 74MS11"	71.75	-124.26667	30	"AWI"	30	329	1949	1015	13	19	0	39	4	0	86	0	11	19	3	0	86	0	0	0	4	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	35	"AWI"	35	489	2088	1211	18	21	0	71	1	0	83	0	21	21	5	0	53	0	0	0	7	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	40	"AWI"	40	595	2321	1398	16	18	3	77	0	0	81	8	17	16	8	0	44	0	7	0	16	14
261	267	"Banks Island 74MS11"	71.75	-124.26667	45	"AWI"	45	788	2457	1588	17	20	4	63	0	0	80	7	15	18	9	0	47	0	6	0	17	13
261	267	"Banks Island 74MS11"	71.75	-124.26667	50	"AWI"	50	908	2664	1773	18	18	0	78	0	0	84	0	9	36	0	0	54	0	0	0	12	12
261	267	"Banks Island 74MS11"	71.75	-124.26667	55	"AWI"	55	1127	2780	1961	21	22	0	73	0	0	87	0	19	33	0	0	51	0	0	0	17	13
261	267	"Banks Island 74MS11"	71.75	-124.26667	60	"AWI"	60	1252	2975	2152	18	10	0	48	0	0	102	0	27	12	6	0	69	0	0	0	20	5
261	267	"Banks Island 74MS11"	71.75	-124.26667	65	"AWI"	65	1517	3069	2343	19	13	0	55	0	0	97	0	27	17	9	0	61	0	0	0	22	11
261	267	"Banks Island 74MS11"	71.75	-124.26667	70	"AWI"	70	1684	3245	2541	31	7	5	53	0	0	78	2	14	25	10	0	65	0	0	0	27	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	75	"AWI"	75	1975	3369	2718	32	17	6	57	0	0	75	2	22	27	11	0	61	0	0	0	25	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	80	"AWI"	80	2151	3559	2909	10	21	0	60	0	0	105	0	7	20	0	0	40	0	0	0	31	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	85	"AWI"	85	2589	3680	3078	21	27	0	55	0	0	101	0	21	25	0	0	21	0	0	0	30	11
261	267	"Banks Island 74MS11"	71.75	-124.26667	90	"AWI"	90	2828	3892	3267	67	24	3	26	0	0	82	0	17	23	8	1	14	0	0	0	22	12
261	267	"Banks Island 74MS11"	71.75	-124.26667	95	"AWI"	95	2996	4316	3535	63	27	5	29	0	0	87	0	27	21	5	1	15	0	0	0	25	13
261	267	"Banks Island 74MS11"	71.75	-124.26667	100	"AWI"	100	3096	5011	3785	48	16	0	48	12	0	70	0	11	24	12	0	28	0	6	19	18	6
261	267	"Banks Island 74MS11"	71.75	-124.26667	105	"AWI"	105	3295	5298	4082	35	18	0	43	10	0	87	0	21	27	15	0	21	0	8	8	15	7
261	267	"Banks Island 74MS11"	71.75	-124.26667	110	"AWI"	110	3395	5804	4369	41	11	0	82	0	0	78	0	24	33	5	0	12	0	0	0	16	11
261	267	"Banks Island 74MS11"	71.75	-124.26667	115	"AWI"	115	3638	6100	4669	45	15	0	80	0	0	95	0	28	31	7	0	25	0	0	0	18	13
261	267	"Banks Island 74MS11"	71.75	-124.26667	120	"AWI"	120	3763	6538	4959	48	0	4	75	3	0	101	0	11	14	0	0	31	0	4	0	4	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	125	"AWI"	125	4040	6773	5257	47	5	2	71	7	0	93	0	11	38	0	0	21	0	0	0	9	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	130	"AWI"	130	4220	7157	5547	39	0	0	79	9	0	75	5	17	53	5	0	24	0	0	0	13	5
261	267	"Banks Island 74MS11"	71.75	-124.26667	135	"AWI"	135	4479	7376	5837	45	0	0	73	9	0	67	4	27	51	15	0	27	0	0	0	18	7
261	267	"Banks Island 74MS11"	71.75	-124.26667	140	"AWI"	140	4658	7697	6118	67	11	0	72	7	0	71	0	9	18	9	0	19	0	1	5	14	5
261	267	"Banks Island 74MS11"	71.75	-124.26667	145	"AWI"	145	4982	7926	6416	57	13	0	62	9	0	71	0	29	21	5	0	39	0	0	0	11	3
261	267	"Banks Island 74MS11"	71.75	-124.26667	150	"AWI"	150	5164	8235	6713	68	12	0	68	0	0	76	0	15	28	8	0	28	0	0	0	9	4
261	267	"Banks Island 74MS11"	71.75	-124.26667	155	"AWI"	155	5486	8405	7002	55	15	0	69	0	0	78	0	25	27	11	0	27	0	0	0	19	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	160	"AWI"	160	5696	8730	7297	66	9	0	72	3	0	90	0	9	12	6	0	17	0	0	0	15	7
261	267	"Banks Island 74MS11"	71.75	-124.26667	165	"AWI"	165	6054	8901	7585	67	12	0	62	3	0	70	0	19	39	16	0	11	0	2	0	11	5
261	267	"Banks Island 74MS11"	71.75	-124.26667	170	"AWI"	170	6275	9198	7891	66	17	2	53	0	2	97	0	27	49	12	0	5	0	0	0	15	7
261	267	"Banks Island 74MS11"	71.75	-124.26667	175	"AWI"	175	6677	9343	8175	63	15	1	31	0	3	87	0	21	45	13	0	9	0	0	0	18	6
261	267	"Banks Island 74MS11"	71.75	-124.26667	180	"AWI"	180	6932	9598	8465	46	0	6	97	0	0	91	0	21	42	8	0	12	0	3	0	21	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	185	"AWI"	185	7430	9746	8751	59	0	4	95	0	0	89	0	25	41	9	0	11	0	4	0	20	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	188.5	"AWI"	188.5	7653	9895.5	8971	88	0	0	88	0	0	75	0	16	34	27	0	17	0	0	0	17	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	194	"AWI"	194	8197	10085	9259	81	0	0	83	0	0	77	0	26	31	25	0	19	0	0	0	18	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	199	"AWI"	199	8562	10286	9543	64	7	0	96	0	0	66	3	17	19	0	0	14	12	0	0	15	3
261	267	"Banks Island 74MS11"	71.75	-124.26667	205	"AWI"	205	8854	10554	9812	61	9	0	91	0	0	61	0	27	22	0	0	17	13	0	0	17	5
261	267	"Banks Island 74MS11"	71.75	-124.26667	210	"AWI"	210	9023	10933	10010	18	0	3	43	0	1	136	0	21	28	0	0	38	0	1	0	13	12
261	267	"Banks Island 74MS11"	71.75	-124.26667	215	"AWI"	215	9237	11133	10208	17	3	3	47	0	1	131	0	24	21	0	0	36	0	2	0	17	11
261	267	"Banks Island 74MS11"	71.75	-124.26667	220	"AWI"	220	9380	11425	10402	18	0	4	72	0	6	118	0	17	32	1	1	21	0	3	0	13	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	225	"AWI"	225	9601	11617	10605	19	1	4	75	0	5	101	0	27	31	3	1	17	0	5	0	11	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	230	"AWI"	230	9763	11922	10806	33	0	0	59	0	0	130	0	24	39	0	0	20	12	1	0	16	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	235	"AWI"	235	10017	12094	11003	37	0	0	57	0	0	117	0	21	37	1	0	21	8	5	0	18	0
261	267	"Banks Island 74MS11"	71.75	-124.26667	240	"AWI"	240	10188	12347	11198	32	3	5	56	0	0	128	0	11	24	0	0	32	0	0	0	16	10
261	267	"Banks Island 74MS11"	71.75	-124.26667	245	"AWI"	245	10456	12485	11413	37	5	6	51	0	0	127	0	21	27	0	0	37	0	0	0	17	9
261	267	"Banks Island 74MS11"	71.75	-124.26667	250	"AWI"	250	10646	12712	11618	14	0	0	48	0	0	143	0	29	15	0	0	61	0	0	0	14	0
