"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alchornea"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Bromeliaceae"	"Buddleja"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castilla"	"Cecropia"	"Clethra"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Drimys"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Ficus"	"Gentianaceae"	"Grossulariaceae"	"Hedyosmum"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Malvaceae"	"Melastomataceae"	"Moraceae"	"Myrica"	"Myrsinaceae"	"Myrsine"	"Myrtaceae"	"Papaveraceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Polylepis"	"Proteaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sapium"	"Schinus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Trema"	"Urticaceae"	"Weinmannia"
1596	1647	"Laguna Junín"	-11	-76.16667	2490	"AWI"	2490	33889	47329	40143	0	3.79746835443038	0	11.3924050632911	0	0	0	0	0	0	0	0	2.53164556962025	0	0	0	0	5.06329113924051	0	0	0	0	0	0	0	0	0	0	0	6.32911392405063	0	0	16.4556962025316	0	0	0	0	0	0	0	0	0	1.26582278481013	0	0	0	0	34.1772151898734	18.9873417721519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2460	"AWI"	2460	33400	46346	39730	0	2.0066889632107	0	17.056856187291	0.668896321070234	0	0	0	0	0	0	0	9.36454849498328	0	0	0	0	3.34448160535117	0	0	0	0	0	0	0	0	0	0	0	2.67558528428094	0	0.334448160535117	5.35117056856187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.1839464882943	3.34448160535117	0	0	0	0.334448160535117	0	0	0	0	0	0	0	0	0	0	0.334448160535117	0
1596	1647	"Laguna Junín"	-11	-76.16667	2528	"AWI"	2528	34423	48335	40746	0	1.70940170940171	0	0	0.427350427350427	0	0	0	0	0	0	0	0	0	0	0	0	1.28205128205128	0	0	0	0	0	0	0	0	0	0	0	4.27350427350427	0	0	0.427350427350427	0	0	0	0	0	0	0	0	0	0.854700854700855	0	0	0	0	52.5641025641026	31.6239316239316	6.41025641025641	0	0	0	0	0	0	0	0	0	0	0	0.427350427350427	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2710	"AWI"	2710	39256	52126	43492	0	0.58252427184466	0	0.776699029126214	0	0	0.388349514563107	0	0	0	0	0.194174757281553	0.970873786407767	0	0	0	0	6.21359223300971	0	0	0	0	0	0	0	0	0	0	0	0.194174757281553	0	0	18.0582524271845	42.9126213592233	0	0	0	0	0	0	0	0	0	0	0	0	0	29.3203883495146	0	0	0	0.194174757281553	0	0	0	0	0	0	0	0	0	0.194174757281553	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2523	"AWI"	2523	34382	48183	40663	0	0.717703349282297	0	0.478468899521531	0	0	0.239234449760766	0	0	0	0	0	2.39234449760766	0	0	0	0	0.239234449760766	0	0	0	0	0	0	0	0	0	0	0	0.478468899521531	0.239234449760766	0	6.9377990430622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.5789473684211	5.74162679425837	0	0	0	0	0	0	0	0	0	0	0	0	0.239234449760766	0	0.717703349282297	0
1596	1647	"Laguna Junín"	-11	-76.16667	2442	"AWI"	2442	33037	46004	39485	0	5.45454545454545	0	0	0	0	0	0	0	0	0	0	0.606060606060606	0	0	0	0	2.42424242424242	0	0	0.606060606060606	0	0	0	0	0	0	0	0	2.42424242424242	0	0	24.2424242424242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.9090909090909	5.45454545454545	0.606060606060606	0	6.06060606060606	0	0	0	0	0	0	0	0	0	1.21212121212121	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2340	"AWI"	2340	30962	44054	37802	0	2.22222222222222	0	0.888888888888889	0.888888888888889	0	2.66666666666667	0	0	0	0	0	0.888888888888889	0	0	0	0	3.11111111111111	0	0	0	0	0	0	0	0.444444444444444	0	0	0	11.1111111111111	0	0	9.77777777777778	0	0	0	0	0	0	0.444444444444444	0	0	0	0	0	0	0	57.3333333333333	6.22222222222222	2.66666666666667	0	0.888888888888889	0	0	0	0	0	0	0	0	0	0	0	0.444444444444444	0
1596	1647	"Laguna Junín"	-11	-76.16667	2785	"AWI"	2785	42080	54079	44600	0	10.3896103896104	0	1.2987012987013	0	0	0	0	0	0	0	0	1.2987012987013	0	0	0	0	2.5974025974026	0	0	0	0	0	0	0	0	0	1.2987012987013	0	11.6883116883117	0	0	9.09090909090909	2.5974025974026	0	0	1.2987012987013	0	0	2.5974025974026	0	1.2987012987013	0	1.2987012987013	0	0	0	23.3766233766234	5.19480519480519	11.6883116883117	0	11.6883116883117	1.2987012987013	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2730	"AWI"	2730	39717	52696	43859	0	2.25563909774436	0	0	0	0	0.75187969924812	0	0	0	0	0.75187969924812	0.75187969924812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50375939849624	0	2.25563909774436	0	0	6.01503759398496	6.01503759398496	0	0	0	0	0	0	0	0	0	0	0	0	0	75.187969924812	2.25563909774436	1.50375939849624	0	0.75187969924812	0	0	0	0	0	0	0	0	0	0	0	0	0
1596	1647	"Laguna Junín"	-11	-76.16667	2690	"AWI"	2690	38671	51577	43164	0	2.56410256410256	0	1.28205128205128	0	0	0	0	0	0	0	0.366300366300366	0.915750915750916	0	0	0	0	4.02930402930403	0	0	0	0	0	0	0	0	0	0.183150183150183	0	0.732600732600733	0	0	13.1868131868132	42.8571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1208791208791	0.915750915750916	0.366300366300366	0	3.11355311355311	0.366300366300366	0	0	0	0	0	0	0	0	0	0	0	0
