"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Larix"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1653	1709	"Lac Martyne"	56.78333	-64.83333	1	"AWI"	1	-53	125	36	0	19.941348973607	0	0	0.293255131964809	0	26.9794721407625	0	0.293255131964809	9.97067448680352	0.879765395894428	0	0	0.586510263929619	2.93255131964809	0	0	37.2434017595308	0.879765395894428	0	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	10	"AWI"	10	40	534	219	0	22.2560975609756	0	0.304878048780488	0.304878048780488	0	21.0365853658537	0	0	16.4634146341463	0.609756097560976	0	0	0.304878048780488	0.914634146341463	0.609756097560976	0	34.4512195121951	1.52439024390244	0.914634146341463	0	0.304878048780488	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	20	"AWI"	20	169	833	443	0	18.3183183183183	0	0	0.600600600600601	0	24.6246246246246	0	0	12.6126126126126	2.1021021021021	0	0	0.3003003003003	1.2012012012012	0.3003003003003	0	34.8348348348348	2.7027027027027	2.4024024024024	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	30	"AWI"	30	334	1116	667	0	23.8372093023256	0	0	0	0	20.3488372093023	0	0	9.01162790697674	0.872093023255814	0	0	0	1.16279069767442	0.290697674418605	0	38.0813953488372	3.77906976744186	1.74418604651163	0	0.290697674418605	0	0.581395348837209	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	40	"AWI"	40	512	1363	893	0	17.6470588235294	0	0	0.294117647058824	0	20.2941176470588	0	0	6.76470588235294	0.882352941176471	0	0	0	2.64705882352941	2.05882352941176	0	46.4705882352941	1.76470588235294	0.588235294117647	0	0	0	0.588235294117647	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	50	"AWI"	50	701	1616	1115	0	17.4454828660436	0	0	0.311526479750779	0	30.8411214953271	0	0	9.65732087227414	0.623052959501558	0	0	0	2.80373831775701	0	0	35.5140186915888	0.934579439252336	1.86915887850467	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	60	"AWI"	60	899	1843	1337	0	17.1597633136095	0	0	0	0	26.3313609467456	0	0	6.50887573964497	1.77514792899408	0	0	0.29585798816568	0	0.591715976331361	0	44.3786982248521	0.887573964497041	1.4792899408284	0	0	0	0.591715976331361	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	70	"AWI"	70	1109	2070	1558	0	19.8738170347003	0	0	0	0	20.5047318611987	0	0.315457413249211	11.3564668769716	0.630914826498423	0	0	0	0	1.26182965299685	0	43.217665615142	2.20820189274448	0.315457413249211	0	0.315457413249211	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	80	"AWI"	80	1317	2292	1781	0	17.6470588235294	0	0	0.326797385620915	0	18.3006535947712	0	0	5.22875816993464	0.65359477124183	0	0	0	0	0.980392156862745	0	53.921568627451	0.980392156862745	1.96078431372549	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	90	"AWI"	90	1550	2497	2002	0.325732899022801	14.6579804560261	0	0	0.651465798045603	0	19.8697068403909	0	0	7.16612377850163	0.977198697068404	0	0	0.325732899022801	0	0.325732899022801	0	53.4201954397394	1.62866449511401	0.651465798045603	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	100	"AWI"	100	1795	2700	2218	0	15.3846153846154	0	0	0.334448160535117	0	21.4046822742475	0	0	5.68561872909699	1.00334448160535	0	0	0.668896321070234	0.334448160535117	0.334448160535117	0	52.5083612040134	1.00334448160535	1.00334448160535	0	0	0	0	0	0	0.334448160535117	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	110	"AWI"	110	2035	2932	2447	0	19.5439739413681	0	0	0	0	16.9381107491857	0	0	3.90879478827362	0	0.325732899022801	0	0.651465798045603	0	0.651465798045603	0	55.700325732899	1.62866449511401	0.651465798045603	0	0	0	0	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	120	"AWI"	120	2273	3319	2756	0	28.7790697674419	0	0	0.290697674418605	0	23.8372093023256	0	0	2.90697674418605	2.32558139534884	0.290697674418605	0	0	0	0.290697674418605	0	38.953488372093	0.872093023255814	0.872093023255814	0	0.290697674418605	0	0.290697674418605	0	0	0	0
1653	1709	"Lac Martyne"	56.78333	-64.83333	130	"AWI"	130	2510	3657	3051	0.324675324675325	25	0	0	0.324675324675325	0	17.2077922077922	0	0	3.8961038961039	0.324675324675325	0	0	0.324675324675325	0	0	0	51.9480519480519	0	0.649350649350649	0	0	0	0	0	0	0	0
