"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
338	346	"Lac Castor"	46.61389	-72.99861	75	"AWI"	75	1126	2705	1988	7	0	10	0	0	1	0	308	0	0	0	0	0	0	4	0	0	0	0	31	4	0	13	10	1	11	2	2	0	0	21	187	0	6	1	0	0	25	0	0	1	0	0	0	0	0	2	53	7	0	0
338	346	"Lac Castor"	46.61389	-72.99861	100	"AWI"	100	1772	3116	2537	6	0	0	0	0	0	0	318	0	0	0	1	0	0	5	0	0	0	0	29	0	1	2	27	0	0	3	3	0	0	0	0	0	4	0	0	0	18	0	0	0	0	0	0	2	0	0	40	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	125	"AWI"	125	2131	3757	2937	15	0	14	0	0	1	0	293	0	4	2	1	0	1	11	0	0	0	0	45	0	0	2	6	1	0	1	2	0	0	26	173	0	3	0	0	0	13	0	0	1	0	0	0	0	0	0	65	5	0	0
338	346	"Lac Castor"	46.61389	-72.99861	150	"AWI"	150	2371	4103	3217	9	0	9	1	0	3	0	250	1	0	1	0	0	1	3	0	0	1	0	31	0	0	0	1	0	0	0	2	0	1	0	153	0	3	0	0	0	9	0	0	0	0	0	0	0	0	0	44	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	175	"AWI"	175	2562	4536	3493	5	0	19	1	0	1	0	293	0	2	0	1	0	1	8	0	0	0	0	38	9	2	1	2	1	0	0	0	0	4	0	226	0	0	0	0	0	16	0	0	0	0	0	0	2	1	1	41	8	0	0
338	346	"Lac Castor"	46.61389	-72.99861	200	"AWI"	200	2860	4709	3791	2	0	6	1	0	3	0	223	0	0	0	1	0	1	6	0	0	0	0	21	0	0	4	9	3	0	0	2	0	0	0	0	0	1	0	2	0	20	0	0	0	0	0	0	5	1	3	14	15	0	0
338	346	"Lac Castor"	46.61389	-72.99861	225	"AWI"	225	3041	5013	4083	5	0	11	0	0	2	0	307	0	0	0	0	0	1	5	0	0	0	0	28	0	1	0	3	0	0	1	4	0	1	0	0	0	2	0	0	0	28	0	0	0	1	0	0	0	0	1	11	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	250	"AWI"	250	3473	5185	4347	11	0	40	0	0	0	0	418	0	0	1	0	0	1	2	0	0	0	0	27	0	0	0	5	0	0	0	3	0	2	18	0	0	2	0	0	0	38	0	0	0	0	0	0	2	0	0	21	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	275	"AWI"	275	3780	5355	4622	3	0	20	0	0	0	0	274	0	0	0	0	0	0	2	0	0	0	0	22	0	0	1	0	3	0	1	2	0	1	0	209	0	1	0	0	0	23	0	0	1	0	0	0	9	0	1	15	7	0	0
338	346	"Lac Castor"	46.61389	-72.99861	300	"AWI"	300	4060	5570	4882	7	0	17	0	0	0	0	162	0	0	0	0	0	2	0	0	0	0	0	14	0	2	2	1	0	0	0	4	0	1	0	0	0	2	0	0	0	11	0	0	0	1	0	0	0	0	0	24	5	0	0
338	346	"Lac Castor"	46.61389	-72.99861	325	"AWI"	325	4255	5819	5112	2	0	19	0	0	0	0	199	0	0	0	0	0	0	3	0	0	0	0	15	5	3	0	0	0	0	3	2	0	0	0	213	0	2	0	0	0	15	0	2	0	0	0	0	7	0	1	113	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	350	"AWI"	350	4468	6126	5338	2	0	5	1	0	3	0	165	0	0	0	0	0	1	4	0	0	0	0	9	0	0	0	2	1	0	0	1	0	0	0	0	0	3	0	0	0	12	0	0	3	0	0	0	1	0	0	92	8	0	0
338	346	"Lac Castor"	46.61389	-72.99861	375	"AWI"	375	4730	6292	5570	1	0	15	0	0	2	0	220	0	0	0	0	0	1	0	0	0	0	0	11	7	0	1	0	3	0	3	1	0	1	0	238	0	1	0	0	0	17	0	0	0	1	0	0	3	0	1	100	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	399	"AWI"	399	4894	6538	5797	2	0	15	0	0	1	0	162	0	0	1	0	0	0	2	0	0	1	0	7	0	0	3	1	0	0	2	2	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	1	0	0	107	2	0	0
338	346	"Lac Castor"	46.61389	-72.99861	425	"AWI"	425	5347	6698	6016	3	0	14	0	0	0	0	99	0	1	0	0	0	0	1	0	0	1	0	5	0	0	0	1	0	0	0	1	0	0	0	226	0	0	1	0	0	13	0	1	0	0	0	0	1	0	0	55	2	0	0
338	346	"Lac Castor"	46.61389	-72.99861	450	"AWI"	450	5630	6903	6249	1	0	10	0	0	0	0	130	0	1	0	1	0	0	1	0	0	0	0	10	0	2	0	1	0	0	0	3	0	0	0	234	0	2	0	0	0	19	0	0	0	0	0	0	4	0	1	81	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	475	"AWI"	475	5919	7118	6471	4	0	14	1	0	0	0	108	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	1	2	0	1	0	294	0	2	0	0	0	13	0	0	0	0	0	0	5	1	1	79	1	0	0
338	346	"Lac Castor"	46.61389	-72.99861	499	"AWI"	499	6062	7350	6696	4	0	9	0	0	0	0	136	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	53	3	0	0
338	346	"Lac Castor"	46.61389	-72.99861	525	"AWI"	525	6240	7704	6922	5	0	11	0	0	1	0	149	0	0	0	0	0	4	1	0	0	0	0	9	0	3	2	0	0	0	2	4	0	2	16	382	0	0	0	0	0	28	0	0	0	0	0	0	6	0	1	34	10	0	0
338	346	"Lac Castor"	46.61389	-72.99861	550	"AWI"	550	6400	7923	7156	4	0	6	0	0	1	0	119	0	0	1	0	0	2	4	0	0	0	0	3	0	2	1	0	0	0	1	3	0	2	0	0	0	1	0	0	0	33	0	0	2	0	0	0	4	0	0	23	9	0	0
338	346	"Lac Castor"	46.61389	-72.99861	575	"AWI"	575	6523	8249	7371	12	0	14	2	0	2	0	85	0	1	1	0	0	1	2	0	0	0	0	1	12	1	1	0	0	0	2	1	0	3	0	578	0	2	0	0	0	32	0	0	0	0	0	0	14	0	0	13	8	0	0
338	346	"Lac Castor"	46.61389	-72.99861	600	"AWI"	600	6765	8395	7596	6	0	6	0	0	0	0	64	0	1	0	0	0	2	2	0	0	0	0	1	0	0	1	0	0	2	3	5	0	2	0	417	0	1	0	0	0	17	0	0	0	0	0	0	7	0	0	7	6	0	0
338	346	"Lac Castor"	46.61389	-72.99861	625	"AWI"	625	6913	8625	7821	7	0	7	0	0	0	0	82	0	1	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	3	0	0	2	17	402	0	0	0	0	0	24	0	0	0	0	0	0	2	0	1	7	8	0	0
338	346	"Lac Castor"	46.61389	-72.99861	650	"AWI"	650	7212	8785	8039	6	0	19	0	0	1	0	88	0	0	0	0	0	2	3	0	0	0	0	5	0	0	3	0	1	0	1	6	0	3	0	0	0	0	0	0	0	19	0	0	0	2	0	0	4	1	0	5	5	0	0
338	346	"Lac Castor"	46.61389	-72.99861	675	"AWI"	675	7413	8946	8274	10	0	24	1	0	1	0	107	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	274	0	2	0	0	0	13	0	0	0	1	0	0	5	0	0	3	2	0	0
338	346	"Lac Castor"	46.61389	-72.99861	700	"AWI"	700	7761	9120	8481	9	0	21	1	0	1	0	98	0	0	1	0	0	4	0	0	0	0	0	2	0	0	1	2	0	0	0	1	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	1	2	0	0
338	346	"Lac Castor"	46.61389	-72.99861	725	"AWI"	725	8230	9237	8675	51	0	28	1	0	1	0	241	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	14	0	2	41	562	0	0	0	0	0	21	0	0	0	0	0	0	10	0	0	2	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	740	"AWI"	740	8400	9350	8810	23	0	13	1	0	1	0	129	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	3	4	7	0	1	0	344	0	0	0	0	0	21	0	0	0	1	0	0	7	0	0	0	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	750	"AWI"	750	8638	9506	9019	18	0	25	0	0	1	0	135	0	1	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	7	4	7	0	6	0	0	0	1	0	7	0	25	1	0	0	1	0	0	2	0	0	1	9	0	0
338	346	"Lac Castor"	46.61389	-72.99861	760	"AWI"	760	9001	9724	9324	11	0	50	1	0	0	0	119	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	2	0	0	0	14	0	1	15	270	0	0	0	0	0	19	0	0	0	2	0	0	3	0	0	0	5	0	0
338	346	"Lac Castor"	46.61389	-72.99861	775	"AWI"	775	9466	10100	9787	17	0	71	0	0	1	0	223	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	3	1	8	4	9	0	1	0	307	0	4	0	7	0	20	0	0	1	4	0	0	2	0	0	0	5	0	0
338	346	"Lac Castor"	46.61389	-72.99861	780	"AWI"	780	9596	10244	9939	5	0	55	0	0	2	0	199	0	0	0	0	0	3	3	0	0	0	1	3	0	0	2	15	1	64	5	85	0	2	73	56	0	5	0	55	0	29	1	0	1	7	1	0	3	0	0	1	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	785	"AWI"	785	9729	10406	10091	3	0	0	1	1	9	0	185	0	0	0	0	0	4	9	0	0	1	0	1	0	0	0	27	0	88	1	148	0	0	146	0	0	9	0	58	0	50	0	2	3	6	0	0	1	0	0	4	12	1	0
338	346	"Lac Castor"	46.61389	-72.99861	790	"AWI"	790	9849	10579	10243	3	0	0	1	0	8	0	158	0	3	0	0	0	3	0	1	0	0	0	0	15	0	4	1	0	170	0	111	0	7	53	0	0	7	0	204	0	40	0	0	0	22	0	0	1	0	0	1	12	0	0
338	346	"Lac Castor"	46.61389	-72.99861	795	"AWI"	795	9973	10762	10396	2	0	10	0	0	10	0	139	1	0	2	0	0	3	18	3	0	1	1	0	0	0	2	6	0	111	1	114	1	1	0	64	0	4	0	186	0	33	0	0	2	12	0	0	0	0	0	1	10	0	0
338	346	"Lac Castor"	46.61389	-72.99861	800	"AWI"	800	10087	10950	10547	1	0	12	0	0	10	0	151	0	0	0	0	1	2	3	0	0	0	0	0	0	0	3	0	0	0	0	100	1	8	0	0	0	2	0	0	0	42	0	0	0	7	0	0	1	0	0	1	7	0	0
338	346	"Lac Castor"	46.61389	-72.99861	805	"AWI"	805	10185	11048	10641	4	0	16	0	0	6	0	133	0	1	0	1	0	0	11	2	0	1	2	1	0	0	0	15	0	0	0	99	4	2	0	0	0	8	0	0	0	38	0	0	0	9	0	0	0	0	0	6	13	0	0
338	346	"Lac Castor"	46.61389	-72.99861	810	"AWI"	810	10251	11129	10700	2	0	0	0	0	5	0	93	0	4	0	0	0	1	8	1	0	0	0	0	0	0	0	5	0	0	1	94	0	0	0	0	0	8	0	74	0	44	0	0	0	6	0	0	0	0	0	3	9	0	0
