"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
338	346	"Lac Castor"	46.61389	-72.99861	815	"AWI"	815	10302	11247	10756	12	0	70	1	0	5	0	167	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	28	0	3	26	0	0	2	0	0	0	23	0	0	1	1	0	0	0	1	0	1	4	0	0
338	346	"Lac Castor"	46.61389	-72.99861	820	"AWI"	820	10338	11387	10808	3	0	49	3	0	27	0	303	0	1	0	1	0	2	83	20	1	8	0	3	0	0	6	87	3	0	1	1	2	0	32	197	0	16	0	0	0	70	0	0	1	33	0	0	3	0	1	8	12	0	0
338	346	"Lac Castor"	46.61389	-72.99861	830	"AWI"	830	10404	11696	10911	2	0	60	1	0	36	0	130	0	0	3	0	0	1	71	20	0	2	0	1	0	0	3	25	0	0	0	2	0	1	34	330	0	5	0	0	0	54	2	0	1	40	0	0	0	0	0	11	20	0	0
338	346	"Lac Castor"	46.61389	-72.99861	840	"AWI"	840	10461	12062	11012	2	0	25	3	0	15	0	115	0	1	4	1	0	0	54	11	0	0	1	0	0	0	11	0	4	0	1	0	2	0	0	0	0	9	0	0	0	41	1	0	0	48	0	1	1	0	0	3	12	0	0
338	346	"Lac Castor"	46.61389	-72.99861	850	"AWI"	850	10502	12396	11105	1	0	67	2	0	11	9	159	0	1	4	0	0	1	55	1	0	3	0	2	0	0	16	6	0	17	1	2	2	1	0	0	0	11	0	0	0	49	0	0	0	30	1	0	1	0	1	1	8	2	0
338	346	"Lac Castor"	46.61389	-72.99861	855	"AWI"	855	10514	12569	11150	0	0	49	2	0	13	0	169	0	1	6	0	0	1	30	0	0	0	0	0	0	0	15	0	0	19	0	0	0	2	21	0	0	15	0	62	0	65	1	0	0	21	0	0	2	0	1	3	16	0	0
338	346	"Lac Castor"	46.61389	-72.99861	859	"AWI"	859	10526	12710	11183	0	0	0	0	0	1	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
338	346	"Lac Castor"	46.61389	-72.99861	5	"AWI"	5	-26	230	108	12	0	0	1	0	1	0	333	0	1	0	1	0	3	15	0	0	3	0	13	0	0	3	26	0	0	3	7	0	0	66	156	0	18	0	0	0	14	0	0	2	4	0	0	0	0	0	28	1	0	0
338	346	"Lac Castor"	46.61389	-72.99861	25	"AWI"	25	128	1116	690	16	0	15	0	0	1	0	195	0	1	0	1	0	2	13	0	0	0	0	19	0	0	2	5	0	0	1	3	0	1	45	129	0	6	0	0	0	10	0	0	0	1	0	0	0	0	0	38	1	0	0
338	346	"Lac Castor"	46.61389	-72.99861	50	"AWI"	50	298	2264	1417	15	0	15	0	0	1	0	252	0	4	0	0	0	0	7	0	0	0	0	23	6	0	1	4	0	3	3	4	0	0	54	140	0	5	0	0	0	19	0	0	2	2	0	0	1	0	1	55	7	0	0
