"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
332	339	"Lac Caribou"	48.19778	-64.94	325	"AWI"	325	10224	12114	11017	0	0	0	0	10	0	256	0	0	1	0	0	0	0	16	22	0	1	0	0	0	9	0	0	0	0	0	0	0	14	0	6	0	3	0	3	0	4	0	0	0	0	0	1	2	0
332	339	"Lac Caribou"	48.19778	-64.94	330	"AWI"	330	10329	12440	11193	0	0	0	0	19	0	42	0	0	2	0	0	0	0	75	0	0	1	0	0	0	15	0	0	0	0	0	0	0	30	0	10	0	0	0	3	0	2	0	2	0	2	0	1	2	0
332	339	"Lac Caribou"	48.19778	-64.94	335	"AWI"	335	10429	12750	11355	0	0	27	2	108	8	63	1	0	6	0	0	0	1	87	0	0	2	0	0	0	10	0	0	0	0	0	0	0	83	0	30	0	0	0	2	0	2	0	3	0	4	0	1	1	0
332	339	"Lac Caribou"	48.19778	-64.94	340	"AWI"	340	10535	12950	11531	0	0	0	0	14	0	8	0	0	4	0	0	0	0	68	0	0	0	0	0	0	2	0	0	0	0	0	1	0	51	0	17	0	0	0	3	0	1	0	1	0	0	0	0	0	0
332	339	"Lac Caribou"	48.19778	-64.94	350	"AWI"	350	10750	13492	11882	0	0	24	0	52	0	31	4	0	7	0	0	0	0	90	0	0	2	0	0	0	16	0	0	0	0	0	0	0	59	0	32	0	0	0	2	0	7	0	0	0	2	0	1	2	0
332	339	"Lac Caribou"	48.19778	-64.94	360	"AWI"	360	10960	14026	12222	0	0	0	0	22	30	57	2	0	11	0	0	0	0	136	0	0	5	1	0	0	25	1	1	0	0	4	3	33	160	0	38	0	0	0	3	2	24	0	0	0	0	0	0	2	0
332	339	"Lac Caribou"	48.19778	-64.94	370	"AWI"	370	11219	14506	12592	1	0	0	0	7	0	11	0	0	1	0	0	0	0	13	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0
332	339	"Lac Caribou"	48.19778	-64.94	380	"AWI"	380	11470	14931	12932	0	0	0	0	3	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
332	339	"Lac Caribou"	48.19778	-64.94	385	"AWI"	385	11556	15214	13100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
332	339	"Lac Caribou"	48.19778	-64.94	2	"AWI"	2	-103	155	6	6	0	6	0	1	0	250	0	0	0	0	0	0	3	0	0	0	0	1	0	0	6	0	0	0	0	4	0	33	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0
