"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
332	339	"Lac Caribou"	48.19778	-64.94	7	"AWI"	7	-60	664	183	14	0	15	0	0	0	379	0	1	0	0	0	0	2	0	0	0	0	1	0	0	9	0	0	0	0	0	1	47	43	0	1	0	0	0	7	0	0	0	0	1	0	0	6	0	0
332	339	"Lac Caribou"	48.19778	-64.94	20	"AWI"	20	145	1529	718	7	0	5	0	0	0	422	0	0	0	0	0	0	2	4	0	0	0	1	0	0	6	0	3	5	0	6	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
332	339	"Lac Caribou"	48.19778	-64.94	30	"AWI"	30	419	2017	1155	4	0	12	1	0	0	355	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0	0	0	4	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0
332	339	"Lac Caribou"	48.19778	-64.94	40	"AWI"	40	728	2394	1619	7	0	13	0	0	0	356	0	0	0	1	0	0	5	1	0	0	0	6	0	0	10	0	0	0	0	1	3	0	27	0	0	0	0	0	4	0	0	0	0	2	0	0	3	2	0
332	339	"Lac Caribou"	48.19778	-64.94	50	"AWI"	50	1135	2652	2045	3	0	8	0	0	0	370	0	0	0	0	0	0	1	2	0	0	0	4	0	0	5	0	1	0	1	3	0	0	0	1	0	0	0	0	9	0	0	0	0	1	0	0	5	3	0
332	339	"Lac Caribou"	48.19778	-64.94	60	"AWI"	60	2001	2840	2436	6	0	17	0	0	0	425	0	0	0	0	0	0	1	2	0	0	0	2	4	0	7	0	0	0	1	5	1	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	2	4	0
332	339	"Lac Caribou"	48.19778	-64.94	80	"AWI"	80	2612	3748	3106	4	0	21	0	0	0	490	0	0	1	0	0	0	3	0	0	0	0	1	0	0	6	0	0	0	0	5	2	26	0	0	1	0	0	0	10	0	0	0	1	0	0	0	3	3	0
332	339	"Lac Caribou"	48.19778	-64.94	90	"AWI"	90	2806	4142	3443	6	0	19	0	0	0	536	0	0	0	1	0	0	1	4	0	0	0	5	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	2	1	0
332	339	"Lac Caribou"	48.19778	-64.94	100	"AWI"	100	3130	4368	3793	1	0	14	0	0	0	295	0	0	0	0	0	0	3	3	0	0	0	1	6	0	5	0	0	0	0	1	1	41	69	0	1	0	0	0	12	0	1	0	0	1	0	0	3	1	0
332	339	"Lac Caribou"	48.19778	-64.94	120	"AWI"	120	4009	4794	4425	3	0	17	0	0	0	584	0	0	0	0	0	0	7	1	0	0	0	0	6	1	7	0	0	0	0	4	0	35	76	0	0	0	0	0	31	0	0	0	0	0	0	0	2	1	0
332	339	"Lac Caribou"	48.19778	-64.94	140	"AWI"	140	4435	5775	5022	2	0	23	0	0	0	478	0	2	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	56	0	1	0	0	0	49	0	0	0	0	1	0	0	0	1	0
332	339	"Lac Caribou"	48.19778	-64.94	160	"AWI"	160	4921	6408	5639	3	0	16	1	0	0	339	0	0	0	0	0	0	0	1	0	0	0	3	2	0	5	0	0	0	0	1	0	0	27	0	0	0	0	0	42	0	0	0	0	0	0	0	1	5	0
332	339	"Lac Caribou"	48.19778	-64.94	170	"AWI"	170	5184	6678	5952	1	0	16	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	0	48	0	0	0	0	0	47	0	0	0	0	2	0	0	4	1	0
332	339	"Lac Caribou"	48.19778	-64.94	180	"AWI"	180	5427	6939	6272	3	0	18	0	0	0	356	0	1	0	0	2	0	1	0	0	0	0	1	0	0	4	0	0	5	0	2	1	0	61	0	0	0	0	0	10	0	0	0	0	1	0	0	5	2	0
332	339	"Lac Caribou"	48.19778	-64.94	190	"AWI"	190	5815	7133	6569	5	0	7	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	58	0	0	0	0	0	4	0	0	0	0	2	0	0	5	5	0
332	339	"Lac Caribou"	48.19778	-64.94	200	"AWI"	200	6376	7329	6864	4	0	8	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	1	12	111	0	0	0	0	1	4	0	0	0	0	1	0	0	3	1	0
332	339	"Lac Caribou"	48.19778	-64.94	210	"AWI"	210	6679	7660	7193	1	0	5	1	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	3	1	4	0	0	63	0	0	0	0	0	2	0	0	0	0	5	0	0	1	9	0
332	339	"Lac Caribou"	48.19778	-64.94	220	"AWI"	220	6893	8274	7496	7	0	30	0	0	0	348	0	0	0	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	2	2	0	0	63	0	0	0	0	0	4	0	1	0	0	3	0	0	3	3	0
332	339	"Lac Caribou"	48.19778	-64.94	230	"AWI"	230	7121	8620	7858	8	0	45	1	0	0	421	0	0	1	1	0	0	2	2	0	0	2	1	8	0	4	0	0	0	2	0	0	37	38	0	1	0	0	0	12	0	0	0	0	8	0	0	2	2	0
332	339	"Lac Caribou"	48.19778	-64.94	240	"AWI"	240	7446	8879	8218	11	0	74	0	2	0	494	0	1	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	1	4	0	0	35	0	7	0	6	0	10	0	0	0	0	6	0	1	0	3	0
332	339	"Lac Caribou"	48.19778	-64.94	250	"AWI"	250	7833	9124	8563	5	0	104	0	1	0	606	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	36	0	1	0	0	0	6	0	2	0	0	0	1	0	1	0	0
332	339	"Lac Caribou"	48.19778	-64.94	260	"AWI"	260	8302	9329	8915	6	0	46	0	0	0	541	0	0	0	0	0	0	1	2	0	0	0	1	0	0	6	0	0	0	0	0	0	0	26	0	1	0	8	0	4	0	0	0	0	0	0	0	0	3	0
332	339	"Lac Caribou"	48.19778	-64.94	270	"AWI"	270	8782	9540	9242	6	0	0	0	0	0	448	0	1	0	0	0	0	0	2	0	0	0	2	3	0	2	0	0	0	0	1	0	0	11	0	3	0	8	0	12	0	0	0	0	0	0	0	0	1	0
332	339	"Lac Caribou"	48.19778	-64.94	280	"AWI"	280	8997	10037	9489	3	0	112	0	3	0	402	0	0	0	0	0	1	0	3	0	0	0	0	2	0	3	0	0	0	1	0	1	35	21	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0
332	339	"Lac Caribou"	48.19778	-64.94	290	"AWI"	290	9247	10398	9748	6	0	398	0	2	0	250	0	0	0	1	0	0	3	5	3	0	0	0	0	0	1	0	0	0	6	0	0	125	41	0	1	0	73	0	6	0	0	11	0	0	0	0	0	1	0
332	339	"Lac Caribou"	48.19778	-64.94	300	"AWI"	300	9526	10767	10033	0	0	115	1	1	0	136	0	0	0	1	0	0	0	5	1	0	0	0	0	0	4	0	0	0	0	4	0	175	31	0	1	0	0	0	11	0	0	0	0	0	0	0	1	1	0
332	339	"Lac Caribou"	48.19778	-64.94	310	"AWI"	310	9807	11182	10379	1	0	0	0	4	0	109	0	0	0	0	0	0	1	6	2	0	0	2	0	0	11	0	0	0	1	4	0	0	22	0	2	0	5	0	10	0	0	0	0	0	1	0	1	1	0
332	339	"Lac Caribou"	48.19778	-64.94	315	"AWI"	315	9980	11416	10615	1	0	0	0	3	0	51	0	0	0	0	0	0	0	7	1	0	0	1	0	0	1	0	0	0	1	2	0	303	22	0	2	0	8	0	3	0	0	0	0	0	0	0	1	0	0
