"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Moraceae"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Vitaceae"
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	42	"AWI"	42	3487	4665	4015	48	2	41	0	1	0	56	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	32	0	5	0	0	0	0	0	698	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	46	"AWI"	46	3680	4924	4280	20	0	39	0	0	0	103	0	1	0	0	0	0	8	0	1	0	0	1	0	0	0	0	5	35	0	3	0	2	0	0	0	424	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	50	"AWI"	50	3849	5181	4548	33	0	17	0	1	0	50	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	1	26	0	0	0	0	0	0	0	646	30	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	54	"AWI"	54	4134	5331	4813	37	1	0	0	1	0	50	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	26	0	2	0	2	0	0	0	593	20	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	58	"AWI"	58	4459	5488	5073	39	0	32	0	1	0	93	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	46	0	3	0	1	0	0	0	1019	53	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	62	"AWI"	62	4874	5642	5322	61	0	0	0	2	0	82	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	1	32	0	3	0	0	0	0	0	713	26	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	66	"AWI"	66	5206	5823	5560	30	0	0	0	1	0	96	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	7	23	0	3	0	0	0	0	0	576	28	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	70	"AWI"	70	5358	6202	5722	31	1	17	0	0	0	94	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2	24	0	1	0	0	0	0	0	612	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	74	"AWI"	74	5495	6447	5922	58	0	0	0	1	0	98	0	0	0	0	0	0	7	0	0	0	0	1	1	0	0	0	4	12	0	0	0	0	0	0	0	600	23	13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	78	"AWI"	78	5648	6679	6114	80	0	25	0	0	0	130	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	8	6	0	2	0	0	0	0	0	758	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	82	"AWI"	82	5797	6897	6306	99	0	25	0	1	0	102	0	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	1	14	0	1	0	0	0	0	0	660	21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	86	"AWI"	86	5948	7109	6502	79	0	0	1	0	0	112	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	10	11	0	0	0	0	0	0	0	526	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	90	"AWI"	90	6092	7283	6690	134	0	19	0	0	0	42	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	5	0	0	0	1	0	0	0	411	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	94	"AWI"	94	6297	7428	6891	113	0	41	1	0	0	129	0	0	0	0	0	0	11	0	1	0	0	1	0	0	0	0	20	6	0	0	0	0	0	0	0	333	91	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	98	"AWI"	98	6508	7567	7084	175	0	140	0	0	0	332	1	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	25	23	0	1	0	3	1	0	0	361	88	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	102	"AWI"	102	6713	7698	7280	157	0	0	0	0	0	76	0	0	0	0	1	1	5	0	2	0	0	0	0	0	0	0	8	2	0	0	0	1	0	0	0	130	82	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	106	"AWI"	106	6937	7837	7471	84	0	298	0	1	0	108	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	7	20	0	0	0	2	0	0	0	186	45	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	110	"AWI"	110	7175	7946	7655	127	0	234	0	0	0	71	0	0	0	0	0	5	6	0	0	0	0	0	1	0	0	0	4	7	0	0	0	4	0	0	0	236	74	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	114	"AWI"	114	7608	8052	7818	11	0	252	0	0	0	147	0	0	0	1	1	2	10	0	1	0	0	1	1	0	0	0	7	21	0	0	0	1	0	0	0	520	47	18	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	118	"AWI"	118	7759	8334	8001	2	0	134	0	1	0	74	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	31	26	0	0	0	5	0	0	2	308	10	11	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	122	"AWI"	122	7868	8670	8190	9	0	105	0	0	0	79	1	0	0	0	0	2	24	0	1	0	0	0	0	0	0	0	45	28	0	1	0	3	0	0	1	380	32	27	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	126	"AWI"	126	7987	8939	8386	4	0	0	0	0	0	119	0	0	0	0	0	6	17	0	4	0	0	0	1	0	0	0	3	31	0	0	0	0	0	0	0	267	22	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	130	"AWI"	130	8106	9160	8594	1	0	130	0	2	0	162	0	0	0	0	1	10	40	0	7	0	0	0	0	0	0	0	10	47	0	0	0	2	0	0	0	175	21	16	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	134	"AWI"	134	8281	9330	8803	4	0	135	0	1	0	181	0	0	0	0	2	19	26	0	2	0	0	0	0	0	0	0	16	76	0	0	0	3	0	0	0	236	6	50	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	138	"AWI"	138	8458	9496	8996	2	1	0	0	0	0	177	0	0	0	0	0	18	22	0	1	0	0	0	0	0	0	0	11	40	0	0	0	3	0	1	0	71	7	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	142	"AWI"	142	8671	9664	9196	0	1	139	0	0	0	228	1	0	0	0	0	7	30	0	7	0	0	0	1	0	0	0	15	19	0	0	0	2	0	0	0	122	10	41	0	0	0	0	0	1	1	0	0	13	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	146	"AWI"	146	8885	9812	9403	2	0	155	0	0	0	265	0	0	0	0	0	4	40	0	3	0	0	0	1	0	0	0	7	10	0	0	0	1	0	0	1	49	3	27	0	0	0	0	0	4	0	0	0	13	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	150	"AWI"	150	9112	9987	9593	1	0	116	1	4	0	289	0	0	0	0	0	0	53	0	7	0	0	0	0	0	0	0	6	3	0	0	0	3	0	0	1	58	2	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	154	"AWI"	154	9234	10137	9720	0	0	0	1	1	0	225	0	0	0	0	0	2	41	0	5	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	158	"AWI"	158	9380	10332	9846	0	0	11	0	2	0	193	0	0	0	0	0	0	31	0	4	0	0	0	0	0	0	0	55	0	0	0	0	1	0	0	3	19	3	0	0	0	0	0	0	1	0	0	0	19	0	0	0	0	1	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	162	"AWI"	162	9518	10512	9979	0	0	0	0	2	0	365	2	0	0	0	0	2	67	2	11	0	0	0	0	0	0	0	13	6	0	0	0	1	0	0	0	25	2	33	0	0	0	0	0	4	0	0	1	22	0	0	1	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	166	"AWI"	166	9661	10695	10105	0	0	0	0	0	0	188	1	0	0	0	0	0	23	1	2	0	0	0	0	0	0	0	8	1	0	0	1	1	0	0	3	2	3	21	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	170	"AWI"	170	9801	10877	10233	1	0	14	0	1	0	245	0	0	0	0	2	1	44	0	13	0	0	0	0	0	0	0	7	0	0	0	2	4	0	0	4	17	4	26	0	0	0	0	0	3	0	0	1	29	0	0	0	0	1	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	174	"AWI"	174	9977	11016	10363	0	0	0	0	2	0	70	0	0	0	0	0	0	28	0	18	0	1	0	0	0	0	0	4	0	0	0	1	5	0	0	9	10	2	29	0	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	178	"AWI"	178	10154	11237	10599	2	0	46	0	7	0	139	2	0	0	0	0	1	48	1	19	0	0	0	0	0	0	0	28	0	1	1	0	4	0	0	0	43	4	48	0	0	0	1	0	3	0	0	1	40	0	0	0	0	1	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	182	"AWI"	182	10336	11559	10875	2	0	32	2	9	0	97	1	0	1	0	0	1	80	5	36	0	4	0	0	0	0	0	9	1	0	0	0	10	0	0	0	16	4	33	1	0	0	0	1	6	0	9	1	46	0	0	0	0	0	0	2	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	186	"AWI"	186	10535	11886	11159	0	2	15	0	2	0	55	3	0	0	0	1	3	62	6	18	1	5	0	0	1	0	0	18	0	0	0	0	8	0	0	0	20	0	30	0	0	0	0	0	2	0	0	3	72	0	0	0	0	0	0	2	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	190	"AWI"	190	10735	12155	11459	1	0	8	1	2	0	45	2	0	0	0	1	0	30	0	4	0	0	0	0	0	0	0	11	5	0	0	0	3	0	2	0	10	1	0	2	0	8	0	0	2	0	0	2	49	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	194	"AWI"	194	11066	12336	11747	1	1	31	0	0	0	33	2	0	0	0	0	5	37	0	0	0	0	0	0	0	0	0	9	2	0	0	0	1	0	6	0	27	1	0	0	0	0	0	0	0	0	0	1	71	0	0	0	0	0	0	1	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	198	"AWI"	198	11333	12556	12012	3	0	48	0	1	0	70	1	0	0	0	0	1	10	0	2	0	0	0	0	0	1	0	19	2	0	0	0	8	0	4	1	19	4	0	0	0	0	0	0	1	0	0	0	94	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	202	"AWI"	202	11504	12861	12248	1	0	141	1	0	0	83	0	0	0	0	0	1	9	0	4	0	0	0	0	0	0	1	34	0	0	0	0	2	0	2	0	17	7	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	206	"AWI"	206	11648	13226	12433	1	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
