"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Moraceae"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Vitaceae"
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	2	"AWI"	2	-65	557	124	30	0	43	1	0	0	54	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	68	0	9	0	0	0	0	0	465	31	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	6	"AWI"	6	77	1560	538	17	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	41	0	1	0	2	0	0	0	341	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	10	"AWI"	10	247	2148	1055	29	0	33	0	1	0	25	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	62	0	0	0	0	0	0	0	470	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	14	"AWI"	14	560	2496	1537	34	0	32	0	0	0	32	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	9	38	0	1	0	0	0	0	3	393	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	18	"AWI"	18	958	2803	2001	35	1	35	0	0	0	54	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	11	69	0	3	0	1	0	0	2	694	31	12	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	22	"AWI"	22	1495	3089	2438	42	0	0	0	0	0	37	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	23	0	1	0	1	0	0	0	417	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	26	"AWI"	26	2105	3324	2872	17	0	0	0	1	0	53	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	28	40	0	0	0	0	0	0	0	326	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	30	"AWI"	30	2979	3493	3280	29	0	0	0	0	0	62	0	0	0	0	1	1	2	0	0	0	0	1	1	0	0	0	3	14	0	4	0	0	0	0	0	421	18	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	34	"AWI"	34	3152	3981	3498	29	0	11	0	0	0	13	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	3	9	0	1	0	1	0	0	0	521	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
1599	1650	"Lake Hope Simpson"	52.45	-56.43333	38	"AWI"	38	3311	4343	3751	44	0	45	0	0	0	71	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	48	0	5	0	2	0	0	0	812	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
