"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acanthaceae"	"Amaranthaceae"	"Apiaceae"	"Arecaceae"	"Asteraceae"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Ilex"	"Myrica"	"Onagraceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Salix"
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	0.5	"AWI"	0.5	-145.5	18.5	-55	0	32.1428571428571	0	0	0	10.7142857142857	0	0	0	0	0	14.2857142857143	0	25	3.57142857142857	7.14285714285714	3.57142857142857	3.57142857142857
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	5.5	"AWI"	5.5	-83	178	32	0	65.8536585365854	0	0	0	2.4390243902439	0	0	0	2.4390243902439	0	12.1951219512195	0	14.6341463414634	0	0	2.4390243902439	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	9.5	"AWI"	9.5	-24.5	224.5	120	0	55	0	0	0	10	0	0	0	0	0	0	0	35	0	0	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	12.5	"AWI"	12.5	58.5	375	253.5	0	45	0	0	0	30	0	0	0	0	0	6.66666666666667	0	13.3333333333333	3.33333333333333	1.66666666666667	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	17.5	"AWI"	17.5	237.5	1103.5	603.5	0.709219858156028	55.3191489361702	0	0.709219858156028	0	7.80141843971631	0	2.12765957446809	0	0	0	2.12765957446809	0.709219858156028	21.2765957446809	2.12765957446809	4.9645390070922	1.41843971631206	0.709219858156028
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	21	"AWI"	21	435	1808	978	0	38.9830508474576	0	0	0	1.69491525423729	0	5.08474576271187	0	0	1.69491525423729	0	0	44.0677966101695	0	5.08474576271187	3.38983050847458	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	25	"AWI"	25	672	2283	1554	0	75.2688172043011	0	0	0	6.45161290322581	0	1.0752688172043	0	0	0	0	0	11.8279569892473	1.0752688172043	2.1505376344086	0	2.1505376344086
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	31	"AWI"	31	1966	2639	2357	0	71.5384615384615	0	0	0	3.07692307692308	0	2.30769230769231	0.769230769230769	0	0	0.769230769230769	0	15.3846153846154	0.769230769230769	5.38461538461539	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	35	"AWI"	35	2378	3245	2733	0	77.6649746192893	0	0	0	1.01522842639594	0.50761421319797	4.06091370558376	0	0.50761421319797	0	0	0	15.2284263959391	0	0.50761421319797	0.50761421319797	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	41	"AWI"	41	2742	3619	3178	0	70.4	0.8	0	0	0	0	0.8	0	0	0	0	0	24.8	0	1.6	0.8	0.8
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	45	"AWI"	45	2971	3827	3492	0	78.2608695652174	0	0	0	0	0	0.72463768115942	0	0	0	0.72463768115942	0	19.5652173913043	0	0.72463768115942	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	51	"AWI"	51	3620	4135	3871	0	77.1428571428572	0	0	0	0.714285714285714	0	0	0	0	0	0.357142857142857	0	20.7142857142857	0	0.714285714285714	0.357142857142857	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	55	"AWI"	55	3744	4534	4084	0	62.0087336244542	0	0	0	0.436681222707424	0	0	0	0	0	0	0	36.6812227074236	0.436681222707424	0.436681222707424	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	61	"AWI"	61	4023	4826	4402	0	90.8759124087591	0	0	0	0	0	0	0	0	0	0	0	8.75912408759124	0	0	0.364963503649635	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	65	"AWI"	65	4180	5052	4616	0	81.8518518518518	0	0	0	0.37037037037037	0	0	0	0	0	0	0	16.2962962962963	0	1.48148148148148	0	0
962	993	"Water Conservation Area 3B, Gumbo Limbo Far Tail"	25.77472	-80.50556	71	"AWI"	71	4638	5383	4974	0	87.192118226601	0	0	0	0	0	1.47783251231527	0	0	0	0	0	10.3448275862069	0	0	0.985221674876847	0
